			Gravity FAA (Sandwell et al, v24.1)	EMAG2 (2-arc-minute resolution, 2013)	Gravity (Sandwell and Smith 97)	GMRT Grid Version 3.9
Longitude	Latitude	Distance (km)	Free-Air Anomaly (mgal)	Magnetic Anomaly (nT)	Gravity Anomaly (mgal)	Elevation (m)
-104.13	9.200449	310.0811	1.939655	-142.52425	0.63503975	-2969.475
-104.12122	9.2011	311.04706	1.3417168	-142.15807	-0.7524447	-2987.3726
-104.11245	9.201751	312.01303	0.9254005	-140.9471	-1.864798	-2921.7551
-104.10367	9.202402	312.979	0.7343961	-138.89153	-2.7157564	-2972.4705
-104.094894	9.2030525	313.94498	0.58653426	-135.96332	-3.3121467	-2961.1255
-104.08612	9.203703	314.91095	0.45563766	-132.08823	-3.6789596	-2972.5823
-104.07734	9.204352	315.87692	0.32253718	-127.32584	-3.815667	-3000.9307
-104.068565	9.205003	316.8429	0.22904491	-121.76094	-3.7366834	-2963.622
-104.05979	9.205652	317.80887	-0.030652728	-115.41647	-3.498522	-2959.953
-104.05102	9.206302	318.77484	-0.580358	-107.768036	-3.233393	-2972.932
-104.04224	9.20695	319.7408	-0.9984028	-99.25969	-2.9656973	-2972.5776
-104.03346	9.2076	320.7068	-1.2179737	-90.67753	-2.7878344	-3001.4504
-104.02469	9.208248	321.67276	-1.2142011	-82.75075	-2.722098	-3046.8442
-104.01591	9.208897	322.63873	-0.907598	-74.96548	-2.8401198	-3059.9954
-104.00713	9.209545	323.6047	-0.6907468	-67.401566	-3.0405428	-3033.2542
-103.99836	9.210194	324.57068	-0.63885725	-60.53715	-3.2868953	-2937.7532
-103.98958	9.210841	325.53665	-0.80300355	-54.84022	-3.5548518	-2940.9238
-103.980804	9.211489	326.50262	-1.250399	-50.349686	-3.8468828	-3033.4094
-103.97203	9.212136	327.4686	-1.6354961	-46.77612	-4.054605	-3064.4355
-103.96325	9.212784	328.43457	-1.9144396	-43.849106	-4.1613564	-3077.6833
-103.954475	9.21343	329.40054	-2.033517	-41.328987	-4.2269015	-3123.2212
-103.9457	9.214077	330.36652	-1.9387394	-39.478386	-4.2566447	-3183.0952
-103.93692	9.214724	331.3325	-1.8456088	-38.21964	-4.1365247	-3168.774
-103.92815	9.21537	332.29846	-1.7688955	-37.26734	-3.87977	-3248.3638
-103.91937	9.216017	333.26443	-1.8358262	-36.315147	-3.655246	-3288.7908
-103.91059	9.216662	334.2304	-2.107306	-35.235916	-3.4571004	-3192.4685
-103.90182	9.217308	335.19638	-2.3875794	-34.285103	-3.2689724	-3211.804
-103.89304	9.217954	336.16235	-2.6428528	-33.773026	-3.1140966	-3264.9868
-103.88426	9.218599	337.12833	-2.8544254	-34.02809	-3.0769932	-3185.0767
-103.87549	9.219244	338.0943	-3.0183055	-35.24985	-3.1410904	-3156.5027
-103.86671	9.21989	339.06027	-3.1923256	-37.05162	-3.3489492	-3169.3289
-103.85793	9.220534	340.02625	-3.3804996	-38.957226	-3.560614	-3132.3628
-103.84916	9.221179	340.99222	-3.5206819	-40.561398	-3.6629481	-3079.9744
-103.84038	9.221823	341.9582	-3.6070085	-42.357494	-3.6120203	-3122.5403
-103.831604	9.222466	342.92416	-3.6068377	-44.169666	-3.3587642	-3146.4502
-103.82282	9.223111	343.89014	-3.5114954	-45.42993	-2.7991905	-3169.2888
-103.81405	9.223755	344.8561	-3.2039287	-45.54987	-1.8755041	-3135.2444
-103.805275	9.224398	345.82208	-2.643428	-44.284725	-0.71792704	-3137.883
-103.79649	9.225041	346.78806	-1.9326837	-42.172913	0.6850657	-3166.4846
-103.78772	9.225684	347.75403	-1.0857964	-39.850822	2.053808	-3124.348
-103.77894	9.226327	348.72	-0.15769687	-37.907845	3.3747778	-3030.8464
-103.770164	9.22697	349.68597	0.8379005	-36.00863	4.459736	-2980.2092
-103.76139	9.227612	350.65195	1.9059374	-34.11324	5.3186107	-3024.5818
-103.75261	9.228254	351.61792	3.087533	-32.480377	5.904592	-3030.0957
-103.743835	9.228896	352.5839	4.122897	-31.363403	6.2388535	-3030.7246
-103.735054	9.229538	353.54987	4.964452	-30.91939	6.38518	-3050.7534
-103.72628	9.230179	354.51584	5.4850535	-30.81248	6.3612547	-3060.887
-103.7175	9.230821	355.4818	5.5724792	-30.626247	6.213823	-3049.53
-103.708725	9.231462	356.44778	5.4538727	-29.977358	5.962443	-3023.6123
-103.69994	9.232102	357.41376	5.153526	-28.87576	5.687591	-3016.8057
-103.69117	9.232743	358.37973	4.8339763	-27.53107	5.3622675	-3060.4534
-103.68239	9.233383	359.3457	4.551388	-26.107313	4.95285	-3058.0623
-103.673615	9.234024	360.31168	4.2872033	-24.762768	4.5481377	-3062.459
-103.66483	9.234664	361.27765	4.085553	-23.380098	4.2034955	-3089.7747
-103.65606	9.235304	362.24362	3.872025	-22.007322	3.8950896	-3073.6082
-103.647285	9.235943	363.2096	3.6092558	-20.810074	3.6199894	-3061.8696
-103.638504	9.236583	364.17557	3.3505175	-19.953362	3.419183	-3090.4377
-103.62973	9.237222	365.14154	3.0959308	-19.566628	3.3118966	-3118.3025
-103.62095	9.237861	366.1075	2.9902153	-19.469467	3.2381358	-3123.544
-103.612175	9.2385	367.0735	3.080066	-19.396494	3.1962295	-3123.5166
-103.60339	9.239138	368.03946	3.3489208	-19.089285	3.0713234	-3115.583
-103.59462	9.239777	369.00543	3.8198276	-18.763605	2.8664157	-3148.793
-103.58584	9.240415	369.9714	4.2992206	-18.340555	2.543623	-3103.7693
-103.57706	9.241053	370.93738	4.7518363	-17.532309	2.1046457	-3089.0085
-103.56828	9.24169	371.90335	5.0034075	-16.063862	1.5391431	-3112.3923
-103.5595	9.242328	372.86932	5.0091023	-13.884691	0.91046965	-3128.6404
-103.55073	9.242965	373.8353	4.780545	-11.184789	0.31558114	-3117.1106
-103.54195	9.243602	374.80127	4.2919116	-8.157558	-0.19171497	-3178.7122
-103.53317	9.244239	375.76724	3.6887538	-4.9727173	-0.5064982	-3179.4712
-103.52439	9.244875	376.73322	2.9505522	-1.185069	-0.61010915	-3163.8115
-103.51562	9.245512	377.6992	2.3193274	2.890827	-0.46913606	-3173.7832
-103.506836	9.246148	378.66516	1.8721141	6.550305	-0.05276465	-3206.104
-103.49806	9.246784	379.63113	1.6697359	9.119702	0.6888731	-3229.5935
-103.48928	9.247419	380.5971	1.7890786	10.738219	1.5952027	-3160.214
-103.4805	9.248055	381.56308	2.037396	11.619064	2.6374824	-3152.6155
-103.471725	9.248691	382.52905	2.3781953	11.757271	3.6579049	-3126.4214
-103.462944	9.249326	383.49503	2.6521468	11.145951	4.6312723	-3112.702
-103.45417	9.249961	384.461	2.7743304	9.443157	5.3745093	-3096.0212
-103.44539	9.250595	385.42697	2.886792	6.9743934	5.883782	-3143.0493
-103.436615	9.25123	386.39294	2.9994805	4.3578057	6.0392227	-3206.5872
-103.42783	9.251864	387.35892	3.2194493	2.1918604	5.8657646	-3154.6055
-103.41905	9.252498	388.3249	3.624979	0.46896312	5.4717007	-3228.4849
-103.41028	9.253132	389.29086	4.0823936	-1.0744439	4.906287	-3336.436
-103.4015	9.253765	390.25684	4.552611	-2.5877163	4.3765955	-3240.597
-103.39272	9.254399	391.2228	4.9704366	-4.2195644	3.8903253	-3147.5615
-103.38394	9.255033	392.18878	5.3003974	-5.760965	3.5511005	-3174.843
-103.37516	9.255665	393.15475	5.6268377	-7.315027	3.3166816	-3128.8894
-103.36639	9.256298	394.12073	5.973788	-9.201643	3.1951911	-3121.493
-103.357605	9.25693	395.0867	6.351763	-11.75416	3.1871243	-3161.311
-103.34882	9.257563	396.05267	6.8128815	-15.321888	3.2850945	-3183.9702
-103.34005	9.258195	397.01865	7.1674995	-19.491	3.4528017	-3164.3523
-103.33127	9.258827	397.98462	7.342778	-23.608397	3.702098	-3148.7957
-103.322495	9.259459	398.9506	7.334319	-27.028242	3.9385178	-3171.6204
-103.31371	9.26009	399.91656	7.089799	-29.995758	4.134228	-3180.8486
-103.30493	9.260721	400.88254	6.7251	-32.602367	4.2566247	-3156.0327
-103.29616	9.261353	401.8485	6.242449	-34.58858	4.2994933	-3128.8445
-103.28738	9.261983	402.81448	5.83413	-35.70361	4.3023405	-3113.1685
-103.278595	9.262614	403.78046	5.6129155	-35.714527	4.2714844	-3105.846
-103.26982	9.263245	404.74643	5.4506407	-34.937256	4.236651	-3122.612
-103.26104	9.263875	405.7124	5.3205233	-33.84555	4.205758	-3152.4248
-103.25226	9.264504	406.67838	5.227059	-32.89948	4.2438855	-3189.0151
-103.243484	9.265135	407.64435	5.1897264	-32.022644	4.3393364	-3230.227
-103.2347	9.265764	408.61032	5.1175785	-31.062752	4.542715	-3268.8804
-103.22592	9.266394	409.5763	4.949816	-30.037636	4.7777395	-3322.141
-103.21715	9.267022	410.54227	4.7066755	-28.95996	4.8950253	-3305.845
-103.20837	9.267652	411.50824	4.3947115	-27.817476	4.901217	-3279.4578
-103.199585	9.26828	412.4742	4.047341	-26.61055	4.7565584	-3279.562
-103.1908	9.2689085	413.4402	3.6486933	-25.349596	4.4779816	-3260.1516
-103.18203	9.269537	414.40616	3.2904046	-24.04589	4.021813	-3238.722
-103.17325	9.270165	415.37213	3.0224354	-22.808847	3.5969787	-3260.2
-103.16447	9.270793	416.3381	2.8229783	-21.539871	3.2930486	-3252.553
-103.15569	9.2714205	417.30408	2.667014	-20.04124	3.0971603	-3224.9067
-103.14691	9.272048	418.27005	2.5955582	-18.121391	3.020732	-3235.463
-103.13813	9.2726755	419.23602	2.6791947	-15.749938	3.0283341	-3209.0217
-103.12935	9.273302	420.202	2.805769	-13.038327	3.1162558	-3264.4963
-103.120575	9.273929	421.16797	2.9179058	-10.07902	3.1136677	-3290.3674
-103.11179	9.274555	422.13394	3.0297318	-6.9560137	3.0123165	-3306.7053
-103.10301	9.275182	423.0999	3.131785	-3.4631526	2.7332878	-3325.2107
-103.09423	9.275808	424.0659	3.2782571	0.29184577	2.3091662	-3270.8752
-103.08546	9.276434	425.03186	3.4786842	3.983617	1.8142117	-3218.7295
-103.076675	9.27706	425.99783	3.7361178	7.2879596	1.276071	-3249.3484
-103.067894	9.277685	426.9638	4.0710864	10.186936	0.8242853	-3286.4683
-103.05911	9.278311	427.92978	4.436736	12.840958	0.4921125	-3237.128
-103.05034	9.278935	428.89575	4.870126	15.336341	0.41443175	-3190.7705
-103.04156	9.27956	429.86172	5.135404	17.75383	0.5078515	-3203.2664
-103.032776	9.280185	430.8277	5.0880146	20.103373	0.7346727	-3286.3276
-103.023994	9.280809	431.79367	4.923984	22.327335	1.0039936	-3330.3208
-103.01522	9.281434	432.75964	4.646524	24.374926	1.2293756	-3327.4272
-103.00644	9.282058	433.72562	4.4332647	26.200226	1.4231869	-3364.0024
-102.99766	9.282681	434.6916	4.403722	27.959507	1.5815281	-3294.0618
-102.98888	9.283305	435.65756	4.499108	29.546782	1.6939992	-3291.6123
-102.980095	9.283929	436.62354	4.7574234	30.688812	1.7261257	-3256.5095
-102.97132	9.284552	437.5895	4.9812593	31.120764	1.9333477	-3281.4321
-102.96254	9.285174	438.55548	5.0817432	30.77716	2.347087	-3260.0393
-102.95376	9.285797	439.52145	5.049182	29.829062	2.9896631	-3284.1963
-102.94498	9.28642	440.48743	4.832687	28.431465	3.8555815	-3302.4502
-102.936195	9.287043	441.4534	4.5670476	26.723904	4.8056593	-3228.2664
-102.927414	9.287664	442.41937	4.3009024	24.596746	5.814588	-3284.1934
-102.91864	9.288286	443.38535	4.0805416	22.03539	6.7034464	-3303.8503
-102.90986	9.288908	444.35132	3.9786093	19.173128	7.448183	-3270.2417
-102.90108	9.289529	445.3173	3.8866117	16.14793	7.8704967	-3294.643
-102.892296	9.290151	446.28326	3.717568	12.781883	8.02992	-3340.6562
-102.883514	9.2907715	447.24924	3.6043808	9.12897	7.936848	-3325.4312
-102.87473	9.291392	448.2152	3.5685856	5.4852314	7.696423	-3276.7422
-102.86596	9.292013	449.18118	3.7009175	2.161891	7.413177	-3284.2932
-102.85718	9.292633	450.14716	4.0816245	-0.89563835	7.113231	-3302.2378
-102.8484	9.293253	451.11313	4.5898438	-3.7371585	6.825063	-3294.4333
-102.839615	9.293873	452.0791	5.2373476	-6.246967	6.5833855	-3273.8115
-102.83083	9.294493	453.04507	5.770452	-8.32303	6.429269	-3294.5342
-102.82205	9.295113	454.01105	6.0772595	-9.79185	6.2687197	-3264.0137
-102.81327	9.295732	454.97702	6.1048803	-10.804821	6.0801034	-3288.2417
-102.80449	9.2963505	455.943	5.8222523	-11.677181	5.801767	-3274.569
-102.795715	9.296969	456.90897	5.154562	-12.739881	5.4222045	-3272.119
-102.786934	9.297588	457.87494	3.956437	-14.196654	4.910972	-3282.1777
-102.77815	9.298207	458.8409	2.6352386	-15.803138	4.2621865	-3306.0742
-102.76937	9.298825	459.8069	1.3051132	-17.21009	3.4866507	-3332.5784
-102.76059	9.299443	460.77286	0.18567674	-18.05541	2.601863	-3364.0415
-102.75181	9.300061	461.73883	-0.5491093	-18.463646	1.6910552	-3394.3555
-102.74303	9.300678	462.7048	-0.9391881	-18.492264	0.7620667	-3408.6724
-102.734245	9.301296	463.67078	-0.9408861	-17.936598	-0.14721164	-3400.7922
-102.725464	9.301913	464.63675	-0.69886553	-16.602032	-0.9847964	-3389.1116
-102.71668	9.30253	465.60272	-0.21834336	-14.452341	-1.6631541	-3365.1252
-102.70791	9.303146	466.5687	0.26710734	-11.602844	-2.1878293	-3324.9067
-102.69913	9.303763	467.53467	0.6597053	-8.143456	-2.547578	-3285.9631
-102.690346	9.304379	468.50064	0.8631938	-4.1555295	-2.6832407	-3251.6753
-102.681564	9.304996	469.4666	0.76834077	0.7417866	-2.550383	-3221.6191
-102.67278	9.305612	470.4326	0.48310393	6.340773	-2.223766	-3190.5771
-102.664	9.306227	471.39856	-0.001262333	11.98541	-1.715369	-3157.6228
-102.65522	9.306843	472.36453	-0.53398764	17.02891	-1.1144056	-3126.7578
-102.64644	9.307458	473.3305	-1.0571654	21.734425	-0.44137886	-3100.7444
-102.63766	9.308073	474.29648	-1.4723141	26.214453	0.25534925	-3080.4788
-102.628876	9.308687	475.26245	-1.7341667	30.050188	0.97298497	-3063.3032
-102.620094	9.309302	476.22842	-1.832808	32.827053	1.6026304	-3048.7874
-102.61131	9.3099165	477.1944	-1.7315483	34.715134	2.1364417	-3031.7383
-102.60253	9.310531	478.16037	-1.4681593	35.7825	2.5335555	-3014.8696
-102.59375	9.311145	479.12634	-0.99046934	35.74428	2.8106089	-3006.3987
-102.58497	9.311758	480.09232	-0.45313638	34.31285	2.9937174	-3008.4011
-102.57619	9.312371	481.0583	0.106979586	31.353273	3.0689795	-3004.928
-102.567406	9.312984	482.02426	0.52675706	27.058077	3.0135393	-3002.8848
-102.558624	9.313598	482.99023	0.6558181	21.65826	2.8190713	-3017.492
-102.54984	9.314211	483.9562	0.6201118	15.378603	2.4886925	-3043.2244
-102.54106	9.314823	484.92218	0.4317131	7.7419286	1.9641664	-3066.2734
-102.53228	9.315435	485.88815	0.21375842	-1.0726463	1.1680754	-3097.6108
-102.5235	9.316048	486.85413	0.06556183	-10.241228	0.14358255	-3138.9875
-102.51472	9.31666	487.8201	-0.15151668	-18.936745	-1.144016	-3180.7761
-102.505936	9.317272	488.78607	-0.4752606	-27.73475	-2.475384	-3223.9326
-102.497154	9.3178835	489.75204	-0.9008556	-36.62392	-3.8105426	-3269.4153
-102.48837	9.318495	490.71802	-1.5063859	-44.56336	-4.946522	-3307.9402
-102.47959	9.319106	491.684	-2.146848	-50.501682	-5.857556	-3344.3174
-102.47081	9.319716	492.64996	-2.7882385	-54.418404	-6.380106	-3376.4482
-102.46203	9.320328	493.61594	-3.1850896	-56.701042	-6.512421	-3393.6248
-102.45325	9.320938	494.5819	-3.1489224	-57.313877	-6.3260293	-3402.2947
-102.444466	9.321548	495.54788	-2.7662938	-56.242165	-5.826479	-3411.6758
-102.435684	9.322159	496.51385	-1.9803289	-52.907673	-5.1347437	-3434.5366
-102.4269	9.322768	497.47983	-1.0511807	-47.64299	-4.2897434	-3495.0154
-102.41812	9.323378	498.4458	-0.07557232	-41.484646	-3.441706	-3457.611
-102.40934	9.323987	499.41177	0.6840466	-35.479523	-2.6013746	-3436.037
-102.40055	9.324596	500.37775	1.0075827	-29.225481	-1.9041477	-3445.5251
-102.39177	9.325206	501.34372	0.98293334	-22.546383	-1.3294412	-3457.782
-102.38299	9.325814	502.3097	0.5306061	-16.228964	-0.8842047	-3513.5105
-102.37421	9.326423	503.27567	-0.04031248	-11.065359	-0.57340854	-3512.7378
-102.365425	9.327031	504.24164	-0.5901629	-7.157593	-0.432746	-3406.876
-102.35664	9.32764	505.2076	-0.9468572	-4.1775064	-0.3767233	-3370.8696
-102.34786	9.328247	506.17358	-0.9180465	-2.0332038	-0.38675103	-3413.2556
-102.33908	9.328855	507.13956	-0.62895226	-0.6142922	-0.41031998	-3474.1003
-102.3303	9.329462	508.10553	-0.044666067	-0.23937756	-0.41996956	-3459.56
-102.32152	9.33007	509.0715	0.6059674	-0.7909096	-0.38368028	-3481.435
-102.31274	9.330676	510.03748	1.1867152	-1.6981341	-0.29518488	-3500.4995
-102.30395	9.331284	511.00345	1.6559278	-2.3823345	-0.16002096	-3459.623
-102.295166	9.33189	511.96942	1.9362272	-3.0038037	0.031008992	-3483.4143
-102.286385	9.332497	512.9354	2.0331626	-3.704813	0.2601754	-3464.4504
-102.2776	9.333102	513.9014	1.9104906	-4.1511188	0.52099335	-3532.1504
-102.26882	9.333709	514.86743	1.667152	-4.0045943	0.7811678	-3519.943
-102.26004	9.334314	515.83344	1.3117692	-2.9823003	1.0417852	-3416.5625
-102.25126	9.33492	516.79944	1.027008	-1.3615406	1.3000596	-3447.2559
-102.24248	9.3355255	517.76544	0.987696	0.39666003	1.5540744	-3394.448
-102.23369	9.33613	518.73145	1.0487978	1.8383136	1.81358	-3362.6326
-102.22491	9.336735	519.69745	1.1339827	3.2414012	2.0553505	-3379.25
-102.216125	9.337339	520.66345	1.2717016	4.676939	2.263055	-3404.8748
-102.207344	9.337944	521.62946	1.4902592	5.656678	2.3874333	-3416.5996
-102.19856	9.338549	522.59546	1.7063814	5.6859007	2.3969877	-3428.6404
-102.18978	9.339152	523.56146	1.856664	4.537074	2.307196	-3435.0408
-102.18099	9.339756	524.52747	1.9694839	2.5538306	2.0988758	-3504.3047
-102.17221	9.34036	525.49347	2.041831	0.12788977	1.8078986	-3481.8132
-102.16343	9.340963	526.4595	2.1133807	-2.3590972	1.4415628	-3428.0557
-102.15465	9.341566	527.4255	2.2125015	-5.339288	1.1159338	-3473.3462
-102.14587	9.34217	528.3915	2.3594716	-8.743097	0.8372588	-3444.1743
-102.137085	9.3427725	529.3575	2.5833323	-11.764225	0.67088544	-3485.0022
-102.128296	9.343374	530.3235	2.833694	-13.606302	0.6203626	-3527.995
-102.119514	9.343977	531.2895	3.1009939	-14.09125	0.7871815	-3506.7322
-102.11073	9.344579	532.2555	3.3204885	-13.66244	1.1389722	-3482.4902
-102.10195	9.3451805	533.2215	3.4225028	-12.608135	1.5447285	-3455.227
-102.09317	9.345782	534.1875	3.4134912	-11.217243	2.008529	-3450.1287
-102.08438	9.346384	535.1535	3.2428458	-9.158261	2.500195	-3439.4502
-102.0756	9.346985	536.1195	3.0789447	-6.502541	2.9719117	-3429.294
-102.06682	9.347587	537.0855	3.0367992	-3.9100242	3.3384693	-3419.8552
-102.05804	9.348187	538.0515	3.1508152	-2.0337665	3.5906763	-3422.9695
-102.04925	9.348787	539.0175	3.5671356	-0.87591845	3.6582463	-3445.7266
-102.04047	9.349388	539.9835	4.004106	-0.17665724	3.6007154	-3479.49
-102.031685	9.349988	540.9495	4.2966237	-0.0037889865	3.4475486	-3451.4072
-102.0229	9.350588	541.9155	4.3783135	-0.40811363	3.1808326	-3499.5056
-102.014114	9.351188	542.88153	4.0686884	-1.6762439	2.7734184	-3487.7756
-102.00533	9.351788	543.84753	3.6122262	-3.6178603	2.3464136	-3465.5447
-101.99655	9.352386	544.81354	3.145691	-5.669191	1.9230261	-3494.062
-101.98777	9.352985	545.77954	2.7093225	-7.271386	1.5460984	-3492.522
-101.97898	9.353584	546.74554	2.3831372	-8.406954	1.2171108	-3493.7803
-101.9702	9.354183	547.71155	2.1339424	-9.2999325	0.9709832	-3497.0457
-101.96142	9.354781	548.67755	1.9443127	-9.902165	0.8196102	-3496.4343
-101.95264	9.35538	549.64355	1.8592623	-10.179755	0.84835714	-3491.549
-101.94385	9.355978	550.60956	1.8761272	-10.038318	1.0594358	-3487.4907
-101.93507	9.356575	551.57556	2.0813317	-9.551234	1.4709148	-3482.6736
-101.926285	9.357173	552.54156	2.591002	-8.915826	2.0649924	-3474.5437
-101.9175	9.35777	553.50757	3.2426603	-8.330321	2.8002129	-3463.0247
-101.908714	9.358368	554.4736	3.9912422	-7.844781	3.639085	-3448.2456
-101.89993	9.358964	555.4396	4.6238904	-7.370572	4.511632	-3440.3909
-101.89115	9.359561	556.4056	4.9394236	-6.8597865	5.3043184	-3435.8923
-101.88236	9.360158	557.3716	5.083274	-6.251863	5.8989377	-3433.6956
-101.87358	9.360754	558.3376	5.0629354	-5.4214377	6.2660255	-3432.5618
-101.8648	9.36135	559.3036	5.021697	-4.440415	6.370926	-3432.0237
-101.85601	9.361946	560.2696	5.13445	-3.5161767	6.1772623	-3431.56
-101.84723	9.362541	561.2356	5.2491326	-2.8664224	5.6381574	-3429.216
-101.83845	9.363136	562.2016	5.3048167	-2.3084161	4.905907	-3429.4666
-101.82966	9.363732	563.1676	5.229822	-1.849375	4.008263	-3429.4949
-101.82088	9.3643265	564.1336	4.9131994	-1.8859937	3.0851395	-3429.303
-101.812096	9.364922	565.0996	4.4811397	-2.8123484	2.1499135	-3427.4968
-101.80331	9.365516	566.0656	3.951576	-4.7744684	1.4455714	-3425.4949
-101.794525	9.366111	567.0316	3.4524088	-7.549497	0.97746253	-3421.4834
-101.78574	9.366705	567.9976	3.146657	-10.930808	0.8518793	-3415.3257
-101.776955	9.367298	568.9636	2.8785586	-14.698705	1.0127616	-3411.4937
-101.76817	9.367892	569.9296	2.5796943	-19.17949	1.3023123	-3417.738
-101.75939	9.368485	570.8956	2.2320526	-24.295403	1.6835606	-3423.233
-101.7506	9.369079	571.86163	1.7665286	-29.362833	2.019532	-3432.397
-101.74182	9.369672	572.82764	1.324497	-33.703606	2.318182	-3449.087
-101.73304	9.370265	573.79364	0.9688078	-37.36729	2.5284107	-3464.07
-101.72425	9.370857	574.75964	0.79488176	-40.606373	2.6697953	-3478.7764
-101.71547	9.371449	575.72565	0.93953395	-43.20167	2.7186708	-3494.153
-101.70668	9.372042	576.69165	1.2381256	-44.943066	2.8140023	-3495.7358
-101.6979	9.372634	577.65765	1.600328	-45.665165	3.0197468	-3494.9668
-101.68912	9.373225	578.62366	2.0097666	-45.539314	3.3142424	-3504.9695
-101.68033	9.3738165	579.58966	2.4096556	-44.85272	3.6988156	-3469.5232
-101.67155	9.374408	580.55566	2.8174884	-43.888103	4.137336	-3433.5947
-101.66276	9.374999	581.52167	3.2716231	-42.601368	4.635722	-3407.2202
-101.65398	9.37559	582.4877	3.6886785	-40.88757	4.976169	-3387.0269
-101.645195	9.376181	583.4537	4.0636706	-38.879772	5.141282	-3374.7952
-101.636406	9.376771	584.4197	4.263077	-36.7159	5.0550556	-3371.7654
-101.627625	9.377361	585.3857	4.1453953	-34.196064	4.7106695	-3372.621
-101.618835	9.377952	586.3517	3.7648897	-31.356777	4.056747	-3381.8416
-101.610054	9.378541	587.3177	3.0552144	-28.622038	3.155767	-3394.713
-101.60127	9.37913	588.2837	2.2304635	-26.419056	2.173252	-3410.6309
-101.59248	9.37972	589.2497	1.4693947	-24.728054	1.1221583	-3424.3118
-101.5837	9.380309	590.2157	0.7177612	-23.39092	0.03907556	-3435.736
-101.57491	9.3808975	591.1817	-0.05434682	-22.55438	-0.9479838	-3447.6792
-101.56613	9.381487	592.1477	-0.7394441	-22.362621	-1.6702157	-3449.6736
-101.55734	9.382075	593.1137	-1.2664574	-22.988344	-2.1261468	-3463.373
-101.54856	9.382664	594.0797	-1.5872538	-24.308899	-2.2532415	-3473.6826
-101.53977	9.383251	595.0457	-1.6431494	-26.032288	-2.1702888	-3429.6624
-101.53099	9.38384	596.0117	-1.3807428	-27.855387	-1.9066023	-3491.9373
-101.5222	9.384427	596.9777	-0.6650504	-29.926174	-1.5601857	-3511.9053
-101.51342	9.385015	597.9437	0.27978608	-32.299152	-1.1488271	-3533.7341
-101.50464	9.385601	598.9097	1.3448333	-34.601776	-0.78358835	-3520.183
-101.49585	9.3861885	599.87573	2.3381865	-36.4642	-0.47862768	-3500.409
-101.48707	9.386775	600.84174	3.0743382	-37.928654	-0.29266426	-3503.1409
-101.47828	9.387362	601.80774	3.5091426	-39.12743	-0.22872685	-3527.4248
-101.4695	9.387948	602.77374	3.5337543	-39.890095	-0.2863175	-3580.4324
-101.46071	9.388534	603.73975	3.1806893	-40.052406	-0.4758999	-3644.712
-101.45193	9.38912	604.70575	2.3720953	-39.45647	-0.7979168	-3604.7268
-101.44314	9.389706	605.67175	1.3912345	-38.24163	-1.2231477	-3596.4841
-101.43436	9.390291	606.63776	0.39837328	-36.6836	-1.6848574	-3694.5369
-101.42557	9.390876	607.60376	-0.50419444	-35.05837	-2.1411006	-3691.7183
-101.41679	9.391461	608.56976	-1.179417	-33.366985	-2.4656696	-3699.2324
-101.408	9.392046	609.53577	-1.5711898	-31.50088	-2.6278617	-3660.9167
-101.399216	9.392631	610.5018	-1.4956096	-29.52603	-2.5306005	-3626.225
-101.39043	9.393215	611.4678	-1.1648645	-27.490826	-2.2733462	-3608.2527
-101.381645	9.393799	612.4338	-0.6397252	-25.326372	-1.8797518	-3582.725
-101.372856	9.394382	613.3998	-0.15585922	-23.007803	-1.4758095	-3578.4133
-101.36407	9.394966	614.3658	-8.139397E-4	-20.630663	-1.0893168	-3599.7551
-101.355286	9.39555	615.3318	-0.026354574	-18.301636	-0.85692894	-3596.643
-101.3465	9.396133	616.2978	-0.29744995	-15.975245	-0.82830226	-3582.5808
-101.337715	9.396716	617.2638	-0.49221888	-13.616233	-0.93542385	-3599.56
-101.328926	9.397299	618.2298	-0.30125502	-11.337818	-1.1821605	-3596.583
-101.320145	9.3978815	619.1958	0.18555829	-9.255606	-1.3923249	-3619.1882
-101.311356	9.398464	620.1618	1.1176313	-7.3455772	-1.5608176	-3611.537
-101.302574	9.399046	621.1278	2.0773664	-5.5589485	-1.6505828	-3565.321
-101.293785	9.399629	622.0938	2.7309237	-3.975905	-1.6363387	-3502.191
-101.284996	9.40021	623.0598	3.0746076	-2.6955981	-1.384876	-3479.5024
-101.276215	9.400791	624.0258	2.9279184	-1.6033614	-0.9369135	-3503.873
-101.267426	9.401373	624.9918	2.5146656	-0.73753726	-0.33410612	-3516.8342
-101.258644	9.401954	625.9578	1.9484494	-0.40690166	0.39978018	-3611.052
-101.249855	9.4025345	626.9238	1.3113645	-0.91037196	1.2261957	-3674.914
-101.24107	9.403115	627.88983	0.6989288	-2.3684971	2.0611448	-3650.3818
-101.232285	9.403696	628.85583	0.121744834	-4.622592	2.8481274	-3663.592
-101.223495	9.404276	629.82184	-0.3994135	-7.5294867	3.5010848	-3685.1838
-101.214714	9.404856	630.78784	-0.69417596	-10.937556	3.942784	-3694.6375
-101.205925	9.405436	631.75385	-0.6095807	-15.127033	4.237409	-3687.2632
-101.19714	9.406015	632.71985	-0.21838783	-20.060434	4.39674	-3678.1987
-101.188354	9.406595	633.68585	0.5264212	-25.135641	4.432379	-3673.0522
-101.179565	9.407174	634.65186	1.4657073	-29.735235	4.338308	-3661.3457
-101.170784	9.407753	635.61786	2.5293581	-34.051502	4.2613254	-3642.9636
