			EMAG2 (2-arc-minute resolution, 2013)	Gravity FAA (Sandwell et al, v24.1)	Gravity (Sandwell and Smith 97)	GMRT Grid Version 3.9
Longitude	Latitude	Distance (km)	Magnetic Anomaly (nT)	Free-Air Anomaly (mgal)	Gravity Anomaly (mgal)	Elevation (m)
-42.485786	26.540453	1156.8391	-15.541744	2.3569024	3.9918458	-4078.9675
-42.4526	26.530136	1160.3341	-31.98847	10.435606	10.566994	-3901.109
-42.419422	26.519812	1163.8291	-32.11588	18.734205	18.306293	-3703.237
-42.386246	26.509478	1167.3241	-19.108187	24.80839	24.044447	-3570.1436
-42.35308	26.499138	1170.8191	-8.455282	27.990637	25.515757	-3560.5532
-42.31992	26.48879	1174.3141	-13.396155	26.500013	23.026846	-3631.656
-42.286762	26.478434	1177.8091	-26.588789	22.650114	20.311642	-3716.6338
-42.253613	26.468071	1181.3041	-37.128235	20.214201	19.796032	-3785.3706
-42.22047	26.457699	1184.7991	-45.84119	19.22865	21.00028	-3723.749
-42.187332	26.44732	1188.2941	-56.387665	19.851444	20.985346	-3817.479
-42.1542	26.436935	1191.7891	-60.731724	20.835594	18.612812	-3820.7747
-42.121075	26.42654	1195.284	-49.370945	17.917496	15.390064	-3761.483
-42.087955	26.41614	1198.779	-26.852253	15.41695	13.363327	-3789.9348
-42.054844	26.40573	1202.274	-8.463653	13.980461	12.976935	-3906.0298
-42.021736	26.395313	1205.769	-0.99850285	11.732165	12.518708	-3926.8157
-41.988632	26.384888	1209.264	3.8295877	11.3994875	13.527972	-3844.949
-41.95554	26.374456	1212.759	13.954697	17.316568	16.930088	-3721.255
-41.922447	26.364017	1216.254	29.323124	21.98756	19.598717	-3674.3262
-41.889366	26.353569	1219.749	44.618893	19.995544	16.983353	-3808.9978
-41.85629	26.343115	1223.244	52.914104	12.95251	9.738862	-3951.9148
-41.823215	26.332653	1226.739	52.48979	6.759523	3.6488366	-3983.7993
-41.79015	26.322182	1230.234	47.187504	2.2389896	1.3202207	-4252.0435
-41.75709	26.311705	1233.729	43.756004	-3.3311524	-0.42040405	-4566.9033
-41.724037	26.30122	1237.224	43.345825	-7.106226	-2.5302453	-4602.0327
-41.69099	26.290728	1240.719	39.159496	-5.920278	-1.7473075	-4281.026
-41.657948	26.280226	1244.214	27.102106	0.59088147	3.4211257	-4222.9175
-41.624912	26.269718	1247.709	12.371973	8.795301	8.214566	-4214.075
-41.59188	26.259203	1251.204	1.394811	11.577193	7.959986	-4210.5815
-41.558857	26.24868	1254.699	-2.884297	6.634185	3.760702	-4382.298
-41.52584	26.23815	1258.194	0.21672198	-0.2933114	-1.8893615	-4646.0127
-41.49283	26.227612	1261.689	9.885156	-5.800592	-6.012337	-4792.8555
-41.45982	26.217066	1265.184	18.994427	-6.761516	-6.145698	-4777.576
-41.426823	26.206512	1268.679	21.301401	-4.1500683	-4.2835393	-4654.1123
-41.39383	26.195951	1272.174	20.594398	-2.3518848	-3.7735357	-4474.577
-41.36084	26.185385	1275.669	22.55795	-2.3768594	-3.435761	-4231.402
-41.327858	26.174809	1279.164	25.627827	-3.4600713	-2.8523772	-3923.7053
-41.294884	26.164225	1282.6589	22.737087	-3.5758524	-3.7453742	-3605.651
-41.261913	26.153633	1286.1539	9.0877	-3.8677099	-5.395714	-3418.8987
-41.228947	26.143036	1289.6489	-10.282894	-6.63114	-5.767995	-3679.8594
-41.19599	26.13243	1293.1439	-26.10056	-10.226983	-4.7843475	-4241.9404
-41.163036	26.121817	1296.6389	-34.45429	-10.778727	-4.1083403	-4252.822
-41.130093	26.111197	1300.1339	-37.75675	-6.9798183	-1.4788848	-3909.8518
-41.097153	26.100567	1303.6289	-36.12411	1.4236363	5.035812	-3695.5376
-41.064217	26.089931	1307.1239	-25.353964	10.6306305	12.521409	-3679.5796
-41.03129	26.079288	1310.6189	-10.378716	15.999953	17.171888	-3447.7852
-40.998367	26.068638	1314.1139	-1.0028082	19.388592	17.885136	-3333.064
-40.96545	26.05798	1317.6089	5.9380136	19.405989	14.780638	-3432.48
-40.93254	26.047314	1321.1039	15.941216	15.002978	9.79548	-3569.8286
-40.89964	26.036642	1324.5989	28.012989	9.283266	5.541443	-3764.5535
-40.866737	26.02596	1328.0939	30.51941	5.2320175	2.9946299	-3982.9814
-40.833847	26.015272	1331.5889	21.724161	2.0308864	0.020322561	-4165.758
-40.80096	26.004578	1335.0839	14.421662	-3.3596444	-4.311807	-4267.1646
-40.76808	25.993876	1338.5789	17.147596	-7.601625	-7.106189	-4358.8125
-40.735207	25.983164	1342.0739	20.665884	-7.501063	-6.5422716	-4618.37
-40.70234	25.972446	1345.5688	13.39849	-3.213271	-2.6540244	-4595.4106
-40.669476	25.961721	1349.0638	-0.05069486	3.6152806	2.623557	-4266.1973
-40.63662	25.950989	1352.5588	-5.830167	9.503404	6.2522464	-4036.4631
-40.60377	25.940248	1356.0538	5.517536	8.883075	6.074965	-4058.895
-40.570927	25.929502	1359.5488	19.841412	3.5051227	2.4890795	-4249.886
-40.538086	25.918747	1363.0438	22.737661	-2.3134592	-1.8372514	-4364.3857
-40.505257	25.907986	1366.5388	16.645046	-5.906638	-5.165284	-4340.694
-40.472427	25.897215	1370.0338	13.052197	-5.445935	-6.5672107	-4261.3623
-40.43961	25.886438	1373.5288	11.780301	-6.9638567	-8.006946	-4514.8086
-40.406796	25.875654	1377.0238	7.1977468	-12.460664	-12.138858	-4876.036
-40.373985	25.864862	1380.5188	-6.1330404	-17.44277	-16.239985	-4876.8784
-40.341183	25.854063	1384.0138	-27.600088	-17.941248	-16.950294	-4804.477
-40.308388	25.843256	1387.5088	-46.469307	-16.875523	-15.6753845	-4855.188
-40.275597	25.832443	1391.0038	-52.40917	-16.096937	-15.239243	-4906.562
-40.242813	25.821623	1394.4988	-44.944424	-15.676768	-16.05126	-4966.1284
-40.210033	25.810793	1397.9938	-29.97165	-15.741503	-15.081185	-5023.0503
-40.17726	25.799957	1401.4888	-12.461714	-14.156207	-10.785298	-5006.022
-40.144497	25.789114	1404.9838	2.6686203	-11.693145	-6.1236057	-4841.104
-40.111736	25.778263	1408.4788	8.383971	-8.143613	-5.1924324	-4989.364
-40.078983	25.767406	1411.9738	0.68434733	-8.898107	-7.8805456	-5093.142
-40.046234	25.75654	1415.4688	-16.185572	-11.952988	-10.07832	-5134.7817
-40.013493	25.745668	1418.9637	-34.570694	-10.593365	-8.93418	-5076.31
-39.980755	25.734789	1422.4587	-49.26347	-7.1015778	-5.4707556	-4926.684
-39.948025	25.723902	1425.9537	-60.612667	-2.181092	-1.6337401	-4716.0273
-39.9153	25.713007	1429.4487	-70.19525	3.35036	1.6677696	-4537.265
-39.882584	25.702105	1432.9437	-75.848595	6.1095324	4.2381225	-4461.31
-39.84987	25.691196	1436.4387	-71.37199	7.8898864	5.758367	-4531.275
-39.81716	25.680279	1439.9337	-53.69047	6.9768825	5.37917	-4752.209
-39.784462	25.669355	1443.4287	-29.401487	3.3969557	1.9226376	-4980.062
-39.75177	25.658424	1446.9237	-10.009287	-2.2465794	-3.653359	-5080.1655
-39.71908	25.647488	1450.4187	-2.7441504	-6.5387893	-6.368609	-5057.4995
-39.686398	25.636541	1453.9137	-4.2413096	-5.75401	-3.8744419	-4961.4995
-39.65372	25.62559	1457.4087	-6.217516	-0.3510872	2.9231768	-4820.8247
-39.62105	25.614628	1460.9037	0.25300837	7.7897186	10.082631	-4590.0625
-39.588387	25.60366	1464.3987	10.716093	15.767889	15.701072	-4352.83
-39.55573	25.592686	1467.8937	16.87783	18.953703	18.683	-4239.423
-39.523075	25.581705	1471.3887	10.413844	18.95436	17.30326	-4194.2544
-39.49043	25.570715	1474.8837	-11.343324	16.32852	13.048118	-4339.8843
-39.45779	25.55972	1478.3787	-34.84695	11.401629	10.588504	-4569.1284
-39.425156	25.548716	1481.8737	-45.214664	8.679163	10.719866	-4605.4946
-39.392525	25.537704	1485.3687	-38.075356	9.616614	10.913506	-4432.8755
-39.359905	25.526688	1488.8636	-21.580921	8.819196	7.374089	-4365.68
-39.327286	25.515661	1492.3586	-6.198059	2.8478045	0.95318794	-4640.7974
-39.294678	25.50463	1495.8536	7.366818	-2.602618	-2.9428666	-4910.3853
-39.262074	25.49359	1499.3486	23.647667	-3.4361272	-2.838554	-4930.8984
-39.229473	25.482544	1502.8436	44.537407	-0.8314766	-1.3426789	-4822.338
-39.19688	25.471489	1506.3386	63.582535	0.577117	-0.37337407	-4740.8545
-39.164295	25.460428	1509.8336	68.85969	-0.58479357	-0.69981945	-4789.497
-39.131714	25.44936	1513.3286	64.37845	-2.8015926	-2.541115	-4960.019
-39.09914	25.438284	1516.8236	59.281498	-5.1968074	-4.73026	-5124.746
-39.06657	25.4272	1520.3186	59.122276	-5.370554	-4.629633	-5150.4478
-39.034008	25.416111	1523.8136	58.45591	-2.3206906	-1.3961782	-5033.5425
-39.001453	25.405014	1527.3086	48.809883	2.3509955	2.1341383	-4867.5024
-38.968903	25.39391	1530.8036	27.556444	5.5925465	4.405877	-4740.671
-38.936356	25.382797	1534.2986	1.2540429	6.4856977	5.9944224	-4670.3247
-38.90382	25.37168	1537.7936	-19.598795	7.2000976	8.038975	-4622.789
-38.871284	25.360554	1541.2886	-29.424212	8.751206	10.653762	-4563.298
-38.83876	25.34942	1544.7836	-32.136658	11.459245	12.344592	-4488.397
-38.80624	25.33828	1548.2786	-26.499538	14.126997	13.717906	-4416.885
-38.773724	25.327133	1551.7736	-9.857921	14.798624	14.60135	-4394.07
-38.741215	25.315979	1555.2686	18.091324	12.439688	12.551929	-4465.839
-38.708714	25.304817	1558.7635	51.477592	8.253521	8.766883	-4636.219
-38.676216	25.29365	1562.2585	80.638176	4.2687407	5.511127	-4851.286
-38.643726	25.282473	1565.7535	97.07965	2.5936005	3.5858314	-5018.601
-38.61124	25.27129	1569.2485	95.46615	2.577686	3.3791506	-5034.2163
-38.578762	25.260101	1572.7435	79.32099	3.1861863	3.988642	-4948.014
-38.54629	25.248903	1576.2385	56.112087	2.1139858	3.298395	-4931.5703
-38.513824	25.2377	1579.7335	33.690197	1.6623902	1.6988056	-5011.8096
-38.48136	25.226488	1583.2285	16.644295	1.563089	0.6500248	-5082.1357
-38.44891	25.21527	1586.7235	5.748251	2.8211157	0.54323816	-4987.5435
-38.41646	25.204044	1590.2185	-2.7526743	4.0095687	0.962164	-4795.193
-38.384018	25.192812	1593.7135	-16.45162	1.1980017	0.98055923	-4926.246
-38.35158	25.181572	1597.2085	-40.9563	-1.038232	-0.38684478	-5058.926
-38.31915	25.170326	1600.7035	-69.30915	-3.1318965	-2.137173	-5401.4077
-38.286724	25.159071	1604.1985	-86.709854	-4.0974693	-2.0773096	-5414.457
-38.254307	25.147812	1607.6935	-90.730484	-1.4950511	0.61443484	-5272.4297
-38.221893	25.136543	1611.1885	-82.72665	3.4153426	3.7636085	-4981.9824
-38.189487	25.125269	1614.6835	-63.765266	5.8334427	5.7828493	-4972.4116
-38.157085	25.113987	1618.1785	-41.858475	7.9562407	6.6481266	-4857.7607
-38.12469	25.102697	1621.6735	-22.111977	11.283545	6.8711443	-4678.2446
-38.0923	25.091402	1625.1685	-2.9875383	12.181349	7.5545487	-4706.0503
-38.059917	25.0801	1628.6635	21.41796	8.847474	7.9290714	-4881.883
-38.027542	25.068789	1632.1584	46.433453	3.561271	6.1870055	-4986.7744
-37.99517	25.057472	1635.6534	57.160633	0.51981175	3.4127235	-4961.644
-37.962807	25.046146	1639.1484	47.944195	-0.18147935	2.0236304	-4950.305
-37.930447	25.034817	1642.6434	25.999401	1.3293446	1.5886575	-4946.2856
-37.898094	25.023478	1646.1384	1.1726718	1.6102294	0.7124369	-4900.091
-37.865746	25.012133	1649.6334	-23.36437	-0.1879335	-1.2047473	-4874.764
-37.833405	25.00078	1653.1284	-47.025936	-1.7944477	-5.7650523	-5008.6206
-37.80107	24.989422	1656.6234	-67.057175	-7.3403378	-12.137597	-5211.185
-37.76874	24.978056	1660.1184	-78.408035	-14.102467	-16.184587	-5446.3813
-37.73642	24.966682	1663.6134	-76.85001	-17.899332	-18.096748	-5564.882
-37.7041	24.955303	1667.1084	-60.255466	-19.446968	-18.609406	-5454.8286
-37.67179	24.943916	1670.6034	-30.589067	-18.664804	-17.786179	-5259.2344
-37.639484	24.932522	1674.0984	4.3700576	-17.354788	-17.1788	-5166.0264
-37.607185	24.921122	1677.5934	29.190647	-16.63484	-16.153006	-5297.4966
-37.574894	24.909712	1681.0884	30.692154	-15.310489	-12.955926	-5563.2646
-37.542606	24.898298	1684.5834	11.4612875	-13.854028	-9.383217	-5660.0923
-37.510323	24.886877	1688.0784	-13.307027	-10.785136	-8.119976	-5377.9976
-37.47805	24.875448	1691.5734	-30.36162	-7.4111733	-6.9772596	-5106.667
-37.445778	24.864012	1695.0684	-30.6051	-6.0425677	-3.667486	-5081.317
-37.413517	24.85257	1698.5634	-15.537136	-4.293385	0.28451002	-4879.8193
-37.38126	24.84112	1702.0583	7.5174403	-0.95680577	2.334724	-4747.304
-37.349007	24.829662	1705.5533	27.929163	1.5482789	1.3071418	-5102.9844
-37.31676	24.8182	1709.0483	36.069828	-1.0708029	-1.8955094	-5502.0415
-37.284523	24.80673	1712.5433	29.010109	-3.343612	-3.455963	-5447.49
-37.25229	24.795252	1716.0383	9.271658	-3.7393804	-2.2594798	-5111.4287
-37.220062	24.783768	1719.5333	-11.264127	-2.8235395	-1.7964578	-5042.9517
-37.18784	24.772278	1723.0283	-18.52039	-2.0894525	-3.4647527	-5207.7705
-37.155624	24.76078	1726.5233	-12.307561	-4.025528	-7.1110992	-5411.205
-37.123413	24.749275	1730.0183	-0.9076247	-8.130156	-11.059459	-5581.446
-37.09121	24.737762	1733.5133	10.355732	-13.234688	-14.08552	-5681.2876
-37.059013	24.726244	1737.0083	22.955486	-15.618114	-16.126823	-5711.286
-37.02682	24.71472	1740.5033	33.699234	-16.96309	-16.99254	-5698.4688
-36.994637	24.703186	1743.9983	34.617012	-17.19738	-17.681993	-5686.7
-36.962456	24.691648	1747.4933	24.955624	-17.64116	-18.70944	-5707.546
-36.930283	24.680101	1750.9883	12.387258	-19.048918	-20.078962	-5772.1875
-36.898113	24.668549	1754.4833	4.7483883	-19.73641	-22.005964	-5892.045
-36.86595	24.65699	1757.9783	3.1453032	-21.40739	-23.880316	-6070.4717
-36.833794	24.645422	1761.4733	4.3329816	-26.224255	-26.16138	-6289.514
-36.801643	24.63385	1764.9683	6.5936956	-31.451626	-29.090862	-6511.2705
-36.7695	24.622269	1768.4633	12.240918	-35.694767	-32.579964	-6671.602
-36.737362	24.610682	1771.9583	18.161108	-36.59267	-35.16551	-6698.26
-36.70523	24.599089	1775.4532	22.602448	-33.829075	-32.909164	-6545.4316
-36.673103	24.587488	1778.9482	27.466494	-26.180882	-23.53501	-6227.801
-36.640984	24.57588	1782.4432	30.900114	-15.1035595	-10.738332	-5824.248
-36.60887	24.564266	1785.9382	29.822968	-3.9598227	-1.509597	-5454.6143
-36.57676	24.552645	1789.4332	25.694931	3.6537848	3.0067346	-5205.2207
-36.54466	24.541018	1792.9282	18.3322	6.6356974	6.4205213	-5062.9897
-36.51256	24.529383	1796.4232	10.320519	7.498302	9.296623	-4998.9526
-36.480473	24.51774	1799.9182	4.973101	7.421164	9.804256	-4989.1963
-36.448387	24.506092	1803.4132	4.852953	7.518167	8.437538	-5025.1074
-36.41631	24.494436	1806.9082	7.991817	6.430704	5.3484097	-5074.266
-36.384235	24.482775	1810.4032	8.959087	2.472973	0.4499402	-5215.881
-36.35217	24.471107	1813.8982	7.21706	-4.4226265	-5.915041	-5345.6255
-36.320107	24.45943	1817.3932	6.36245	-12.325267	-11.984015	-5521.238
-36.28805	24.44775	1820.8882	6.5793033	-17.892345	-15.850016	-5757.62
-36.256004	24.43606	1824.3832	9.178657	-21.312418	-17.700638	-5918.8813
-36.22396	24.424364	1827.8782	14.331277	-23.174425	-18.509367	-6009.914
-36.191925	24.412663	1831.3732	23.050545	-23.016554	-19.6103	-6032.1787
-36.159893	24.400953	1834.8682	37.125916	-20.364613	-19.104609	-5906.4766
-36.12787	24.389236	1838.3632	51.64864	-13.928177	-13.901496	-5635.17
-36.095848	24.377514	1841.8582	55.328453	-6.309738	-4.971919	-5321.3364
-36.063835	24.365786	1845.3531	40.966022	1.2299204	2.7890573	-5076.1377
-36.03183	24.35405	1848.8481	17.687593	6.0056424	6.5657372	-4969.2744
-35.99983	24.342306	1852.3431	1.3685597	7.146805	7.159811	-4964.102
-35.96783	24.330557	1855.8381	3.4734545	7.4045434	8.090208	-4960.0186
-35.93584	24.318802	1859.3331	15.511506	10.391495	12.925171	-4844.746
-35.90386	24.307037	1862.8281	22.072422	16.295399	19.325462	-4606.3613
-35.87188	24.295269	1866.3231	8.412997	22.64376	23.019651	-4325.57
-35.83991	24.283493	1869.8181	-20.996233	27.398518	25.156612	-4097.237
-35.807945	24.27171	1873.3131	-49.221645	28.269684	25.437931	-4054.8923
-35.77598	24.25992	1876.8081	-61.09585	22.359201	20.608599	-4228.411
-35.74403	24.248123	1880.3031	-55.2298	14.884218	12.461402	-4539.782
-35.712082	24.23632	1883.7981	-42.3072	10.3681	4.808063	-4893.4185
-35.68014	24.22451	1887.2931	-26.774351	5.7765975	-1.7690586	-5243.8584
-35.648205	24.212694	1890.7881	-13.254323	1.4355541	-7.0015316	-5532.6924
-35.616272	24.200872	1894.2831	-1.9388715	-3.7695231	-10.678812	-5729.686
-35.58435	24.189041	1897.7781	8.867267	-8.92575	-14.593892	-5869.824
-35.55243	24.177206	1901.2731	19.985184	-14.232894	-18.174683	-5959.404
-35.52052	24.165363	1904.7681	27.828106	-18.52947	-20.519896	-6034.7764
-35.488613	24.153513	1908.2631	24.88263	-21.930109	-23.525696	-6183.618
-35.45671	24.141657	1911.758	11.403918	-25.636074	-28.693525	-6408.348
-35.424816	24.129795	1915.253	-2.4371552	-31.666876	-34.703587	-6677.609
-35.39293	24.117926	1918.748	-3.618568	-38.150925	-40.02701	-6930.059
-35.361046	24.106049	1922.243	10.587413	-43.393547	-43.880432	-7089.321
-35.329166	24.094166	1925.738	32.09839	-46.451168	-46.171448	-7131.276
-35.2973	24.082277	1929.233	52.683006	-46.844837	-46.18638	-7070.9478
-35.26543	24.070381	1932.728	74.1372	-45.325214	-43.30276	-6897.8994
-35.233574	24.05848	1936.223	90.105736	-41.828495	-38.881584	-6615.985
-35.201717	24.04657	1939.718	97.77489	-37.84147	-35.234253	-6252.425
-35.169872	24.034655	1943.213	102.524025	-34.22521	-31.782923	-5868.166
-35.13803	24.022732	1946.708	100.10393	-29.309309	-27.573572	-5716.6875
-35.106194	24.010803	1950.203	87.34622	-24.875954	-22.862436	-5719.221
-35.074364	23.998867	1953.698	63.336304	-20.638748	-18.443447	-5714.767
-35.04254	23.986925	1957.193	33.32358	-17.411493	-14.629384	-5676.532
-35.010723	23.974977	1960.688	4.152191	-14.413901	-11.074559	-5639.734
-34.978912	23.963022	1964.183	-18.22321	-10.524965	-7.8046966	-5580.166
-34.947105	23.951061	1967.678	-35.588596	-6.5788546	-4.1396112	-5451.222
-34.915306	23.939093	1971.173	-46.500072	-1.4569031	0.09733979	-5254.999
-34.88351	23.927118	1974.668	-50.22883	4.047487	4.433827	-5066.869
-34.851723	23.915136	1978.163	-47.421	8.758629	7.216819	-5017.4834
-34.81994	23.903149	1981.658	-43.808327	7.9630156	6.7448974	-5138.4614
-34.788162	23.891153	1985.153	-40.027977	5.2084846	3.0747504	-5305.0493
-34.756393	23.879154	1988.648	-35.649647	3.058601	-0.7840029	-5394.7686
-34.72463	23.867146	1992.143	-29.312098	0.99208766	-2.0495968	-5444.6035
-34.692867	23.855133	1995.638	-22.241623	-2.25959	-2.554207	-5554.816
-34.661118	23.843111	1999.1329	-18.10743	-5.9582276	-4.8794236	-5627.1475
-34.629368	23.831085	2002.6279	-15.062018	-7.6410756	-7.817861	-5583.4824
-34.597626	23.819052	2006.1229	-12.195177	-7.0788445	-9.586017	-5508.645
-34.56589	23.80701	2009.6179	-8.515907	-6.379858	-8.753291	-5668.3843
-34.534164	23.794966	2013.1129	-5.864079	-5.3406487	-5.276227	-5697.402
-34.502438	23.782913	2016.6079	-6.0146203	-3.5152326	-2.477054	-5647.862
-34.470722	23.770853	2020.1029	-7.0752296	-2.203549	-3.0925813	-5657.6025
-34.43901	23.758787	2023.5979	-7.405263	-3.3167174	-6.099845	-5756.381
-34.407303	23.746716	2027.0929	-5.52915	-5.1516404	-7.547892	-5801.5894
-34.375603	23.734636	2030.5879	-1.682895	-5.7873087	-5.923582	-5791.705
-34.34391	23.722551	2034.0829	2.8513374	-4.416969	-4.0278873	-5752.1104
-34.31222	23.710459	2037.5779	3.8330157	-2.6478324	-3.002266	-5651.4805
-34.28054	23.69836	2041.0729	0.43404254	-2.0053234	-1.3345103	-5517.521
-34.248863	23.686256	2044.5679	-4.8355436	-1.4625438	0.21148798	-5412.8403
-34.217194	23.674145	2048.0627	-8.755168	-3.250185	-0.2591991	-5400.6226
-34.185528	23.662027	2051.5576	-6.6129346	-5.1422305	-2.6901062	-5517.4097
-34.15387	23.649904	2055.0525	7.2775064	-7.4723945	-6.451193	-5679.43
-34.122215	23.637774	2058.5474	31.249565	-10.969193	-10.819692	-5794.884
-34.09057	23.625637	2062.0422	55.83444	-14.045745	-12.878305	-5856.662
-34.058926	23.613495	2065.537	72.47168	-15.2014	-13.2372265	-5902.852
-34.02729	23.601345	2069.032	76.89619	-15.630307	-14.574611	-5938.054
-33.995663	23.589188	2072.5269	70.24833	-16.091051	-15.477349	-5935.17
-33.96404	23.577026	2076.0217	58.40364	-15.324659	-14.7935	-5894.4985
-33.93242	23.564857	2079.5166	48.15495	-14.211877	-13.96928	-5828.78
-33.900806	23.552683	2083.0115	42.652805	-14.088903	-13.827847	-5774.087
-33.8692	23.5405	2086.5063	39.68446	-14.834232	-14.3978195	-5745.623
-33.8376	23.528313	2090.0012	38.315693	-16.143154	-15.554699	-5720.4375
-33.806007	23.516119	2093.496	37.669342	-17.659416	-17.55745	-5666.6177
-33.774418	23.503918	2096.991	35.5852	-19.775759	-19.772013	-5576.1953
-33.742836	23.49171	2100.4858	29.805868	-21.397882	-20.899132	-5469.729
-33.711258	23.479498	2103.9807	23.53523	-20.80483	-21.676039	-5372.379
-33.679688	23.467278	2107.4756	16.58789	-21.876648	-23.31119	-5304.53
