Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Vel.(m/s)
201,1226,D,1,H,5,120,7.2,1499.7
201,1226,E,1,H,2,10,1.6,1496.1
201,1226,E,1,H,2,20,1.7,1490.2
201,1226,E,1,H,2,55,2.05,1501.8
201,1226,E,1,H,2,65,2.15,1503.4
201,1226,E,1,H,2,75,2.25,1503.3
201,1226,E,1,H,2,110,2.6,1501.8
201,1226,E,1,H,2,120,2.7,1498.2
201,1226,E,1,H,2,130,2.8,1498.3
201,1226,E,1,H,2,140,2.9,1494.8
201,1226,E,1,H,3,106,4.06,1485.7
201,1226,E,1,H,4,10,4.6,1504.4
201,1226,E,1,H,4,20,4.7,1490.7
201,1226,E,1,H,4,30,4.8,1487.6
201,1226,E,1,H,4,40,4.9,1490.8
201,1226,E,1,H,4,50,5,1490.9
201,1226,E,1,H,4,60,5.1,1489.2
201,1226,E,1,H,4,70,5.2,1498.3
201,1226,E,1,H,4,80,5.3,1497.7
201,1226,E,1,H,4,90,5.4,1501.2
201,1226,E,1,H,4,100,5.5,1499.4
201,1226,E,1,H,4,110,5.6,1499.5
201,1226,E,1,H,4,120,5.7,1499.4
201,1226,E,1,H,4,130,5.8,1429.8
201,1226,E,1,H,5,82,6.82,1485.3
201,1226,E,1,H,5,92,6.92,1485.1
201,1226,E,1,H,5,102,7.02,1481.6
201,1226,E,1,H,5,112,7.12,1478.5
201,1226,E,2,H,1,10,7.7,1502.6
201,1226,E,2,H,1,20,7.8,1502.6
201,1226,E,2,H,1,30,7.9,1482
201,1226,E,2,H,1,40,8,1477.9
201,1226,E,2,H,1,50,8.1,1497.5
201,1226,E,2,H,1,60,8.2,1500
201,1226,E,2,H,1,70,8.3,1493.9
201,1226,E,2,H,1,80,8.4,1482
201,1226,E,2,H,1,90,8.5,1494
201,1226,E,2,H,1,100,8.6,1489.6
201,1226,E,2,H,1,110,8.7,1483.6
201,1226,E,2,H,1,120,8.8,1485.2
201,1226,E,2,H,1,130,8.9,1490
201,1226,E,2,H,2,10,9.2,1492.3
201,1226,E,2,H,2,20,9.3,1495.3
201,1226,E,2,H,2,30,9.4,1491.6
201,1226,E,2,H,2,40,9.5,1481.4
201,1226,E,2,H,2,50,9.6,1483.1
201,1226,E,2,H,2,60,9.7,1478.1
201,1226,E,2,H,2,70,9.8,1481.7
201,1226,E,2,H,2,80,9.9,1486.5
201,1226,E,2,H,2,90,10,1494.9
201,1226,E,2,H,2,100,10.1,1479.9
201,1226,E,2,H,2,110,10.2,1490.7
201,1226,E,2,H,2,130,10.4,1506.5
201,1226,E,2,H,3,10,10.7,1500.5
201,1226,E,2,H,3,30,10.9,1483.5
201,1226,E,2,H,3,50,11.1,1493.4
201,1226,E,2,H,3,60,11.2,1485.1
201,1226,E,2,H,3,70,11.3,1485.9
201,1226,E,2,H,3,80,11.4,1488.2
201,1226,E,2,H,3,90,11.5,1486.6
201,1226,E,2,H,3,100,11.6,1484.8
201,1226,E,2,H,3,110,11.7,1486.6
201,1226,E,2,H,3,120,11.8,1481.6
201,1226,E,2,H,3,130,11.9,1491.6
201,1226,E,2,H,4,10,12.2,1487.2
201,1226,E,2,H,4,20,12.3,1479.5
201,1226,E,2,H,4,30,12.4,1482.8
201,1226,E,2,H,4,40,12.5,1483.6
201,1226,E,2,H,4,50,12.6,1486.2
201,1226,E,2,H,4,60,12.7,1484.5
201,1226,E,2,H,4,70,12.8,1486.2
201,1226,E,2,H,4,80,12.9,1489.8
201,1226,E,2,H,4,90,13,1475.2
201,1226,E,2,H,4,100,13.1,1483.1
201,1226,E,2,H,4,110,13.2,1483
201,1226,E,2,H,4,120,13.3,1478.1
201,1226,E,2,H,4,130,13.4,1484.8
201,1226,E,2,H,4,140,13.5,1484.8
201,1226,E,2,H,5,10,13.7,1483.4
201,1226,E,2,H,5,20,13.8,1484.7
201,1226,E,2,H,5,30,13.9,1478.1
201,1226,E,2,H,5,40,14,1481.3
201,1226,E,2,H,5,50,14.1,1479.6
201,1226,E,2,H,5,60,14.2,1484.8
201,1226,E,2,H,5,70,14.3,1475.4
201,1226,E,2,H,5,80,14.4,1476.5
201,1226,E,2,H,5,90,14.5,1476.6
201,1226,E,2,H,5,100,14.6,1479.9
201,1226,E,2,H,5,110,14.7,1474.9
201,1226,E,2,H,5,120,14.8,1478.2
201,1226,E,2,H,6,10,15.2,1486
201,1226,E,2,H,6,20,15.3,1481.4
201,1226,E,2,H,6,30,15.4,1481.4
201,1226,E,2,H,6,40,15.5,1481.3
201,1226,E,2,H,6,50,15.6,1481.3
201,1226,E,2,H,6,60,15.7,1488
201,1226,E,2,H,6,70,15.8,1486.2
201,1226,E,2,H,6,80,15.9,1490.3
201,1226,E,2,H,6,90,16,1477
201,1226,E,2,H,6,100,16.1,1485.3
201,1226,E,2,H,6,110,16.2,1482
201,1226,E,2,H,6,120,16.3,1478.2
201,1226,E,2,H,6,130,16.4,1485.3
201,1226,E,2,H,6,140,16.5,1483.7
201,1226,E,2,H,7,10,16.7,1485.1
201,1226,E,2,H,7,20,16.8,1483.5
201,1226,E,2,H,7,30,16.9,1488.6
201,1226,E,2,H,7,40,17,1493.7
201,1226,E,2,H,7,50,17.1,1476.9
201,1226,E,3,H,1,10,17.2,1492.1
201,1226,E,3,H,1,20,17.3,1487
201,1226,E,3,H,1,30,17.4,1493.9
201,1226,E,3,H,1,40,17.5,1497.4
201,1226,E,3,H,1,50,17.6,1495.5
201,1226,E,3,H,1,60,17.7,1495.6
201,1226,E,3,H,1,70,17.8,1487.2
201,1226,E,3,H,1,80,17.9,1495.9
201,1226,E,3,H,1,90,18,1492.6
201,1226,E,3,H,1,100,18.1,1490.9
201,1226,E,3,H,1,110,18.2,1497.8
201,1226,E,3,H,1,120,18.3,1492.6
201,1226,E,3,H,1,130,18.4,1490.5
201,1226,E,3,H,2,10,18.7,1489.1
201,1226,E,3,H,2,20,18.8,1489
201,1226,E,3,H,2,30,18.9,1487.1
201,1226,E,3,H,2,40,19,1476.9
201,1226,E,3,H,2,50,19.1,1486.2
201,1226,E,3,H,2,60,19.2,1481.9
201,1226,E,3,H,2,70,19.3,1483.7
201,1226,E,3,H,2,80,19.4,1483.1
201,1226,E,3,H,2,90,19.5,1478.2
201,1226,E,3,H,2,100,19.6,1491.7
201,1226,E,3,H,2,110,19.7,1498.6
201,1226,E,3,H,2,120,19.8,1493.4
201,1226,E,3,H,2,130,19.9,1491.8
201,1226,E,3,H,2,140,20,1486.5
201,1226,E,3,H,3,10,20.2,1486.9
201,1226,E,3,H,3,20,20.3,1483.4
201,1226,E,3,H,3,30,20.4,1505.4
201,1226,E,3,H,3,40,20.5,1488.3
201,1226,E,3,H,3,50,20.6,1488.3
201,1226,E,3,H,3,60,20.7,1500.2
201,1226,E,3,H,3,70,20.8,1496.8
201,1226,E,3,H,3,80,20.9,1488.3
201,1226,E,3,H,3,90,21,1491.6
201,1226,E,3,H,3,100,21.1,1495.1
201,1226,E,3,H,3,110,21.2,1500.3
201,1226,E,3,H,3,130,21.4,1498.3
201,1226,E,3,H,4,10,21.7,1491
201,1226,E,3,H,4,20,21.8,1487.3
201,1226,E,3,H,4,30,21.9,1485.1
201,1226,E,3,H,4,40,22,1483.9
201,1226,E,3,H,4,50,22.1,1485.7
201,1226,E,3,H,4,60,22.2,1483.5
201,1226,E,3,H,4,70,22.3,1489
201,1226,E,3,H,4,80,22.4,1488.6
201,1226,E,3,H,4,90,22.5,1488.7
201,1226,E,3,H,4,100,22.6,1482.8
201,1226,E,3,H,4,110,22.7,1488.7
201,1226,E,3,H,4,120,22.8,1495.4
201,1226,E,3,H,4,130,22.9,1494.8
201,1226,E,3,H,4,140,23,1496.1
201,1226,E,3,H,5,10,23.2,1497
201,1226,E,3,H,5,20,23.3,1492.7
201,1226,E,3,H,5,30,23.4,1484.9
201,1226,E,3,H,5,40,23.5,1486.4
201,1226,E,3,H,5,50,23.6,1488
201,1226,E,3,H,5,60,23.7,1491.5
201,1226,E,3,H,5,70,23.8,1489.5
201,1226,E,3,H,5,80,23.9,1487.8
201,1226,E,3,H,5,90,24,1491.3
201,1226,E,3,H,5,100,24.1,1496.4
201,1226,E,3,H,5,110,24.2,1491.3
201,1226,E,3,H,5,120,24.3,1493
201,1226,E,3,H,5,130,24.4,1489.4
201,1226,E,3,H,6,10,24.7,1501.4
201,1226,E,3,H,6,20,24.8,1503.6
201,1226,E,3,H,6,30,24.9,1496
201,1226,E,3,H,6,40,25,1501.8
201,1226,E,3,H,6,50,25.1,1499.2
201,1226,E,3,H,6,60,25.2,1504.4
201,1226,E,3,H,6,70,25.3,1497.4
201,1226,E,3,H,6,80,25.4,1497.7
201,1226,E,3,H,6,90,25.5,1484.1
201,1226,E,3,H,6,100,25.6,1487.7
201,1226,E,3,H,6,110,25.7,1489.5
201,1226,E,3,H,6,120,25.8,1492.8
201,1226,E,3,H,6,130,25.9,1495.4
201,1226,E,3,H,6,140,26,1492.7
201,1226,E,3,H,7,10,26.2,1499.9
201,1226,E,3,H,7,20,26.3,1494.6
201,1226,E,3,H,7,30,26.4,1494.1
201,1226,E,4,H,1,10,26.7,1500
201,1226,E,4,H,1,20,26.8,1498.1
201,1226,E,4,H,1,30,26.9,1491.4
201,1226,E,4,H,1,40,27,1501.5
201,1226,E,4,H,1,50,27.1,1499.8
201,1226,E,4,H,1,60,27.2,1504.9
201,1226,E,4,H,1,70,27.3,1498.9
201,1226,E,4,H,1,80,27.4,1498.6
201,1226,E,4,H,1,90,27.5,1505.4
201,1226,E,4,H,1,100,27.6,1503
201,1226,E,4,H,1,110,27.7,1502.5
201,1226,E,4,H,1,120,27.8,1505.6
201,1226,E,4,H,1,130,27.9,1505.6
201,1226,E,4,H,1,140,28,1510.8
201,1226,E,4,H,2,10,28.2,1495.3
201,1226,E,4,H,2,20,28.3,1489.4
201,1226,E,4,H,2,30,28.4,1491
201,1226,E,4,H,2,40,28.5,1496.1
201,1226,E,4,H,2,50,28.6,1495.9
201,1226,E,4,H,2,60,28.7,1492.6
201,1226,E,4,H,2,70,28.8,1499.4
201,1226,E,4,H,2,80,28.9,1490.1
201,1226,E,4,H,2,90,29,1484.9
201,1226,E,4,H,2,100,29.1,1486.7
201,1226,E,4,H,2,110,29.2,1493.3
201,1226,E,4,H,2,120,29.3,1510.4
201,1226,E,4,H,2,130,29.4,1505.1
201,1226,E,4,H,2,140,29.5,1508.3
201,1226,E,4,H,3,10,29.7,1489.7
201,1226,E,4,H,3,20,29.8,1500.1
201,1226,E,4,H,3,30,29.9,1498.5
201,1226,E,4,H,3,40,30,1494.9
201,1226,E,4,H,3,50,30.1,1488.2
201,1226,E,4,H,3,60,30.2,1495
201,1226,E,4,H,3,70,30.3,1493.2
201,1226,E,4,H,3,80,30.4,1488.7
201,1226,E,4,H,3,90,30.5,1482
201,1226,E,4,H,3,100,30.6,1490.3
201,1226,E,4,H,3,110,30.7,1488.6
201,1226,E,4,H,3,120,30.8,1498.8
201,1226,E,4,H,3,130,30.9,1504
201,1226,E,4,H,4,10,31.2,1485.2
201,1226,E,4,H,4,20,31.3,1499.3
201,1226,E,4,H,4,30,31.4,1483.7
201,1226,E,4,H,4,40,31.5,1483.1
201,1226,E,4,H,4,50,31.6,1481.4
201,1226,E,4,H,4,60,31.7,1481.4
201,1226,E,4,H,4,70,31.8,1488.1
201,1226,E,4,H,4,80,31.9,1485.1
201,1226,E,4,H,4,90,32,1475.1
201,1226,E,4,H,4,100,32.1,1486.8
201,1226,E,4,H,4,110,32.2,1478.5
201,1226,E,4,H,4,120,32.3,1488.4
201,1226,E,4,H,4,130,32.4,1486.7
201,1226,E,4,H,4,140,32.5,1484.9
201,1226,E,4,H,5,10,32.7,1493.5
201,1226,E,4,H,5,20,32.8,1492.9
201,1226,E,4,H,5,30,32.9,1501.5
201,1226,E,4,H,5,40,33,1488.7
201,1226,E,4,H,5,50,33.1,1493.5
201,1226,E,4,H,5,60,33.2,1491.8
201,1226,E,4,H,5,70,33.3,1495.1
201,1226,E,4,H,5,80,33.4,1490.3
201,1226,E,4,H,5,90,33.5,1480.3
201,1226,E,4,H,5,100,33.6,1485.3
201,1226,E,4,H,5,110,33.7,1480.2
201,1226,E,4,H,5,120,33.8,1482.7
201,1226,E,4,H,5,130,33.9,1485.2
201,1226,E,4,H,5,140,34,1486.9
201,1226,E,4,H,6,10,34.2,1494
201,1226,E,4,H,6,20,34.3,1487.2
201,1226,E,4,H,6,30,34.4,1487.1
201,1226,E,4,H,6,40,34.5,1487.1
201,1226,E,4,H,6,50,34.6,1487.1
201,1226,E,4,H,6,60,34.7,1490.5
201,1226,E,4,H,6,70,34.8,1499
201,1226,E,4,H,6,80,34.9,1496.7
201,1226,E,4,H,6,90,35,1485.7
201,1226,E,4,H,6,100,35.1,1499.3
201,1226,E,4,H,6,110,35.2,1497.6
201,1226,E,4,H,6,120,35.3,1499.3
201,1226,E,4,H,6,130,35.4,1495.8
201,1226,E,4,H,7,10,35.7,1498.3
201,1226,E,4,H,7,20,35.8,1501.7
201,1226,E,4,H,7,30,35.9,1498.2
201,1226,E,4,H,7,40,36,1499.9
201,1226,E,5,H,1,30,36.4,1434.9
201,1226,E,5,H,1,40,36.5,1431.4
201,1226,E,5,H,1,60,36.7,1431.1
201,1226,E,5,H,1,70,36.8,1500.2
201,1226,E,5,H,1,80,36.9,1506.1
201,1226,E,5,H,1,90,37,1497.5
201,1226,E,5,H,1,100,37.1,1496
201,1226,E,5,H,1,110,37.2,1499.3
201,1226,E,5,H,1,130,37.4,1504.4
201,1226,E,5,H,1,140,37.5,1513
201,1226,E,5,H,2,10,37.7,1498.7
201,1226,E,5,H,2,20,37.8,1488.5
201,1226,E,5,H,2,30,37.9,1488.3
201,1226,E,5,H,2,40,38,1484.6
201,1226,E,5,H,2,50,38.1,1481
201,1226,E,5,H,2,60,38.2,1482.6
201,1226,E,5,H,2,70,38.3,1482.6
201,1226,E,5,H,2,80,38.4,1491.7
201,1226,E,5,H,2,90,38.5,1488.3
201,1226,E,5,H,2,100,38.6,1493.4
201,1226,E,5,H,2,110,38.7,1484.8
201,1226,E,5,H,2,120,38.8,1488.2
201,1226,E,5,H,2,130,38.9,1491.7
201,1226,E,5,H,2,140,39,1486.5
201,1226,E,5,H,3,10,39.2,1496.8
201,1226,E,5,H,3,20,39.3,1494.4
201,1226,E,5,H,3,30,39.4,1500.2
201,1226,E,5,H,3,40,39.5,1496.8
201,1226,E,5,H,3,50,39.6,1490.9
201,1226,E,5,H,3,60,39.7,1483.3
201,1226,E,5,H,3,70,39.8,1484.9
201,1226,E,5,H,3,80,39.9,1489.9
201,1226,E,5,H,3,90,40,1481.1
201,1226,E,5,H,3,100,40.1,1483.3
201,1226,E,5,H,3,110,40.2,1480
201,1226,E,5,H,3,120,40.3,1479.9
201,1226,E,5,H,3,130,40.4,1485
201,1226,E,5,H,3,140,40.5,1483.3
201,1226,E,5,H,4,10,40.7,1504.2
201,1226,E,5,H,4,20,40.8,1491.3
201,1226,E,5,H,4,30,40.9,1492.4
201,1226,E,5,H,4,40,41,1490.5
201,1226,E,5,H,4,50,41.1,1483.8
201,1226,E,5,H,4,60,41.2,1479.5
201,1226,E,5,H,4,70,41.3,1482
201,1226,E,5,H,4,80,41.4,1483.4
201,1226,E,5,H,4,90,41.5,1490.2
201,1226,E,5,H,4,100,41.6,1493.6
201,1226,E,5,H,4,110,41.7,1486.4
201,1226,E,5,H,4,120,41.8,1490.2
201,1226,E,5,H,4,130,41.9,1491
201,1226,E,5,H,4,140,42,1493.4
201,1226,E,5,H,5,10,42.2,1489.7
201,1226,E,5,H,5,20,42.3,1486.1
201,1226,E,5,H,5,30,42.4,1486.9
201,1226,E,5,H,5,40,42.5,1484.6
201,1226,E,5,H,5,50,42.6,1483.9
201,1226,E,5,H,5,60,42.7,1484.5
201,1226,E,5,H,5,70,42.8,1487.1
201,1226,E,5,H,5,80,42.9,1483.1
201,1226,E,5,H,5,90,43,1480.9
201,1226,E,5,H,5,100,43.1,1484.1
201,1226,E,5,H,5,110,43.2,1484.9
201,1226,E,5,H,5,120,43.3,1479.8
201,1226,E,5,H,5,130,43.4,1484.8
201,1226,E,5,H,5,140,43.5,1481.5
201,1226,E,5,H,6,20,43.8,1496
201,1226,E,5,H,6,30,43.9,1489.8
201,1226,E,5,H,6,40,44,1501.7
201,1226,E,5,H,6,50,44.1,1488
201,1226,E,5,H,6,60,44.2,1491.3
201,1226,E,5,H,6,70,44.3,1491.4
201,1226,E,5,H,6,80,44.4,1483.8
201,1226,E,5,H,6,90,44.5,1478.8
201,1226,E,5,H,6,100,44.6,1490.6
201,1226,E,5,H,6,110,44.7,1504.3
201,1226,E,5,H,6,120,44.8,1495.7
201,1226,E,5,H,6,130,44.9,1504.3
201,1226,E,5,H,6,140,45,1505.8
201,1226,E,5,H,7,10,45.2,1663
201,1226,E,6,H,1,10,45.7,1495
201,1226,E,6,H,1,110,46.7,1438
201,1226,E,6,H,2,20,47.3,1734.8
201,1226,E,6,H,2,30,47.4,1423.7
201,1226,E,6,H,2,40,47.5,1500.1
201,1226,E,6,H,2,50,47.6,1420.6
201,1226,E,6,H,2,60,47.7,1486.5
201,1226,E,6,H,2,70,47.8,1493.1
201,1226,E,6,H,2,80,47.9,1420.4
201,1226,E,6,H,2,90,48,1493.1
201,1226,E,6,H,2,100,48.1,1505
201,1226,E,6,H,2,110,48.2,1684.8
201,1226,E,6,H,2,120,48.3,1566.3
201,1226,E,6,H,2,140,48.5,1498.3
201,1226,E,6,H,4,100,51.1,1505
201,1226,E,6,H,4,110,51.2,1498.2
201,1226,E,6,H,4,120,51.3,1496.4
201,1226,E,6,H,4,130,51.4,1514.8
201,1226,E,6,H,4,140,51.5,1507.8
201,1226,E,6,H,5,10,51.7,1506.4
201,1226,E,6,H,5,20,51.8,1500.7
201,1226,E,6,H,5,30,51.9,1493.8
201,1226,E,6,H,5,40,52,1505.7
201,1226,E,6,H,5,50,52.1,1490.3
201,1226,E,6,H,5,60,52.2,1489.4
201,1226,E,6,H,5,70,52.3,1495.5
201,1226,E,6,H,5,80,52.4,1501.5
201,1226,E,6,H,5,90,52.5,1500.1
201,1226,E,6,H,5,100,52.6,1495
201,1226,E,6,H,5,110,52.7,1494.8
201,1226,E,6,H,5,120,52.8,1495.2
201,1226,E,6,H,5,130,52.9,1496.7
201,1226,E,6,H,5,140,53,1498.8
201,1226,E,6,H,6,10,53.2,1497.8
201,1226,E,6,H,6,20,53.3,1501.2
201,1226,E,6,H,6,30,53.4,1496.7
201,1226,E,6,H,6,40,53.5,1493.1
201,1226,E,6,H,6,50,53.6,1493.3
201,1226,E,6,H,6,60,53.7,1493.4
201,1226,E,6,H,6,70,53.8,1495.9
201,1226,E,6,H,6,80,53.9,1499.6
201,1226,E,6,H,6,90,54,1498
201,1226,E,6,H,6,100,54.1,1500.8
201,1226,E,6,H,6,110,54.2,1499
201,1226,E,6,H,6,120,54.3,1499.8
201,1226,E,6,H,6,130,54.4,1499.7
201,1226,E,6,H,6,140,54.5,1503.3
201,1226,E,6,H,7,10,54.7,1510.8
201,1226,E,6,H,7,20,54.8,1511.3
201,1226,E,6,H,7,30,54.9,1502.2
201,1226,E,6,H,7,40,55,1498.5
201,1226,E,6,H,7,50,55.1,1503.5
201,1226,E,7,H,1,10,55.2,1460.9
201,1226,E,7,H,1,20,55.3,1511
201,1226,E,7,H,1,30,55.4,1507.5
201,1226,E,7,H,1,50,55.6,1509.2
201,1226,E,7,H,1,60,55.7,1305.8
201,1226,E,7,H,1,70,55.8,1489.1
201,1226,E,7,H,1,80,55.9,1491.3
201,1226,E,7,H,1,90,56,1499.9
201,1226,E,7,H,1,100,56.1,1498.2
201,1226,E,7,H,1,110,56.2,1496.1
201,1226,E,7,H,1,120,56.3,1498.2
201,1226,E,7,H,1,130,56.4,1498.1
201,1226,E,7,H,1,140,56.5,1503.2
201,1226,E,7,H,2,10,56.7,1501.5
201,1226,E,7,H,2,20,56.8,1502.4
201,1226,E,7,H,2,30,56.9,1495.5
201,1226,E,7,H,2,40,57,1493.8
201,1226,E,7,H,2,50,57.1,1492.7
201,1226,E,7,H,2,60,57.2,1494.2
201,1226,E,7,H,2,70,57.3,1495.5
201,1226,E,7,H,2,80,57.4,1498.1
201,1226,E,7,H,2,90,57.5,1499.7
201,1226,E,7,H,2,100,57.6,1499.7
201,1226,E,7,H,2,110,57.7,1494.7
201,1226,E,7,H,2,120,57.8,1496.6
201,1226,E,7,H,2,130,57.9,1494.8
201,1226,E,7,H,2,140,58,1498.4
201,1226,E,7,H,3,10,58.2,1507.4
201,1226,E,7,H,3,20,58.3,1513.8
201,1226,E,7,H,3,30,58.4,1507.9
201,1226,E,7,H,3,40,58.5,1500.7
201,1226,E,7,H,3,50,58.6,1505.9
201,1226,E,7,H,3,60,58.7,1509.3
201,1226,E,7,H,3,70,58.8,1505.9
201,1226,E,7,H,3,80,58.9,1502.3
201,1226,E,7,H,3,90,59,1499.5
201,1226,E,7,H,3,100,59.1,1502.7
201,1226,E,7,H,3,110,59.2,1504.8
201,1226,E,7,H,3,120,59.3,1500.6
201,1226,E,7,H,3,130,59.4,1500.9
201,1226,E,7,H,3,140,59.5,1506.9
201,1226,E,7,H,4,10,59.7,1504
201,1226,E,7,H,4,20,59.8,1501
201,1226,E,7,H,4,30,59.9,1502.5
201,1226,E,7,H,4,40,60,1501.6
201,1226,E,7,H,4,50,60.1,1498.9
201,1226,E,7,H,4,60,60.2,1502.3
201,1226,E,7,H,4,70,60.3,1502.4
201,1226,E,7,H,4,80,60.4,1506.1
201,1226,E,7,H,4,90,60.5,1502.7
201,1226,E,7,H,4,100,60.6,1499.3
201,1226,E,7,H,4,110,60.7,1500.8
201,1226,E,7,H,4,120,60.8,1500
201,1226,E,7,H,4,130,60.9,1500.9
201,1226,E,7,H,4,140,61,1500.7
201,1226,E,7,H,5,10,61.2,1507.8
201,1226,E,7,H,5,20,61.3,1507.5
201,1226,E,7,H,5,30,61.4,1506.2
201,1226,E,7,H,5,40,61.5,1504.3
201,1226,E,7,H,5,50,61.6,1502.6
201,1226,E,7,H,5,60,61.7,1503.6
201,1226,E,7,H,5,70,61.8,1504.1
201,1226,E,7,H,5,80,61.9,1510.1
201,1226,E,7,H,5,90,62,1495.1
201,1226,E,7,H,5,100,62.1,1497.7
201,1226,E,7,H,5,110,62.2,1498.2
201,1226,E,7,H,5,120,62.3,1498.2
201,1226,E,7,H,5,130,62.4,1501.1
201,1226,E,7,H,5,140,62.5,1496.9
201,1226,E,7,H,6,10,62.7,1503.9
201,1226,E,7,H,6,20,62.8,1502.6
201,1226,E,7,H,6,30,62.9,1499.3
201,1226,E,7,H,6,40,63,1499.3
201,1226,E,7,H,6,50,63.1,1501
201,1226,E,7,H,6,60,63.2,1509.6
201,1226,E,7,H,6,70,63.3,1502.7
201,1226,E,7,H,6,80,63.4,1509.2
201,1226,E,7,H,6,90,63.5,1500.6
201,1226,E,7,H,6,100,63.6,1505.6
201,1226,E,7,H,6,110,63.7,1507.3
201,1226,E,7,H,6,120,63.8,1511.1
201,1226,E,7,H,6,130,63.9,1509
201,1226,E,7,H,6,140,64,1507.4
201,1226,E,7,H,7,10,64.2,1502.2
201,1226,E,7,H,7,20,64.3,1500.4
201,1226,E,7,H,7,30,64.4,1501.9
201,1226,E,8,H,1,30,64.9,1643.7
201,1226,E,8,H,2,100,67.1,1448.7
201,1226,E,9,H,6,10,81.7,1498.1
201,1226,E,9,H,6,20,81.8,1492.6
201,1226,E,9,H,6,30,81.9,1487.4
201,1226,E,9,H,6,40,82,1493.8
201,1226,E,9,H,6,50,82.1,1486.4
201,1226,E,9,H,6,60,82.2,1486.2
201,1226,E,9,H,6,70,82.3,1489.2
201,1226,E,9,H,6,80,82.4,1482.1
201,1226,E,9,H,6,90,82.5,1488.8
201,1226,E,9,H,6,100,82.6,1489.5
201,1226,E,9,H,6,110,82.7,1489.8
201,1226,E,9,H,6,120,82.8,1495.8
201,1226,E,9,H,6,130,82.9,1494.9
201,1226,E,9,H,6,140,83,1495.8
201,1226,E,9,H,7,10,83.2,1496.1
201,1226,E,9,H,7,20,83.3,1501.4
201,1226,E,9,H,7,30,83.4,1504.1
201,1226,E,9,H,7,40,83.5,1506.4
201,1226,E,9,H,7,50,83.6,1504.7
201,1226,E,9,H,7,60,83.7,1504.9
201,1226,E,9,H,7,70,83.8,1504.9
201,1226,E,9,H,7,80,83.9,1516.1
201,1226,E,10,H,1,20,83.8,1456.4
201,1226,E,10,H,1,70,84.3,1509.8
201,1226,E,10,H,1,90,84.5,1502.9
201,1226,E,10,H,1,100,84.6,1506.3
201,1226,E,10,H,2,110,86.2,1524.3
201,1226,E,10,H,2,120,86.3,1453.6
201,1226,E,10,H,3,60,87.2,1502.2
201,1226,E,10,H,3,90,87.5,1441.8
201,1226,E,10,H,4,60,88.7,1503.2
201,1226,E,10,H,4,90,89,1515.1
201,1226,E,10,H,4,110,89.2,1513.3
201,1226,E,10,H,4,120,89.3,1508.1
201,1226,E,10,H,4,140,89.5,1441.9
201,1226,E,10,H,5,10,89.7,1520.4
201,1226,E,10,H,5,30,89.9,1501
201,1226,E,10,H,5,40,90,1504.6
201,1226,E,10,H,5,50,90.1,1506.3
201,1226,E,10,H,5,60,90.2,1494.4
201,1226,E,10,H,5,90,90.5,1500.3
201,1226,E,10,H,5,100,90.6,1502
201,1226,E,10,H,5,110,90.7,1495.2
201,1226,E,10,H,5,120,90.8,1493.5
201,1226,E,10,H,5,130,90.9,1488.4
201,1226,E,10,H,5,140,91,1488.5
201,1226,E,10,H,6,10,91.2,1515.8
201,1226,E,10,H,6,20,91.3,1447.5
201,1226,E,10,H,6,30,91.4,1447.6
201,1226,E,10,H,6,40,91.5,1506.6
201,1226,E,10,H,6,60,91.7,1376.6
201,1226,E,10,H,6,90,92,1496.2
201,1226,E,10,H,6,100,92.1,1494.6
201,1226,E,10,H,6,110,92.2,1496.2
201,1226,E,10,H,6,120,92.3,1508.4
201,1226,E,10,H,6,130,92.4,1489.7
201,1226,E,10,H,6,140,92.5,1414.5
201,1226,E,10,H,7,10,92.7,1494
201,1226,E,10,H,7,20,92.8,1490.3
201,1226,E,10,H,7,30,92.9,1489
201,1226,E,10,H,7,40,93,1491.9
201,1226,E,10,H,7,50,93.1,1495.3
201,1226,E,10,H,7,60,93.2,1503.9
201,1226,E,10,H,7,70,93.3,1509.2
201,1226,E,11,H,1,20,93.3,1515.4
201,1226,E,11,H,1,30,93.4,1513.6
201,1226,E,11,H,1,40,93.5,1504.3
201,1226,E,11,H,1,50,93.6,1508
201,1226,E,11,H,1,60,93.7,1504.5
201,1226,E,11,H,1,70,93.8,1502.8
201,1226,E,11,H,1,80,93.9,1506.8
201,1226,E,11,H,1,90,94,1505.1
201,1226,E,11,H,1,100,94.1,1505.1
201,1226,E,11,H,1,110,94.2,1501.8
201,1226,E,11,H,1,120,94.3,1501.7
201,1226,E,11,H,1,130,94.4,1506.9
201,1226,E,11,H,2,10,94.7,1504.6
201,1226,E,11,H,2,20,94.8,1509.8
201,1226,E,11,H,2,30,94.9,1502.8
201,1226,E,11,H,2,40,95,1504.3
201,1226,E,11,H,2,60,95.2,1500.8
201,1226,E,11,H,2,70,95.3,1490.6
201,1226,E,11,H,2,80,95.4,1490
201,1226,E,11,H,2,90,95.5,1508.8
201,1226,E,11,H,2,100,95.6,1496.8
201,1226,E,11,H,2,110,95.7,1510.6
201,1226,E,11,H,2,120,95.8,1434.8
201,1226,E,11,H,2,130,95.9,1501.9
201,1226,E,11,H,2,140,96,1495.1
201,1226,E,11,H,3,10,96.2,1502.2
201,1226,E,11,H,3,20,96.3,1494.9
201,1226,E,11,H,3,30,96.4,1504.8
