Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Vel.(m/s)
138,844,C,17,H,6,16.5,159.265,1518
138,844,C,17,H,6,18.5,159.285,1518.9
138,844,C,17,H,6,20.5,159.305,1515.4
138,844,C,17,H,6,22.5,159.325,1516.3
138,844,C,17,H,6,24.5,159.345,1514.6
138,844,C,17,H,6,26.5,159.365,1513.8
138,844,C,17,H,6,28.5,159.385,1514.7
138,844,C,17,H,6,30.5,159.405,1513.9
138,844,C,17,H,6,32.5,159.425,1516.5
138,844,C,17,H,6,34.5,159.445,1515.7
138,844,C,17,H,6,36.5,159.465,1514
138,844,C,17,H,6,38.5,159.485,1514
138,844,C,17,H,6,40.5,159.505,1514
138,844,C,17,H,6,42.5,159.525,1514.8
138,844,C,17,H,6,44.8,159.548,1513.9
138,844,C,17,H,6,46.5,159.565,1515.6
138,844,C,17,H,6,48.5,159.585,1518.2
138,844,C,17,H,6,50.5,159.605,1516.3
138,844,C,17,H,6,52.5,159.625,1517.2
138,844,C,17,H,6,54.5,159.645,1512.8
138,844,C,17,H,6,56.5,159.665,1514.5
138,844,C,17,H,6,58.5,159.685,1511.9
138,844,C,17,H,6,60.5,159.705,1515.3
138,844,C,17,H,6,62.5,159.725,1513.6
138,844,C,17,H,6,64.5,159.745,1513.6
138,844,C,17,H,6,66.5,159.765,1514.4
138,844,C,17,H,6,68.5,159.785,1517.1
138,844,C,17,H,6,70.5,159.805,1514.4
138,844,C,17,H,6,72.5,159.825,1514.4
138,844,C,17,H,6,74.5,159.845,1516.2
138,844,C,17,H,6,76.5,159.865,1514.4
138,844,C,17,H,6,78.5,159.885,1512.7
138,844,C,17,H,6,80.5,159.905,1514.4
138,844,C,17,H,6,82.5,159.925,1512.7
138,844,C,17,H,6,84.5,159.945,1513.6
138,844,C,17,H,6,86.5,159.965,1513.6
138,844,C,17,H,6,88.5,159.985,1516.2
138,844,C,17,H,6,90.5,160.005,1514.5
138,844,C,17,H,6,92.5,160.025,1514.5
138,844,C,17,H,6,94.5,160.045,1513.7
138,844,C,17,H,6,96.5,160.065,1513.7
138,844,C,17,H,6,98.5,160.085,1516.3
138,844,C,17,H,6,100.5,160.105,1518.1
138,844,C,17,H,6,102.5,160.125,1518.1
138,844,C,17,H,6,104.5,160.145,1517.3
138,844,C,17,H,6,106.5,160.165,1517.3
138,844,C,17,H,6,108.5,160.185,1517.3
138,844,C,17,H,6,110.5,160.205,1517.3
138,844,C,17,H,6,112.5,160.225,1515.5
138,844,C,17,H,6,114.5,160.245,1519
138,844,C,17,H,6,116.5,160.265,1519
138,844,C,17,H,6,118.5,160.285,1518.2
138,844,C,17,H,6,120.5,160.305,1516.4
138,844,C,17,H,6,122.5,160.325,1517.4
138,844,C,17,H,6,124.5,160.345,1517.4
138,844,C,17,H,6,126.5,160.365,1519.1
138,844,C,17,H,6,128.5,160.385,1518.3
138,844,C,17,H,6,130.5,160.405,1518.3
138,844,C,17,H,6,132.5,160.425,1514.8
138,844,C,17,H,6,134.5,160.445,1515.7
138,844,C,17,H,6,136.5,160.465,1517.4
138,844,C,17,H,6,138.5,160.485,1517.4
138,844,C,17,H,6,140.5,160.505,1518.3
138,844,C,17,H,6,142.5,160.525,1518.3
138,844,C,17,H,6,144.5,160.545,1519.1
138,844,C,17,H,6,146.5,160.565,1570.1
138,844,C,17,H,6,148.5,160.585,1571.1
138,844,C,17,H,7,2.5,160.625,2264.7
138,844,C,17,H,7,4.6,160.646,2264.7
138,844,C,17,H,7,6.5,160.665,1530.5
138,844,C,17,H,7,8.5,160.685,1531.3
138,844,C,17,H,7,10.5,160.705,1520.7
138,844,C,17,H,7,12.5,160.725,1518.1
138,844,C,17,H,7,14.5,160.745,1517.2
138,844,C,17,H,7,16.5,160.765,1518.1
138,844,C,17,H,7,18.5,160.785,1517.3
138,844,C,17,H,7,20.5,160.805,1516.3
138,844,C,17,H,7,22.5,160.825,1518.1
138,844,C,17,H,7,24.5,160.845,1518.1
138,844,C,17,H,7,26.5,160.865,1519.8
138,844,C,17,H,7,28.5,160.885,1518.9
138,844,C,17,H,7,30.5,160.905,1519.8
138,844,C,17,H,7,32.5,160.925,1518.9
138,844,C,17,H,7,34.5,160.945,1520.6
138,844,C,17,H,7,36.5,160.965,1519.7
138,844,C,17,H,7,38.5,160.985,1519.7
138,844,C,17,H,7,40.5,161.005,1519.7
138,844,C,17,H,7,42.5,161.025,1521.5
138,844,C,17,H,7,44.5,161.045,1521.5
138,844,C,17,H,7,46.5,161.065,1519.6
138,844,C,17,H,7,48.5,161.085,1518.8
138,844,C,17,H,7,50.5,161.105,1520.6
138,844,C,17,H,7,52.5,161.125,1518.8
138,844,C,17,H,7,54.5,161.145,1521.4
138,844,C,17,H,7,56.5,161.165,1452.9
138,844,C,17,H,7,58.5,161.185,2185.5
138,844,C,17,H,7,60.5,161.205,2185.5
138,844,C,17,H,7,62.5,161.225,2185.5
138,844,C,17,H,7,64.5,161.245,2189.1
138,844,C,17,H,7,66.5,161.265,2184.2
138,844,C,17,H,7,68.5,161.285,2182.8
138,844,C,17,H,7,70.5,161.305,2185.1
138,844,C,17,H,7,72.5,161.325,1545.3
138,844,C,17,H,7,74.7,161.347,1472.5
138,844,C,17,H,7,76.6,161.366,1473.4
138,844,C,18,H,1,2.5,161.125,2264.7
138,844,C,18,H,1,4.5,161.145,2268.4
138,844,C,18,H,1,6.5,161.165,1455.8
138,844,C,18,H,1,8.5,161.185,1454
138,844,C,18,H,1,10.5,161.205,1521.6
138,844,C,18,H,1,12.5,161.225,1517.2
138,844,C,18,H,1,14.5,161.245,1516.2
138,844,C,18,H,1,16.5,161.265,1514.5
138,844,C,18,H,1,18.5,161.285,1517.2
138,844,C,18,H,1,20.5,161.305,1513.7
138,844,C,18,H,1,22.5,161.325,1515.4
138,844,C,18,H,1,24.5,161.345,1513.7
138,844,C,18,H,1,26.5,161.365,1514.6
138,844,C,18,H,1,28.5,161.385,1514.6
138,844,C,18,H,1,30.5,161.405,1515.5
138,844,C,18,H,1,32.5,161.425,1515.5
138,844,C,18,H,1,34.5,161.445,1514.7
138,844,C,18,H,1,36.5,161.465,1515.6
138,844,C,18,H,1,38.5,161.485,1515.6
138,844,C,18,H,1,40.5,161.505,1514.8
138,844,C,18,H,1,42.5,161.525,1514.8
138,844,C,18,H,1,44.8,161.548,1514.8
138,844,C,18,H,1,46.5,161.565,1513.9
138,844,C,18,H,1,48.5,161.585,1514.8
138,844,C,18,H,1,50.5,161.605,1513.1
138,844,C,18,H,1,52.5,161.625,1513.1
138,844,C,18,H,1,54.5,161.645,1515.7
138,844,C,18,H,1,56.5,161.665,1516.6
138,844,C,18,H,1,58.5,161.685,1514
138,844,C,18,H,1,60.5,161.705,1516.6
138,844,C,18,H,1,62.5,161.725,1512.3
138,844,C,18,H,1,64.5,161.745,1514.9
138,844,C,18,H,1,66.5,161.765,1516.6
138,844,C,18,H,1,68.5,161.785,1517.4
138,844,C,18,H,1,70.5,161.805,1515.7
138,844,C,18,H,1,72.5,161.825,1516.5
138,844,C,18,H,1,74.5,161.845,1516.5
138,844,C,18,H,1,76.5,161.865,1516.5
138,844,C,18,H,1,78.5,161.885,1518.3
138,844,C,18,H,1,80.5,161.905,1517.4
138,844,C,18,H,1,82.5,161.925,1517.4
138,844,C,18,H,1,84.5,161.945,1516.6
138,844,C,18,H,1,86.5,161.965,1518.4
138,844,C,18,H,1,88.5,161.985,1518.4
138,844,C,18,H,1,90.5,162.005,1520.2
138,844,C,18,H,1,92.5,162.025,1517.5
138,844,C,18,H,1,94.5,162.045,1518.5
138,844,C,18,H,1,96.5,162.065,1518.5
138,844,C,18,H,1,98.5,162.085,1516.7
138,844,C,18,H,1,100.5,162.105,1517.5
138,844,C,18,H,1,102.5,162.125,1518.5
138,844,C,18,H,1,104.5,162.145,1516.6
138,844,C,18,H,1,106.5,162.165,1517.5
138,844,C,18,H,1,108.5,162.185,1515.7
138,844,C,18,H,1,110.5,162.205,1516.5
138,844,C,18,H,1,112.5,162.225,1517.4
138,844,C,18,H,1,114.5,162.245,1514.7
138,844,C,18,H,1,116.5,162.265,1512.1
138,844,C,18,H,1,118.5,162.285,1513.8
138,844,C,18,H,1,120.5,162.305,1512.9
138,844,C,18,H,1,122.5,162.325,1512.9
138,844,C,18,H,1,124.5,162.345,1513.7
138,844,C,18,H,1,126.5,162.365,1513.7
138,844,C,18,H,1,128.5,162.385,1511.2
138,844,C,18,H,1,130.5,162.405,1512.9
138,844,C,18,H,1,132.5,162.425,1510.3
138,844,C,18,H,1,134.5,162.445,1512.9
138,844,C,18,H,1,136.5,162.465,1511.2
138,844,C,18,H,1,138.5,162.485,1512.9
138,844,C,18,H,1,140.5,162.505,1510.3
138,844,C,18,H,1,142.5,162.525,1510.3
138,844,C,18,H,1,144.5,162.545,1512
138,844,C,18,H,1,146.5,162.565,2268.4
138,844,C,18,H,1,148.5,162.585,2264.7
138,844,C,18,H,2,2.5,162.625,2268.4
138,844,C,18,H,2,4.5,162.645,2264.7
138,844,C,18,H,2,6.5,162.665,1516.4
138,844,C,18,H,2,8.5,162.685,1521.5
138,844,C,18,H,2,10.5,162.705,1516
138,844,C,18,H,2,12.5,162.725,1514.6
138,844,C,18,H,2,14.5,162.745,1513.7
138,844,C,18,H,2,16.5,162.765,1512.8
138,844,C,18,H,2,18.5,162.785,1515.4
138,844,C,18,H,2,20.5,162.805,1517.1
138,844,C,18,H,2,22.5,162.825,1519.7
138,844,C,18,H,2,24.5,162.845,1522.3
138,844,C,18,H,2,26.5,162.865,1516.2
138,844,C,18,H,2,28.5,162.885,1521.4
138,844,C,18,H,2,30.5,162.905,1520.5
138,844,C,18,H,2,32.5,162.925,1522.2
138,844,C,18,H,2,34.5,162.945,1524
138,844,C,18,H,2,36.5,162.965,1525.7
138,844,C,18,H,2,38.5,162.985,1527.4
138,844,C,18,H,2,40.5,163.005,1525.6
138,844,C,18,H,2,42.5,163.025,1525.6
138,844,C,18,H,2,44.5,163.045,1540.8
138,844,C,18,H,2,46.5,163.065,1543.5
138,844,C,18,H,2,48.5,163.085,1529.3
138,844,C,18,H,2,50.5,163.105,1523.1
138,844,C,18,H,2,52.5,163.125,1523.1
138,844,C,18,H,2,54.5,163.145,1523.2
138,844,C,18,H,2,56.5,163.165,1520.6
138,844,C,18,H,2,58.5,163.185,1525
138,844,C,18,H,2,60.5,163.205,1525
138,844,C,18,H,2,62.5,163.225,1525
138,844,C,18,H,2,64.8,163.248,1523.2
138,844,C,18,H,2,66.5,163.265,1525
138,844,C,18,H,2,68.5,163.285,1524.1
138,844,C,18,H,2,70.5,163.305,1524.1
138,844,C,18,H,2,72.5,163.325,1524.9
138,844,C,18,H,2,74.5,163.345,1529.3
138,844,C,18,H,2,76.5,163.365,1528.4
138,844,C,18,H,2,78.5,163.385,1529.3
138,844,C,18,H,2,80.5,163.405,1532.9
138,844,C,18,H,2,82.5,163.425,1534.6
138,844,C,18,H,2,84.5,163.445,1531.1
138,844,C,18,H,2,86.5,163.465,1531.1
138,844,C,18,H,2,88.5,163.485,1530.3
138,844,C,18,H,2,90.5,163.505,1529.3
138,844,C,18,H,2,92.5,163.525,1527.6
138,844,C,18,H,2,94.5,163.545,1525.8
138,844,C,18,H,2,96.5,163.565,1525.8
138,844,C,18,H,2,98.5,163.585,1525.8
138,844,C,18,H,2,100.5,163.605,1525.8
138,844,C,18,H,2,102.5,163.625,1524.1
138,844,C,18,H,2,104.5,163.645,1525.8
138,844,C,18,H,2,106.5,163.665,1525
138,844,C,18,H,2,108.5,163.685,1523.2
138,844,C,18,H,2,110.5,163.705,1523.2
138,844,C,18,H,2,112.5,163.725,1521.5
138,844,C,18,H,2,114.5,163.745,1521.5
138,844,C,18,H,2,116.5,163.765,1522.3
138,844,C,18,H,2,118.5,163.785,1523.2
138,844,C,18,H,2,120.5,163.805,1522.4
138,844,C,18,H,2,122.5,163.825,1522.4
138,844,C,18,H,2,124.5,163.845,1524.1
138,844,C,18,H,2,126.5,163.865,1525.1
138,844,C,18,H,2,128.5,163.885,1525.1
138,844,C,18,H,2,130.5,163.905,1525.1
138,844,C,18,H,2,132.5,163.925,1521.6
138,844,C,18,H,2,134.5,163.945,1522.5
138,844,C,18,H,2,136.5,163.965,1522.5
138,844,C,18,H,2,138.5,163.985,1519.8
138,844,C,18,H,2,140.5,164.005,1522.5
138,844,C,18,H,2,142.5,164.025,1525.1
138,844,C,18,H,2,144.5,164.045,1524.1
138,844,C,18,H,2,146.7,164.067,2264.7
138,844,C,18,H,2,148.5,164.085,2264.7
138,844,C,18,H,3,2.5,164.125,2264.7
138,844,C,18,H,3,4.6,164.146,2264.7
138,844,C,18,H,3,6.5,164.165,1530.3
138,844,C,18,H,3,8.5,164.185,1526.7
138,844,C,18,H,3,10.5,164.205,1520.9
138,844,C,18,H,3,12.5,164.225,1520.9
138,844,C,18,H,3,14.5,164.245,1520.9
138,844,C,18,H,3,16.5,164.265,1520
138,844,C,18,H,3,18.5,164.285,1520
138,844,C,18,H,3,20.5,164.305,1522.7
138,844,C,18,H,3,22.5,164.325,1525.2
138,844,C,18,H,3,24.5,164.345,1526.1
138,844,C,18,H,3,26.5,164.365,1528.7
138,844,C,18,H,3,28.5,164.385,1521.7
138,844,C,18,H,3,30.5,164.405,1521.7
138,844,C,18,H,3,32.5,164.425,1523.5
138,844,C,18,H,3,34.5,164.445,1524.3
138,844,C,18,H,3,36.5,164.465,1522.6
138,844,C,18,H,3,38.5,164.485,1534
138,844,C,18,H,3,40.5,164.505,1524.3
138,844,C,18,H,3,42.5,164.525,1519.1
138,844,C,18,H,3,44.5,164.545,1519.1
138,844,C,18,H,3,46.5,164.565,1522.6
138,844,C,18,H,3,48.5,164.585,1519.1
138,844,C,18,H,3,50.5,164.605,1521.7
138,844,C,18,H,3,52.5,164.625,1520.8
138,844,C,18,H,3,54.5,164.645,1524.3
138,844,C,18,H,3,56.5,164.665,1521.7
138,844,C,18,H,3,58.5,164.685,1521.7
138,844,C,18,H,3,60.5,164.705,1521.7
138,844,C,18,H,3,62.5,164.725,1529.7
138,844,C,18,H,3,64.8,164.748,1527.1
138,844,C,18,H,3,66.5,164.765,1527.1
138,844,C,18,H,3,68.5,164.785,1527.1
138,844,C,18,H,3,70.5,164.805,1528.8
138,844,C,18,H,3,72.5,164.825,1527.9
138,844,C,18,H,3,74.5,164.845,1536.7
138,844,C,18,H,3,76.5,164.865,1533.2
138,844,C,18,H,3,78.5,164.885,1526.1
138,844,C,18,H,3,80.5,164.905,1528.7
138,844,C,18,H,3,82.5,164.925,1527.9
138,844,C,18,H,3,84.5,164.945,1531.4
138,844,C,18,H,3,86.5,164.965,1527.9
138,844,C,18,H,3,88.5,164.985,1527.9
138,844,C,18,H,3,90.5,165.005,1526.1
138,844,C,18,H,3,92.5,165.025,1527.9
138,844,C,18,H,3,94.5,165.045,1525.3
138,844,C,18,H,3,96.5,165.065,1523.6
138,844,C,18,H,3,98.5,165.085,1524.4
138,844,C,18,H,3,100.5,165.105,1527.1
138,844,C,18,H,3,102.5,165.125,1525.3
138,844,C,18,H,3,104.5,165.145,1528.8
138,844,C,18,H,3,106.5,165.165,1530.6
138,844,C,18,H,3,108.5,165.185,1522.7
138,844,C,18,H,3,110.5,165.205,1529.7
138,844,C,18,H,3,112.5,165.225,1542.9
138,844,C,18,H,3,114.5,165.245,1535.8
138,844,C,18,H,3,116.5,165.265,1549.2
138,844,C,18,H,3,118.5,165.285,1533.1
138,844,C,18,H,3,120.5,165.305,1523.4
138,844,C,18,H,3,122.5,165.325,1525.1
138,844,C,18,H,3,124.5,165.345,1522.5
138,844,C,18,H,3,126.5,165.365,1525.1
138,844,C,18,H,3,128.5,165.385,1527.7
138,844,C,18,H,3,130.5,165.405,1563.7
138,844,C,18,H,3,132.5,165.425,1555.5
138,844,C,18,H,3,134.5,165.445,1564.7
138,844,C,18,H,3,136.5,165.465,1536.6
138,844,C,18,H,3,138.5,165.485,1535.8
138,844,C,18,H,3,140.5,165.505,1532.3
138,844,C,18,H,3,142.5,165.525,1526.1
138,844,C,18,H,3,144.5,165.545,1528
138,844,C,18,H,3,146.5,165.565,2264.7
138,844,C,18,H,3,148.5,165.585,2264.7
138,844,C,18,H,4,2.5,165.625,2268.4
138,844,C,18,H,4,4.6,165.646,2264.7
138,844,C,18,H,4,6.5,165.665,1545.2
138,844,C,18,H,4,8.5,165.685,1552.3
138,844,C,18,H,4,10.5,165.705,1538.6
138,844,C,18,H,4,12.5,165.725,1533.2
138,844,C,18,H,4,14.5,165.745,1533.2
138,844,C,18,H,4,16.5,165.765,1532.3
138,844,C,18,H,4,18.5,165.785,1532.3
138,844,C,18,H,4,20.5,165.805,1530.5
138,844,C,18,H,4,22.5,165.825,1527
138,844,C,18,H,4,24.5,165.845,1525.1
138,844,C,18,H,4,26.5,165.865,1526.9
138,844,C,18,H,4,28.5,165.885,1526.8
138,844,C,18,H,4,30.5,165.905,1523.3
138,844,C,18,H,4,32.5,165.925,1521.5
138,844,C,18,H,4,34.5,165.945,1519.7
138,844,C,18,H,4,36.5,165.965,1522.3
138,844,C,18,H,4,38.5,165.985,1524.1
138,844,C,18,H,4,40.5,166.005,1522.3
138,844,C,18,H,4,42.5,166.025,1518.8
138,844,C,18,H,4,44.8,166.048,1519.6
138,844,C,18,H,4,46.5,166.065,1520.5
138,844,C,18,H,4,48.5,166.085,1522.2
138,844,C,18,H,4,50.5,166.105,1521.4
138,844,C,18,H,4,52.5,166.125,1521.4
138,844,C,18,H,4,54.5,166.145,1521.4
138,844,C,18,H,4,56.5,166.165,1521.4
138,844,C,18,H,4,58.5,166.185,1519.6
138,844,C,18,H,4,60.5,166.205,1519.6
138,844,C,18,H,4,62.5,166.225,1519.6
138,844,C,18,H,4,64.5,166.245,1517.9
138,844,C,18,H,4,66.5,166.265,1521.4
138,844,C,18,H,4,68.5,166.285,1517.9
138,844,C,18,H,4,70.5,166.305,1518
138,844,C,18,H,4,72.5,166.325,1518.9
138,844,C,18,H,4,74.5,166.345,1522.5
138,844,C,18,H,4,76.5,166.365,1521.6
138,844,C,18,H,4,78.5,166.385,1521.6
138,844,C,18,H,4,80.5,166.405,1524.2
138,844,C,18,H,4,82.5,166.425,1522.5
138,844,C,18,H,4,84.5,166.445,1521.6
138,844,C,18,H,4,86.5,166.465,1523.3
138,844,C,18,H,4,88.5,166.485,1526.8
138,844,C,18,H,4,90.5,166.505,1526.8
138,844,C,18,H,4,92.5,166.525,1525.1
138,844,C,18,H,4,94.5,166.545,1526
138,844,C,18,H,4,96.5,166.565,1525.1
138,844,C,18,H,4,98.5,166.585,1523.4
138,844,C,18,H,4,100.5,166.605,1521.6
138,844,C,18,H,4,102.5,166.625,1519.9
138,844,C,18,H,4,104.5,166.645,1523.4
138,844,C,18,H,4,106.5,166.665,1520.7
138,844,C,18,H,4,108.5,166.685,1518.2
138,844,C,18,H,4,110.5,166.705,1519.8
138,844,C,18,H,4,112.5,166.725,1521.6
138,844,C,18,H,4,114.5,166.745,1519.8
138,844,C,18,H,4,116.5,166.765,1517.2
138,844,C,18,H,4,118.5,166.785,1518
138,844,C,18,H,4,120.5,166.805,1516.2
138,844,C,18,H,4,122.5,166.825,1516.2
138,844,C,18,H,4,124.5,166.845,1518
138,844,C,18,H,4,126.5,166.865,1515.3
138,844,C,18,H,4,128.5,166.885,1518
138,844,C,18,H,4,130.5,166.905,1518
138,844,C,18,H,4,132.5,166.925,1518
138,844,C,18,H,4,134.5,166.945,1519.7
138,844,C,18,H,4,136.5,166.965,1518.8
138,844,C,18,H,4,138.5,166.985,1518
138,844,C,18,H,4,140.5,167.005,1520.6
138,844,C,18,H,4,142.5,167.025,1519.7
138,844,C,18,H,4,144.5,167.045,1520.6
138,844,C,18,H,4,146.5,167.065,2264.7
138,844,C,18,H,4,148.5,167.085,2264.7
138,844,C,18,H,5,2.5,167.125,2268.4
138,844,C,18,H,5,4.5,167.145,2264.7
138,844,C,18,H,5,6.5,167.165,1527.2
138,844,C,18,H,5,8.5,167.185,1525.4
138,844,C,18,H,5,10.5,167.205,1526
138,844,C,18,H,5,12.5,167.225,1524.9
138,844,C,18,H,5,14.5,167.245,1526.6
138,844,C,18,H,5,16.5,167.265,1526.6
138,844,C,18,H,5,18.5,167.285,1526.6
138,844,C,18,H,5,20.5,167.305,1527.5
138,844,C,18,H,5,22.5,167.325,1529.2
138,844,C,18,H,5,24.5,167.345,1529.2
138,844,C,18,H,5,26.6,167.366,1532.8
138,844,C,18,H,5,28.5,167.385,1531
138,844,C,18,H,5,30.5,167.405,1526.6
138,844,C,18,H,5,32.5,167.425,1526.6
138,844,C,18,H,5,34.5,167.445,1528.4
138,844,C,18,H,5,36.5,167.465,1530.2
138,844,C,18,H,5,38.5,167.485,1530.2
138,844,C,18,H,5,40.5,167.505,1528.4
138,844,C,18,H,5,42.5,167.525,1526.6
138,844,C,18,H,5,44.8,167.548,1528.4
138,844,C,18,H,5,46.5,167.565,1528.4
138,844,C,18,H,5,48.5,167.585,1524.9
138,844,C,18,H,5,50.5,167.605,1527.6
138,844,C,18,H,5,52.5,167.625,1526.6
138,844,C,18,H,5,54.5,167.645,1528.4
138,844,C,18,H,5,56.5,167.665,1524.9
138,844,C,18,H,5,58.5,167.685,1527.6
138,844,C,18,H,5,60.5,167.705,1532
138,844,C,18,H,5,62.5,167.725,1526.7
138,844,C,18,H,5,64.5,167.745,1525.9
138,844,C,18,H,5,66.5,167.765,1527.6
138,844,C,18,H,5,68.5,167.785,1525.9
138,844,C,18,H,5,70.5,167.805,1525.9
138,844,C,18,H,5,72.5,167.825,1524.1
138,844,C,18,H,5,74.5,167.845,1524.1
138,844,C,18,H,5,76.5,167.865,1527.6
138,844,C,18,H,5,78.5,167.885,1526.7
138,844,C,18,H,5,80.5,167.905,1524.1
138,844,C,18,H,5,82.5,167.925,1525.1
138,844,C,18,H,5,84.5,167.945,1524.1
138,844,C,18,H,5,86.5,167.965,1525.9
138,844,C,18,H,5,88.6,167.986,1523.2
138,844,C,18,H,5,90.5,168.005,1522.3
138,844,C,18,H,5,92.5,168.025,1522.3
138,844,C,18,H,5,94.5,168.045,1525
138,844,C,18,H,5,96.5,168.065,1523.2
138,844,C,18,H,5,98.5,168.085,1526.7
138,844,C,18,H,5,100.5,168.105,1523.2
138,844,C,18,H,5,102.5,168.125,1523.2
138,844,C,18,H,5,104.5,168.145,1525.9
138,844,C,18,H,5,106.5,168.165,1523.2
138,844,C,18,H,5,108.5,168.185,1523.2
138,844,C,18,H,5,110.5,168.205,1521.5
138,844,C,18,H,5,112.5,168.225,1520.6
138,844,C,18,H,5,114.5,168.245,1520.6
138,844,C,18,H,5,116.5,168.265,1520.6
138,844,C,18,H,5,118.5,168.285,1521.6
138,844,C,18,H,5,120.5,168.305,1522.5
138,844,C,18,H,5,122.5,168.325,1524.2
138,844,C,18,H,5,124.5,168.345,1523.4
138,844,C,18,H,5,126.5,168.365,1524.3
138,844,C,18,H,5,128.5,168.385,1521.6
138,844,C,18,H,5,130.5,168.405,1523.4
138,844,C,18,H,5,132.5,168.425,1521.7
138,844,C,18,H,5,134.5,168.445,1522.7
138,844,C,18,H,5,136.5,168.465,1522.7
138,844,C,18,H,5,138.5,168.485,1522.7
138,844,C,18,H,5,140.5,168.505,1521
138,844,C,18,H,5,142.5,168.525,1521.9
138,844,C,18,H,5,144.5,168.545,1521.1
138,844,C,18,H,5,146.5,168.565,2260.5
138,844,C,18,H,5,148.5,168.585,2264.7
138,844,C,18,H,6,2.5,168.625,2264.7
138,844,C,18,H,6,4.5,168.645,2264.7
138,844,C,18,H,6,6.5,168.665,1530.1
138,844,C,18,H,6,8.5,168.685,1532.7
138,844,C,18,H,6,10.5,168.705,1530.8
138,844,C,18,H,6,12.5,168.725,1529.6
138,844,C,18,H,6,14.5,168.745,1526.9
138,844,C,18,H,6,16.5,168.765,1526
138,844,C,18,H,6,18.5,168.785,1525.9
138,844,C,18,H,6,20.5,168.805,1525.9
138,844,C,18,H,6,22.5,168.825,1526.7
138,844,C,18,H,6,24.5,168.845,1529.3
138,844,C,18,H,6,26.5,168.865,1527.6
138,844,C,18,H,6,28.5,168.885,1527.6
138,844,C,18,H,6,30.5,168.905,1528.4
138,844,C,18,H,6,32.5,168.925,1528.4
138,844,C,18,H,6,34.5,168.945,1523
138,844,C,18,H,6,36.5,168.965,1519.5
138,844,C,18,H,6,38.5,168.985,1523
138,844,C,18,H,6,40.5,169.005,1524
138,844,C,18,H,6,42.5,169.025,1521.3
138,844,C,18,H,6,44.8,169.048,1524
138,844,C,18,H,6,46.5,169.065,1524.9
138,844,C,18,H,6,48.5,169.085,1522.3
138,844,C,18,H,6,50.5,169.105,1520.6
138,844,C,18,H,6,52.5,169.125,1522.3
138,844,C,18,H,6,54.5,169.145,1526.7
138,844,C,18,H,6,56.5,169.165,1526.7
138,844,C,18,H,6,58.5,169.185,1530.3
138,844,C,18,H,6,60.5,169.205,1528.5
138,844,C,18,H,6,62.5,169.225,1531.2
138,844,C,18,H,6,64.8,169.248,1535.6
138,844,C,18,H,6,66.5,169.265,1534.7
138,844,C,18,H,6,68.5,169.285,1534.7
138,844,C,18,H,6,70.5,169.305,1534.7
138,844,C,18,H,6,72.5,169.325,1533.8
138,844,C,18,H,6,74.5,169.345,1532
138,844,C,18,H,6,76.5,169.365,1533.8
138,844,C,18,H,6,78.5,169.385,1533.8
138,844,C,18,H,6,80.5,169.405,1535.6
138,844,C,18,H,6,82.5,169.425,1539.1
138,844,C,18,H,6,84.5,169.445,1537.4
138,844,C,18,H,6,86.5,169.465,1539.1
138,844,C,18,H,6,88.5,169.485,1542.7
138,844,C,18,H,6,90.5,169.505,1536.4
138,844,C,18,H,6,92.5,169.525,1540
138,844,C,18,H,6,94.5,169.545,1537.4
138,844,C,18,H,6,96.5,169.565,1535.6
138,844,C,18,H,6,98.5,169.585,1535.6
138,844,C,18,H,6,100.5,169.605,1535.6
138,844,C,18,H,6,102.5,169.625,1540.1
138,844,C,18,H,6,104.5,169.645,1540.1
138,844,C,18,H,6,106.5,169.665,1541
138,844,C,18,H,6,108.5,169.685,1542.8
138,844,C,18,H,6,110.5,169.705,1558.2
138,844,C,18,H,6,112.5,169.725,1554.6
138,844,C,18,H,6,114.5,169.745,1557.3
138,844,C,18,H,6,116.5,169.765,1558.2
138,844,C,18,H,6,118.5,169.785,1548.3
138,844,C,18,H,6,120.5,169.805,1539.3
138,844,C,18,H,6,122.5,169.825,1537.5
138,844,C,18,H,6,124.5,169.845,1538.4
138,844,C,18,H,6,126.5,169.865,1537.5
138,844,C,18,H,6,128.5,169.885,1541.1
138,844,C,18,H,6,130.5,169.905,1561
138,844,C,18,H,6,132.5,169.925,1552.7
138,844,C,18,H,6,134.5,169.945,1553.7
138,844,C,18,H,6,136.5,169.965,1557.3
138,844,C,18,H,6,138.5,169.985,1544.7
138,844,C,18,H,6,140.5,170.005,1545.5
138,844,C,18,H,6,142.5,170.025,1546.4
138,844,C,18,H,6,144.5,170.045,1543.8
138,844,C,18,H,6,146.7,170.067,2264.7
138,844,C,18,H,6,148.5,170.085,2268.4
138,844,C,18,H,7,2.5,170.125,2264.7
138,844,C,18,H,7,4.6,170.146,2268.4
138,844,C,18,H,7,6.5,170.165,1544.9
138,844,C,18,H,7,8.5,170.185,1547.6
138,844,C,18,H,7,10.5,170.205,1544.5
138,844,C,18,H,7,12.5,170.225,1542.7
138,844,C,18,H,7,14.5,170.245,1540.9
138,844,C,18,H,7,16.5,170.265,1542.6
138,844,C,18,H,7,18.5,170.285,1531.9
138,844,C,18,H,7,20.5,170.305,1526.6
138,844,C,18,H,7,22.5,170.325,1528.3
138,844,C,18,H,7,24.5,170.345,1527.4
