Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Vel.(m/s)
138,844,A,1,H,3,-0.5,            ,2268.4
138,844,A,1,H,3,2.5,3.025,2264.7
138,844,A,1,H,3,5.5,3.055,1515.8
138,844,A,1,H,3,8.5,3.085,1542.9
138,844,A,1,H,3,11.5,3.115,1508
138,844,A,1,H,3,14.5,3.145,1503.7
138,844,A,1,H,3,17.5,3.175,1505.4
138,844,A,1,H,3,20.5,3.205,1505.4
138,844,A,1,H,3,23.5,3.235,1505.4
138,844,A,1,H,3,26.5,3.265,1503.7
138,844,A,1,H,3,29.5,3.295,1504.6
138,844,A,1,H,3,32.5,3.325,1502.9
138,844,A,1,H,3,35.5,3.355,1504.6
138,844,A,1,H,3,38.5,3.385,1506.3
138,844,A,1,H,3,41.5,3.415,1505.5
138,844,A,1,H,3,44.5,3.445,1502.9
138,844,A,1,H,3,47.5,3.475,1504.6
138,844,A,1,H,3,50.5,3.505,1505.5
138,844,A,1,H,3,53.5,3.535,1503.8
138,844,A,1,H,3,56.5,3.565,1506.4
138,844,A,1,H,3,59.5,3.595,1502.1
138,844,A,1,H,3,62.5,3.625,1503
138,844,A,1,H,3,65.5,3.655,1503.8
138,844,A,1,H,3,68.5,3.685,1503.8
138,844,A,1,H,3,71.5,3.715,1502.9
138,844,A,1,H,3,74.5,3.745,1503.8
138,844,A,1,H,3,77.5,3.775,1502.9
138,844,A,1,H,3,80.5,3.805,1505.5
138,844,A,1,H,3,83.5,3.835,1504.7
138,844,A,1,H,3,86.5,3.865,1503
138,844,A,1,H,3,89.5,3.895,1504.7
138,844,A,1,H,3,92.5,3.925,1504.7
138,844,A,1,H,3,95.5,3.955,1503
138,844,A,1,H,3,98.5,3.985,1502.1
138,844,A,1,H,3,101.5,4.015,1502.9
138,844,A,1,H,3,104.5,4.045,1501.9
138,844,A,1,H,3,107.5,4.075,1503.7
138,844,A,1,H,3,110.5,4.105,1501
138,844,A,1,H,3,113.5,4.135,1501.8
138,844,A,1,H,3,116.5,4.165,1501.8
138,844,A,1,H,3,119.5,4.195,1505.3
138,844,A,1,H,3,122.5,4.225,1504.3
138,844,A,1,H,3,125.5,4.255,1501.8
138,844,A,1,H,3,128.5,4.285,1500
138,844,A,1,H,3,131.5,4.315,1500
138,844,A,1,H,3,134.5,4.345,1505.3
138,844,A,1,H,3,137.5,4.375,1501.8
138,844,A,1,H,3,140.5,4.405,1501.1
138,844,A,1,H,3,143.5,4.435,1501.1
138,844,A,1,H,3,146.7,4.467,1516.1
138,844,A,1,H,3,149.5,4.495,1530.9
138,844,A,1,H,4,-0.5,            ,2268.4
138,844,A,1,H,4,2.5,4.525,2264.7
138,844,A,1,H,4,5.5,4.555,1516.9
138,844,A,1,H,4,8.5,4.585,1509.9
138,844,A,1,H,4,11.5,4.615,1506.7
138,844,A,1,H,4,14.5,4.645,1505.8
138,844,A,1,H,4,17.5,4.675,1507.5
138,844,A,1,H,4,20.5,4.705,1505.8
138,844,A,1,H,4,23.5,4.735,1507.5
138,844,A,1,H,4,26.5,4.765,1507.5
138,844,A,1,H,4,29.5,4.795,1506.7
138,844,A,1,H,4,32.5,4.825,1506.7
138,844,A,1,H,4,35.5,4.855,1506.7
138,844,A,1,H,4,38.5,4.885,1506.7
138,844,A,1,H,4,41.5,4.915,1506.7
138,844,A,1,H,4,44.5,4.945,1505
138,844,A,1,H,4,47.5,4.975,1506.7
138,844,A,1,H,4,50.5,5.005,1506.7
138,844,A,1,H,4,53.5,5.035,1506.7
138,844,A,1,H,4,56.5,5.065,1505
138,844,A,1,H,4,59.5,5.095,1505
138,844,A,1,H,4,62.5,5.125,1505.9
138,844,A,1,H,4,65.5,5.155,1505.9
138,844,A,1,H,4,68.5,5.185,1506.7
138,844,A,1,H,4,71.5,5.215,1505.9
138,844,A,1,H,4,74.5,5.245,1506.7
138,844,A,1,H,4,77.5,5.275,1506.7
138,844,A,1,H,4,80.5,5.305,1505
138,844,A,1,H,4,83.5,5.335,1505
138,844,A,1,H,4,86.5,5.365,1505.1
138,844,A,1,H,4,89.5,5.395,1509.4
138,844,A,1,H,4,92.5,5.425,1507.7
138,844,A,1,H,4,95.5,5.455,1508.6
138,844,A,1,H,4,98.5,5.485,1506
138,844,A,1,H,4,101.5,5.515,1506.9
138,844,A,1,H,4,104.5,5.545,1507.8
138,844,A,1,H,4,107.5,5.575,1507.8
138,844,A,1,H,4,110.5,5.605,1508.6
138,844,A,1,H,4,113.5,5.635,1510.4
138,844,A,1,H,4,116.5,5.665,1507.7
138,844,A,1,H,4,119.5,5.695,1508.5
138,844,A,1,H,4,122.5,5.725,1508.5
138,844,A,1,H,4,125.5,5.755,1507.6
138,844,A,1,H,4,128.5,5.785,1509.3
138,844,A,1,H,4,131.5,5.815,1506.7
138,844,A,1,H,4,134.5,5.845,1508.4
138,844,A,1,H,4,137.5,5.875,1507.5
138,844,A,1,H,4,140.5,5.905,1505.8
138,844,A,1,H,4,143.5,5.935,1507.5
138,844,A,1,H,4,146.5,5.965,1518.9
138,844,A,1,H,4,149.5,5.995,1531
138,844,A,1,H,5,-0.5,            ,2264.7
138,844,A,1,H,5,2.5,6.025,2268.4
138,844,A,1,H,5,5.5,6.055,2201.3
138,844,A,1,H,5,8.5,6.085,2198.7
138,844,A,1,H,5,11.5,6.115,2181.2
138,844,A,1,H,5,14.5,6.145,2178.9
138,844,A,1,H,5,17.5,6.175,2177.6
138,844,A,1,H,5,20.5,6.205,2181.2
138,844,A,1,H,5,23.5,6.235,1502.2
138,844,A,1,H,5,26.5,6.265,1506.4
138,844,A,1,H,5,29.5,6.295,1504.7
138,844,A,1,H,5,32.5,6.325,1504.7
138,844,A,1,H,5,35.5,6.355,1505.6
138,844,A,1,H,5,38.5,6.385,1503.9
138,844,A,1,H,5,41.5,6.415,1502.2
138,844,A,1,H,5,44.5,6.445,1503
138,844,A,1,H,5,47.5,6.475,1500.5
138,844,A,1,H,5,50.5,6.505,1503.1
138,844,A,1,H,5,53.5,6.535,1502.3
138,844,A,1,H,5,56.5,6.565,1502.4
138,844,A,1,H,5,59.5,6.595,1503.3
138,844,A,1,H,5,62.5,6.625,1504.3
138,844,A,1,H,5,65.5,6.655,1503.5
138,844,A,1,H,5,68.5,6.685,1504.4
138,844,A,1,H,5,71.5,6.715,1504.4
138,844,A,1,H,5,74.5,6.745,1507
138,844,A,1,H,5,77.5,6.775,1506.1
138,844,A,1,H,5,80.5,6.805,1507
138,844,A,1,H,5,83.5,6.835,1505.3
138,844,A,1,H,5,86.5,6.865,1505.3
138,844,A,1,H,5,89.5,6.895,1506.1
138,844,A,1,H,5,92.5,6.925,1504.3
138,844,A,1,H,5,95.5,6.955,1507.7
138,844,A,1,H,5,98.5,6.985,1506.8
138,844,A,1,H,5,101.5,7.015,1506.7
138,844,A,1,H,5,104.5,7.045,1507.5
138,844,A,1,H,5,107.5,7.075,1508.3
138,844,A,1,H,5,110.5,7.105,1505.7
138,844,A,1,H,5,113.5,7.135,1506.5
138,844,A,1,H,5,116.5,7.165,1504.8
138,844,A,1,H,5,119.5,7.195,1504.7
138,844,A,1,H,5,122.5,7.225,1508.1
138,844,A,1,H,5,125.5,7.255,1506.4
138,844,A,1,H,5,128.5,7.285,1509
138,844,A,1,H,5,131.5,7.315,1507.3
138,844,A,1,H,5,134.5,7.345,1503.9
138,844,A,1,H,5,137.5,7.375,1504.8
138,844,A,1,H,5,140.5,7.405,1506.5
138,844,A,1,H,5,143.5,7.435,1507.4
138,844,A,1,H,5,146.6,7.466,1515.8
138,844,A,1,H,5,149.5,7.495,1526.3
138,844,A,1,H,6,-0.5,            ,2264.7
138,844,A,1,H,6,2.5,7.525,2264.7
138,844,A,1,H,6,5.5,7.555,2213.2
138,844,A,1,H,6,8.5,7.585,2215.5
138,844,A,1,H,6,11.5,7.615,2197.4
138,844,A,1,H,6,14.5,7.645,1951.8
138,844,A,1,H,6,17.5,7.675,1511.3
138,844,A,1,H,6,20.5,7.705,1508.6
138,844,A,1,H,6,23.5,7.735,1511.2
138,844,A,1,H,6,26.5,7.765,1510.3
138,844,A,1,H,6,29.5,7.795,1508.5
138,844,A,1,H,6,32.5,7.825,1508.5
138,844,A,1,H,6,35.5,7.855,1509.3
138,844,A,1,H,6,38.5,7.885,1508.4
138,844,A,1,H,6,41.5,7.915,1509.3
138,844,A,1,H,6,44.5,7.945,1508.4
138,844,A,1,H,6,47.5,7.975,1507.5
138,844,A,1,H,6,50.5,8.005,1507.5
138,844,A,1,H,6,53.5,8.035,1508.3
138,844,A,1,H,6,56.5,8.065,1507.5
138,844,A,1,H,6,59.5,8.095,1506.7
138,844,A,1,H,6,62.7,8.127,1506.7
138,844,A,1,H,6,65.5,8.155,1508.4
138,844,A,1,H,6,68.5,8.185,1505.8
138,844,A,1,H,6,71.5,8.215,1506.7
138,844,A,1,H,6,74.5,8.245,1507.5
138,844,A,1,H,6,77.5,8.275,1508.4
138,844,A,1,H,6,80.5,8.305,1508.4
138,844,A,1,H,6,83.5,8.335,1510.1
138,844,A,1,H,6,86.5,8.365,1510.1
138,844,A,1,H,6,89.5,8.395,1509.2
138,844,A,1,H,6,92.5,8.425,1510.1
138,844,A,1,H,6,95.5,8.455,1510.3
138,844,A,1,H,6,98.5,8.485,1511.1
138,844,A,1,H,6,101.5,8.515,1511.1
138,844,A,1,H,6,104.5,8.545,1509.3
138,844,A,1,H,6,107.5,8.575,1510.3
138,844,A,1,H,6,110.5,8.605,1509.3
138,844,A,1,H,6,113.5,8.635,1510.3
138,844,A,1,H,6,116.5,8.665,1510.3
138,844,A,1,H,6,119.5,8.695,1510.3
138,844,A,1,H,6,122.5,8.725,1512.9
138,844,A,1,H,6,125.5,8.755,1510.3
138,844,A,1,H,6,128.5,8.785,1509.3
138,844,A,1,H,6,131.5,8.815,1511.1
138,844,A,1,H,6,134.5,8.845,1510.1
138,844,A,1,H,6,137.5,8.875,1508.4
138,844,A,1,H,6,140.5,8.905,1509.3
138,844,A,1,H,6,143.5,8.935,1507.6
138,844,A,1,H,6,146.5,8.965,1527.6
138,844,A,1,H,6,149.5,8.995,1528.7
138,844,B,1,H,1,2.5,0.025,2268.4
138,844,B,1,H,1,5.5,0.055,2201.3
138,844,B,1,H,1,8.5,0.085,2196
138,844,B,1,H,1,11.5,0.115,2176.2
138,844,B,1,H,1,14.6,0.146,2176.2
138,844,B,1,H,1,17.5,0.175,2176.2
138,844,B,1,H,1,20.5,0.205,2176.2
138,844,B,1,H,1,23.5,0.235,2179.8
138,844,B,1,H,1,26.5,0.265,2174.9
138,844,B,1,H,1,29.5,0.295,2172.3
138,844,B,1,H,1,32.5,0.325,2172.3
138,844,B,1,H,1,35.5,0.355,2171
138,844,B,1,H,1,38.5,0.385,2169.6
138,844,B,1,H,1,41.5,0.415,1543.2
138,844,B,1,H,1,44.5,0.445,1484.7
138,844,B,1,H,1,47.5,0.475,2168.3
138,844,B,1,H,1,50.5,0.505,2171.9
138,844,B,1,H,1,53.5,0.535,1519.1
138,844,B,1,H,1,56.5,0.565,1513.8
138,844,B,1,H,1,59.5,0.595,1513
138,844,B,1,H,1,62.5,0.625,1514.7
138,844,B,1,H,1,65.6,0.656,1513
138,844,B,1,H,1,68.5,0.685,1515.7
138,844,B,1,H,1,71.5,0.715,2175.9
138,844,B,1,H,1,74.5,0.745,2174.9
138,844,B,1,H,1,77.5,0.775,1515.9
138,844,B,1,H,1,80.5,0.805,1513.3
138,844,B,1,H,1,83.5,0.835,1513.3
138,844,B,1,H,1,86.5,0.865,1514.3
138,844,B,1,H,1,89.5,0.895,1515.2
138,844,B,1,H,1,92.6,0.926,1514.4
138,844,B,1,H,1,95.5,0.955,1514.4
138,844,B,1,H,1,98.5,0.985,1513.6
138,844,B,1,H,1,101.5,1.015,1515.3
138,844,B,1,H,1,104.5,1.045,1518.8
138,844,B,1,H,1,107.6,1.076,1517.2
138,844,B,1,H,1,110.6,1.106,1518.1
138,844,B,1,H,1,113.7,1.137,1520.8
138,844,B,1,H,1,116.5,1.165,1528.7
138,844,B,1,H,1,119.5,1.195,1532.3
138,844,B,1,H,1,122.5,1.225,1572.1
138,844,B,1,H,1,125.5,1.255,1639.9
138,844,B,1,H,1,128.5,1.285,1521.9
138,844,B,1,H,1,131.5,1.315,1515.8
138,844,B,1,H,1,134.5,1.345,1517.5
138,844,B,1,H,1,137.5,1.375,1514.9
138,844,B,1,H,1,140.5,1.405,1515.7
138,844,B,1,H,1,143.5,1.435,1515.7
138,844,B,1,H,1,146.5,1.465,1554.7
138,844,B,1,H,1,149.5,1.495,1531.2
138,844,B,1,H,2,2.5,1.525,2264.7
138,844,B,1,H,2,5.5,1.555,2193.4
138,844,B,1,H,2,8.5,1.585,2183.8
138,844,B,1,H,2,11.5,1.615,2160.4
138,844,B,1,H,2,14.5,1.645,2160
138,844,B,1,H,2,17.5,1.675,2153.8
138,844,B,1,H,2,20.5,1.705,2153.8
138,844,B,1,H,2,23.5,1.735,1521.2
138,844,B,1,H,2,26.5,1.765,1514.2
138,844,B,1,H,2,29.5,1.795,1506.3
138,844,B,1,H,2,32.5,1.825,1506.3
138,844,B,1,H,2,35.5,1.855,1506.3
138,844,B,1,H,2,38.5,1.885,1507.3
138,844,B,1,H,2,41.5,1.915,1506.5
138,844,B,1,H,2,44.5,1.945,1508.3
138,844,B,1,H,2,47.5,1.975,1505.7
138,844,B,1,H,2,50.5,2.005,1508.4
138,844,B,1,H,2,53.5,2.035,1507.7
138,844,B,1,H,2,56.5,2.065,1507
138,844,B,1,H,2,59.5,2.095,1508.8
138,844,B,1,H,2,62.5,2.125,1508.8
138,844,B,1,H,2,65.5,2.155,1508
138,844,B,1,H,2,68.5,2.185,1510.7
138,844,B,1,H,2,71.5,2.215,1510.7
138,844,B,1,H,2,74.5,2.245,1508.9
138,844,B,1,H,2,77.5,2.275,1509.8
138,844,B,1,H,2,80.5,2.305,1509.8
138,844,B,1,H,2,83.5,2.335,1510.8
138,844,B,1,H,2,86.5,2.365,1509.9
138,844,B,1,H,2,89.5,2.395,1509
138,844,B,1,H,2,92.5,2.425,1509.8
138,844,B,1,H,2,95.5,2.455,1509.8
138,844,B,1,H,2,98.5,2.485,1509.7
138,844,B,1,H,2,101.5,2.515,1508.8
138,844,B,1,H,2,104.5,2.545,1507.9
138,844,B,1,H,2,107.5,2.575,1506.1
138,844,B,1,H,2,110.5,2.605,1505
138,844,B,1,H,2,113.5,2.635,1503.1
138,844,B,1,H,2,116.5,2.665,1501.4
138,844,B,1,H,2,119.5,2.695,1505.2
138,844,B,1,H,2,122.5,2.725,1505.4
138,844,B,1,H,2,125.5,2.755,1505.5
138,844,B,1,H,2,128.5,2.785,1503.9
138,844,B,1,H,2,131.5,2.815,1504.8
138,844,B,1,H,2,134.5,2.845,1507.5
138,844,B,1,H,2,137.5,2.875,1515.3
138,844,B,1,H,2,140.5,2.905,1515.4
138,844,B,1,H,2,143.5,2.935,1513.8
138,844,B,1,H,2,146.5,2.965,2248.8
138,844,B,1,H,2,149.5,2.995,2268.4
138,844,B,1,H,3,2.5,3.025,2264.7
138,844,B,1,H,3,5.5,3.055,1521.3
138,844,B,1,H,3,8.5,3.085,1519.5
138,844,B,1,H,3,11.5,3.115,1512.9
138,844,B,1,H,3,14.5,3.145,1512.1
138,844,B,1,H,3,17.5,3.175,1512.9
138,844,B,1,H,3,20.5,3.205,1512.9
138,844,B,1,H,3,23.5,3.235,1511.2
138,844,B,1,H,3,26.6,3.266,1510.3
138,844,B,1,H,3,29.5,3.295,1508.5
138,844,B,1,H,3,32.5,3.325,1511.1
138,844,B,1,H,3,35.5,3.355,1512.8
138,844,B,1,H,3,38.5,3.385,1512.8
138,844,B,1,H,3,41.5,3.415,1514.5
138,844,B,1,H,3,44.5,3.445,1511.9
138,844,B,1,H,3,47.5,3.475,1511.9
138,844,B,1,H,3,50.6,3.506,1511.1
138,844,B,1,H,3,53.5,3.535,1512.8
138,844,B,1,H,3,56.5,3.565,1512.8
138,844,B,1,H,3,59.5,3.595,1512
138,844,B,1,H,3,62.5,3.625,1513.7
138,844,B,1,H,3,65.5,3.655,1512
138,844,B,1,H,3,68.5,3.685,1512.8
138,844,B,1,H,3,71.5,3.715,1515.4
138,844,B,1,H,3,74.5,3.745,1515.4
138,844,B,1,H,3,77.5,3.775,1512
138,844,B,1,H,3,80.5,3.805,1512
138,844,B,1,H,3,83.5,3.835,1513.7
138,844,B,1,H,3,86.5,3.865,1515.4
138,844,B,1,H,3,89.5,3.895,1514.5
138,844,B,1,H,3,92.5,3.925,1517.2
138,844,B,1,H,3,95.5,3.955,1518.9
138,844,B,1,H,3,98.5,3.985,1525.1
138,844,B,1,H,3,101.5,4.015,1522.4
138,844,B,1,H,3,104.5,4.045,1525
138,844,B,1,H,3,107.5,4.075,1521.5
138,844,B,1,H,3,110.5,4.105,1529.3
138,844,B,1,H,3,113.5,4.135,1525
138,844,B,1,H,3,116.5,4.165,2181.2
138,844,B,1,H,3,119.6,4.196,1536.4
138,844,B,1,H,3,122.5,4.225,2239.6
138,844,B,2,H,1,2.5,4.525,2268.4
138,844,B,2,H,1,5.5,4.555,2217.2
138,844,B,2,H,1,8.5,4.585,2214.5
138,844,B,2,H,1,11.5,4.615,2190.4
138,844,B,2,H,1,14.5,4.645,2185.5
138,844,B,2,H,1,17.5,4.675,2185.5
138,844,B,2,H,1,20.5,4.705,2190.4
138,844,B,2,H,1,23.5,4.735,2188.1
138,844,B,2,H,1,26.5,4.765,1543.7
138,844,B,2,H,1,29.5,4.795,1512.8
138,844,B,2,H,1,32.5,4.825,1512.8
138,844,B,2,H,1,35.5,4.855,1512.9
138,844,B,2,H,1,38.5,4.885,1511.2
138,844,B,2,H,1,41.5,4.915,1508.5
138,844,B,2,H,1,44.5,4.945,1507.7
138,844,B,2,H,1,47.5,4.975,1513.7
138,844,B,2,H,1,50.5,5.005,1507.7
138,844,B,2,H,1,53.5,5.035,1508.6
138,844,B,2,H,1,56.6,5.066,1510.4
138,844,B,2,H,1,59.5,5.095,1508.6
138,844,B,2,H,1,62.5,5.125,1517.3
138,844,B,2,H,1,65.5,5.155,1447.8
138,844,B,2,H,1,68.5,5.185,1520.7
138,844,B,2,H,1,71.5,5.215,1522.5
138,844,B,2,H,1,74.5,5.245,1517.3
138,844,B,2,H,1,77.5,5.275,1536.6
138,844,B,2,H,1,80.5,5.305,1522.5
138,844,B,2,H,1,83.5,5.335,1518.1
138,844,B,2,H,1,86.5,5.365,1447.8
138,844,B,2,H,1,89.5,5.395,1514.6
138,844,B,2,H,1,92.5,5.425,1516.3
138,844,B,2,H,1,95.5,5.455,1518.1
138,844,B,2,H,1,98.5,5.485,1523.3
138,844,B,2,H,1,101.5,5.515,1449.3
138,844,B,2,H,1,104.5,5.545,1450.1
138,844,B,2,H,1,107.5,5.575,1521.6
138,844,B,2,H,1,110.5,5.605,1519.8
138,844,B,2,H,1,113.5,5.635,1447.6
138,844,B,2,H,1,116.5,5.665,1546.4
138,844,B,2,H,1,119.5,5.695,1518.1
138,844,B,2,H,1,122.5,5.725,1521.6
138,844,B,2,H,1,125.5,5.755,1517.3
138,844,B,2,H,1,128.5,5.785,1533
138,844,B,2,H,1,131.5,5.815,1517.3
138,844,B,2,H,1,134.5,5.845,1547.3
138,844,B,2,H,1,137.5,5.875,1518.2
138,844,B,2,H,1,140.5,5.905,2194.7
138,844,B,2,H,1,143.5,5.935,1520
138,844,B,2,H,1,146.5,5.965,2202.6
138,844,B,2,H,1,149.5,5.995,1553
138,844,B,2,H,2,2.5,6.025,2268.4
138,844,B,2,H,2,5.5,6.055,1535.7
138,844,B,2,H,2,8.5,6.085,1529.5
138,844,B,2,H,2,11.5,6.115,1526.2
138,844,B,2,H,2,14.5,6.145,1524.5
138,844,B,2,H,2,17.5,6.175,1521.8
138,844,B,2,H,2,20.5,6.205,1524.4
138,844,B,2,H,2,23.5,6.235,1526.1
138,844,B,2,H,2,26.5,6.265,1526.1
138,844,B,2,H,2,29.5,6.295,1518.3
138,844,B,2,H,2,32.5,6.325,1517.4
138,844,B,2,H,2,35.5,6.355,1518.2
138,844,B,2,H,2,38.5,6.385,1519.1
138,844,B,2,H,2,41.5,6.415,1526.9
138,844,B,2,H,2,44.5,6.445,1520.8
138,844,B,2,H,2,47.5,6.475,1525.1
138,844,B,2,H,2,50.5,6.505,1525.1
138,844,B,2,H,2,53.5,6.535,1521.6
138,844,B,2,H,2,56.5,6.565,1519.9
138,844,B,2,H,2,59.5,6.595,1515.5
138,844,B,2,H,2,62.5,6.625,1523.4
138,844,B,2,H,2,65.5,6.655,1517.3
138,844,B,2,H,2,68.5,6.685,1514.6
138,844,B,2,H,2,71.5,6.715,1512.8
138,844,B,2,H,2,74.5,6.745,1518.8
138,844,B,2,H,2,77.5,6.775,1517.9
138,844,B,2,H,2,80.5,6.805,1519.6
138,844,B,2,H,2,83.5,6.835,1515.3
138,844,B,2,H,2,86.5,6.865,1522.4
138,844,B,2,H,2,89.5,6.895,1514.6
138,844,B,2,H,2,92.5,6.925,1511.2
138,844,B,2,H,2,95.5,6.955,1515.5
138,844,B,2,H,2,98.5,6.985,1513.8
138,844,B,2,H,2,101.5,7.015,1514.7
138,844,B,2,H,2,104.5,7.045,1513
138,844,B,2,H,2,107.5,7.075,1511.3
138,844,B,2,H,2,110.5,7.105,1511.3
138,844,B,2,H,2,113.5,7.135,1510.5
138,844,B,2,H,2,116.5,7.165,1515.6
138,844,B,2,H,2,119.5,7.195,1510.5
138,844,B,2,H,2,122.5,7.225,1510.5
138,844,B,2,H,2,125.5,7.255,1515.6
138,844,B,2,H,2,128.5,7.285,1513
138,844,B,2,H,2,131.5,7.315,1513.9
138,844,B,2,H,2,134.5,7.345,1512.2
138,844,B,2,H,2,137.5,7.375,1512.2
138,844,B,2,H,2,140.5,7.405,1513.1
138,844,B,2,H,2,143.5,7.435,1513.1
138,844,B,2,H,2,146.9,7.469,1524.9
138,844,B,2,H,2,149.5,7.495,1523.2
138,844,B,2,H,3,2.5,7.525,2268.4
138,844,B,2,H,3,5.5,7.555,2213.2
138,844,B,2,H,3,8.5,7.585,2211.9
138,844,B,2,H,3,11.5,7.615,2193.4
138,844,B,2,H,3,14.5,7.645,2195.7
138,844,B,2,H,3,17.5,7.675,2192.1
138,844,B,2,H,3,20.5,7.705,2195.7
138,844,B,2,H,3,23.5,7.735,2190.8
138,844,B,2,H,3,26.5,7.765,1518.1
138,844,B,2,H,3,29.5,7.795,1514.6
138,844,B,2,H,3,32.5,7.825,1509.3
138,844,B,2,H,3,35.5,7.855,1507.6
138,844,B,2,H,3,38.5,7.885,1506.7
138,844,B,2,H,3,41.5,7.915,1505
