Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Density (g/cc)
201,1228,B,4,H,5,110,32.9,1.701
201,1228,B,4,H,5,112,32.92,1.691
201,1228,B,4,H,5,114,32.94,1.686
201,1228,B,4,H,5,116,32.96,1.679
201,1228,B,4,H,5,118,32.98,1.679
201,1228,B,4,H,5,120,33,1.674
201,1228,B,4,H,5,122,33.02,1.668
201,1228,B,4,H,5,124,33.04,1.702
201,1228,B,4,H,5,126,33.06,1.707
201,1228,B,4,H,5,128,33.08,1.718
201,1228,B,4,H,5,130,33.1,1.795
201,1228,B,4,H,5,132,33.12,1.764
201,1228,B,4,H,5,134,33.14,1.765
201,1228,B,4,H,5,136,33.16,1.763
201,1228,B,4,H,5,138,33.18,1.774
201,1228,B,4,H,5,140,33.2,1.798
201,1228,B,4,H,5,142,33.22,1.801
201,1228,B,4,H,5,144,33.24,1.804
201,1228,B,4,H,5,146,33.26,1.775
201,1228,B,4,H,5,148,33.28,1.798
201,1228,B,4,H,6,2,33.32,1.853
201,1228,B,4,H,6,4,33.34,1.824
201,1228,B,4,H,6,6,33.36,1.868
201,1228,B,4,H,6,8,33.38,1.854
201,1228,B,4,H,6,10,33.4,1.845
201,1228,B,4,H,6,12,33.42,1.832
201,1228,B,4,H,6,14,33.44,1.886
201,1228,B,4,H,6,16,33.46,1.921
201,1228,B,4,H,6,18,33.48,1.782
201,1228,B,4,H,6,20,33.5,1.832
201,1228,B,4,H,6,22,33.52,1.922
201,1228,B,4,H,6,24,33.54,1.982
201,1228,B,4,H,6,26,33.56,1.894
201,1228,B,4,H,6,28,33.58,1.918
201,1228,B,4,H,6,30,33.6,1.79
201,1228,B,4,H,6,32,33.62,1.499
201,1228,B,4,H,6,34,33.64,1.471
201,1228,B,4,H,6,36,33.66,1.519
201,1228,B,4,H,6,38,33.68,1.607
201,1228,B,4,H,6,40,33.7,1.554
201,1228,B,4,H,6,42,33.72,1.406
201,1228,B,4,H,6,44,33.74,1.506
201,1228,B,4,H,6,46,33.76,1.441
201,1228,B,4,H,6,48,33.78,1.44
201,1228,B,4,H,6,50,33.8,1.608
201,1228,B,4,H,6,52,33.82,1.571
201,1228,B,4,H,6,54,33.84,1.527
201,1228,B,4,H,6,56,33.86,1.891
201,1228,B,4,H,6,58,33.88,1.77
201,1228,B,4,H,6,60,33.9,1.926
201,1228,B,4,H,6,62,33.92,1.803
201,1228,B,4,H,6,64,33.94,1.786
201,1228,B,4,H,6,66,33.96,1.785
201,1228,B,4,H,6,68,33.98,1.876
201,1228,B,4,H,6,70,34,1.828
201,1228,B,4,H,6,72,34.02,1.661
201,1228,B,4,H,6,74,34.04,1.507
201,1228,B,4,H,6,76,34.06,1.436
201,1228,B,4,H,6,78,34.08,1.431
201,1228,B,4,H,6,80,34.1,1.522
201,1228,B,4,H,6,82,34.12,1.431
201,1228,B,4,H,6,84,34.14,1.482
201,1228,B,4,H,6,86,34.16,1.414
201,1228,B,4,H,6,88,34.18,1.397
201,1228,B,4,H,6,90,34.2,1.404
201,1228,B,4,H,6,92,34.22,1.399
201,1228,B,4,H,6,94,34.24,1.355
201,1228,B,4,H,6,96,34.26,1.344
201,1228,B,4,H,6,98,34.28,1.385
201,1228,B,4,H,6,100,34.3,1.394
201,1228,B,4,H,6,108,34.38,1.464
201,1228,B,4,H,6,110,34.4,1.48
201,1228,B,4,H,6,112,34.42,1.421
201,1228,B,4,H,6,114,34.44,1.387
201,1228,B,4,H,6,116,34.46,1.408
201,1228,B,4,H,6,118,34.48,1.469
201,1228,B,4,H,6,120,34.5,1.465
201,1228,B,4,H,6,122,34.52,1.555
201,1228,B,4,H,6,124,34.54,1.582
201,1228,B,4,H,6,126,34.56,1.563
201,1228,B,5,H,1,2,35.32,1.369
201,1228,B,5,H,1,4,35.34,1.429
201,1228,B,5,H,1,6,35.36,1.429
201,1228,B,5,H,1,8,35.38,1.347
201,1228,B,5,H,1,10,35.4,1.376
201,1228,B,5,H,1,12,35.42,1.443
201,1228,B,5,H,1,14,35.44,1.075
201,1228,B,5,H,1,16,35.46,1.57
201,1228,B,5,H,1,18,35.48,1.86
201,1228,B,5,H,1,20,35.5,2.012
201,1228,B,5,H,1,22,35.52,1.698
201,1228,B,5,H,1,24,35.54,1.541
201,1228,B,5,H,1,26,35.56,1.654
201,1228,B,5,H,1,28,35.58,1.447
201,1228,B,5,H,1,30,35.6,1.356
201,1228,B,5,H,1,32,35.62,1.454
201,1228,B,5,H,1,34,35.64,1.372
201,1228,B,5,H,1,36,35.66,1.374
201,1228,B,5,H,1,38,35.68,1.356
201,1228,B,5,H,1,40,35.7,1.409
201,1228,B,5,H,1,42,35.72,1.384
201,1228,B,5,H,1,44,35.74,1.344
201,1228,B,5,H,1,46,35.76,1.334
201,1228,B,5,H,1,48,35.78,1.371
201,1228,B,5,H,1,50,35.8,1.386
201,1228,B,5,H,1,52,35.82,1.402
201,1228,B,5,H,1,54,35.84,1.37
201,1228,B,5,H,1,56,35.86,1.387
201,1228,B,5,H,1,58,35.88,1.387
201,1228,B,5,H,1,60,35.9,1.386
201,1228,B,5,H,1,62,35.92,1.389
201,1228,B,5,H,1,64,35.94,1.629
201,1228,B,5,H,1,66,35.96,0.794
201,1228,B,5,H,1,68,35.98,1.38
201,1228,B,5,H,1,70,36,1.332
201,1228,B,5,H,1,72,36.02,1.375
201,1228,B,5,H,1,74,36.04,1.375
201,1228,B,5,H,1,76,36.06,1.428
201,1228,B,5,H,1,78,36.08,1.367
201,1228,B,5,H,1,80,36.1,1.352
201,1228,B,5,H,1,82,36.12,1.331
201,1228,B,5,H,1,84,36.14,1.404
201,1228,B,5,H,1,86,36.16,1.332
201,1228,B,5,H,1,88,36.18,1.4
201,1228,B,5,H,1,90,36.2,1.386
201,1228,B,5,H,1,92,36.22,1.567
201,1228,B,5,H,1,94,36.24,1.874
201,1228,B,5,H,1,96,36.26,1.698
201,1228,B,5,H,1,98,36.28,1.744
201,1228,B,5,H,1,100,36.3,1.763
201,1228,B,5,H,1,102,36.32,1.919
201,1228,B,5,H,1,104,36.34,1.957
201,1228,B,5,H,1,106,36.36,1.946
201,1228,B,5,H,1,108,36.38,1.726
201,1228,B,5,H,1,110,36.4,1.546
201,1228,B,5,H,1,112,36.42,1.622
201,1228,B,5,H,1,114,36.44,1.763
201,1228,B,5,H,1,116,36.46,1.843
201,1228,B,5,H,1,118,36.48,1.559
201,1228,B,5,H,1,120,36.5,1.887
201,1228,B,5,H,1,122,36.52,1.606
201,1228,B,5,H,1,124,36.54,1.652
201,1228,B,5,H,1,126,36.56,1.703
201,1228,B,5,H,1,128,36.58,1.638
201,1228,B,5,H,1,130,36.6,1.639
201,1228,B,5,H,1,132,36.62,1.678
201,1228,B,5,H,1,134,36.64,1.671
201,1228,B,5,H,1,136,36.66,1.685
201,1228,B,5,H,1,138,36.68,1.787
201,1228,B,5,H,1,140,36.7,1.727
201,1228,B,5,H,1,142,36.72,1.883
201,1228,B,5,H,1,144,36.74,2.009
201,1228,B,5,H,1,146,36.76,1.975
201,1228,B,5,H,2,2,36.82,1.679
201,1228,B,5,H,2,4,36.84,1.592
201,1228,B,5,H,2,6,36.86,1.486
201,1228,B,5,H,2,8,36.88,1.328
201,1228,B,5,H,2,10,36.9,1.387
201,1228,B,5,H,2,12,36.92,1.398
201,1228,B,5,H,2,14,36.94,1.301
201,1228,B,5,H,2,16,36.96,1.314
201,1228,B,5,H,2,18,36.98,1.293
201,1228,B,5,H,2,20,37,1.325
201,1228,B,5,H,2,22,37.02,1.343
201,1228,B,5,H,2,24,37.04,1.303
201,1228,B,5,H,2,26,37.06,1.306
201,1228,B,5,H,2,28,37.08,1.303
201,1228,B,5,H,2,30,37.1,1.379
201,1228,B,5,H,2,32,37.12,1.289
201,1228,B,5,H,2,34,37.14,1.39
201,1228,B,5,H,2,36,37.16,1.59
201,1228,B,5,H,2,38,37.18,1.36
201,1228,B,5,H,2,40,37.2,1.332
201,1228,B,5,H,2,42,37.22,1.291
201,1228,B,5,H,2,44,37.24,1.312
201,1228,B,5,H,2,46,37.26,1.306
201,1228,B,5,H,2,48,37.28,1.309
201,1228,B,5,H,2,50,37.3,1.309
201,1228,B,5,H,2,52,37.32,1.293
201,1228,B,5,H,2,54,37.34,1.275
201,1228,B,5,H,2,56,37.36,1.305
201,1228,B,5,H,2,58,37.38,1.297
201,1228,B,5,H,2,60,37.4,1.3
201,1228,B,5,H,2,62,37.42,1.307
201,1228,B,5,H,2,64,37.44,1.326
201,1228,B,5,H,2,66,37.46,1.304
201,1228,B,5,H,2,68,37.48,1.324
201,1228,B,5,H,2,70,37.5,1.301
201,1228,B,5,H,2,72,37.52,1.293
201,1228,B,5,H,2,74,37.54,1.36
201,1228,B,5,H,2,76,37.56,1.283
201,1228,B,5,H,2,78,37.58,1.317
201,1228,B,5,H,2,80,37.6,1.293
201,1228,B,5,H,2,82,37.62,1.297
201,1228,B,5,H,2,84,37.64,1.296
201,1228,B,5,H,2,86,37.66,1.278
201,1228,B,5,H,2,88,37.68,1.292
201,1228,B,5,H,2,90,37.7,1.265
201,1228,B,5,H,2,92,37.72,1.262
201,1228,B,5,H,2,94,37.74,1.268
201,1228,B,5,H,2,96,37.76,1.285
201,1228,B,5,H,2,98,37.78,1.294
201,1228,B,5,H,2,100,37.8,1.288
201,1228,B,5,H,2,102,37.82,1.304
201,1228,B,5,H,2,104,37.84,1.31
201,1228,B,5,H,2,106,37.86,1.289
201,1228,B,5,H,2,108,37.88,1.286
201,1228,B,5,H,2,110,37.9,1.293
201,1228,B,5,H,2,112,37.92,1.289
201,1228,B,5,H,2,114,37.94,1.317
201,1228,B,5,H,2,116,37.96,1.301
201,1228,B,5,H,2,118,37.98,1.309
201,1228,B,5,H,2,120,38,1.296
201,1228,B,5,H,2,122,38.02,1.344
201,1228,B,5,H,2,124,38.04,1.359
201,1228,B,5,H,2,126,38.06,1.381
201,1228,B,5,H,2,128,38.08,1.385
201,1228,B,5,H,2,130,38.1,1.323
201,1228,B,5,H,2,132,38.12,1.331
201,1228,B,5,H,2,134,38.14,1.309
201,1228,B,5,H,2,136,38.16,1.307
201,1228,B,5,H,2,138,38.18,1.336
201,1228,B,5,H,2,140,38.2,1.374
201,1228,B,5,H,2,142,38.22,1.355
201,1228,B,5,H,2,144,38.24,1.366
201,1228,B,5,H,2,146,38.26,1.338
201,1228,B,5,H,2,148,38.28,1.354
201,1228,B,5,H,2,150,38.3,1.461
201,1228,B,5,H,3,2,38.32,1.44
201,1228,B,5,H,3,4,38.34,1.409
201,1228,B,5,H,3,6,38.36,1.424
201,1228,B,5,H,3,8,38.38,1.375
201,1228,B,5,H,3,10,38.4,1.367
201,1228,B,5,H,3,12,38.42,1.355
201,1228,B,5,H,3,14,38.44,1.415
201,1228,B,5,H,3,16,38.46,1.409
201,1228,B,5,H,3,18,38.48,1.369
201,1228,B,5,H,3,20,38.5,1.362
201,1228,B,5,H,3,22,38.52,1.354
201,1228,B,5,H,3,24,38.54,1.38
201,1228,B,5,H,3,26,38.56,1.389
201,1228,B,5,H,3,28,38.58,1.35
201,1228,B,5,H,3,30,38.6,1.353
201,1228,B,5,H,3,32,38.62,1.391
201,1228,B,5,H,3,34,38.64,1.421
201,1228,B,5,H,3,36,38.66,1.374
201,1228,B,5,H,3,38,38.68,1.406
201,1228,B,5,H,3,40,38.7,1.397
201,1228,B,5,H,3,42,38.72,1.463
201,1228,B,5,H,3,44,38.74,1.4
201,1228,B,5,H,3,46,38.76,1.416
201,1228,B,5,H,3,48,38.78,1.458
201,1228,B,5,H,3,50,38.8,1.428
201,1228,B,5,H,3,52,38.82,1.4
201,1228,B,5,H,3,54,38.84,1.439
201,1228,B,5,H,3,56,38.86,1.403
201,1228,B,5,H,3,58,38.88,1.427
201,1228,B,5,H,3,60,38.9,1.455
201,1228,B,5,H,3,62,38.92,1.474
201,1228,B,5,H,3,64,38.94,1.447
201,1228,B,5,H,3,66,38.96,1.394
201,1228,B,5,H,3,68,38.98,1.4
201,1228,B,5,H,3,70,39,1.407
201,1228,B,5,H,3,72,39.02,1.395
201,1228,B,5,H,3,74,39.04,1.414
201,1228,B,5,H,3,76,39.06,1.359
201,1228,B,5,H,3,78,39.08,1.421
201,1228,B,5,H,3,80,39.1,1.442
201,1228,B,5,H,3,82,39.12,1.451
201,1228,B,5,H,3,84,39.14,1.462
201,1228,B,5,H,3,86,39.16,1.437
201,1228,B,5,H,3,88,39.18,1.457
201,1228,B,5,H,3,90,39.2,1.446
201,1228,B,5,H,3,92,39.22,1.47
201,1228,B,5,H,3,94,39.24,1.471
201,1228,B,5,H,3,96,39.26,1.475
201,1228,B,5,H,3,98,39.28,1.471
201,1228,B,5,H,3,100,39.3,1.511
201,1228,B,5,H,3,102,39.32,1.46
201,1228,B,5,H,3,104,39.34,1.423
201,1228,B,5,H,3,106,39.36,1.478
201,1228,B,5,H,3,108,39.38,1.445
201,1228,B,5,H,3,110,39.4,1.439
201,1228,B,5,H,3,112,39.42,1.458
201,1228,B,5,H,3,114,39.44,1.428
201,1228,B,5,H,3,116,39.46,1.351
201,1228,B,5,H,3,118,39.48,1.441
201,1228,B,5,H,3,120,39.5,1.495
201,1228,B,5,H,3,122,39.52,1.5
201,1228,B,5,H,3,124,39.54,1.512
201,1228,B,5,H,3,126,39.56,1.445
201,1228,B,5,H,3,128,39.58,1.418
201,1228,B,5,H,3,130,39.6,1.439
201,1228,B,5,H,3,132,39.62,1.428
201,1228,B,5,H,3,134,39.64,1.426
201,1228,B,5,H,3,136,39.66,1.45
201,1228,B,5,H,3,138,39.68,1.475
201,1228,B,5,H,3,140,39.7,1.464
201,1228,B,5,H,3,142,39.72,1.467
201,1228,B,5,H,3,144,39.74,1.433
201,1228,B,5,H,3,146,39.76,1.49
201,1228,B,5,H,3,148,39.78,1.49
201,1228,B,5,H,4,2,39.82,1.486
201,1228,B,5,H,4,4,39.84,1.519
201,1228,B,5,H,4,6,39.86,1.468
201,1228,B,5,H,4,8,39.88,1.484
201,1228,B,5,H,4,10,39.9,1.526
201,1228,B,5,H,4,12,39.92,1.516
201,1228,B,5,H,4,14,39.94,1.499
201,1228,B,5,H,4,16,39.96,1.569
201,1228,B,5,H,4,18,39.98,1.58
201,1228,B,5,H,4,20,40,1.568
201,1228,B,5,H,4,22,40.02,1.566
201,1228,B,5,H,4,24,40.04,1.721
201,1228,B,5,H,4,26,40.06,1.8
201,1228,B,5,H,4,28,40.08,2.068
201,1228,B,5,H,4,30,40.1,2.069
201,1228,B,5,H,4,32,40.12,2.092
201,1228,B,5,H,4,34,40.14,1.737
201,1228,B,5,H,4,36,40.16,1.475
201,1228,B,5,H,4,38,40.18,1.546
201,1228,B,5,H,4,40,40.2,1.377
201,1228,B,5,H,4,42,40.22,1.372
201,1228,B,5,H,4,44,40.24,1.362
201,1228,B,5,H,4,46,40.26,1.376
201,1228,B,5,H,4,48,40.28,1.371
201,1228,B,5,H,4,50,40.3,1.37
201,1228,B,5,H,4,52,40.32,1.327
201,1228,B,5,H,4,54,40.34,1.385
201,1228,B,5,H,4,56,40.36,1.367
201,1228,B,5,H,4,58,40.38,1.36
201,1228,B,5,H,4,60,40.4,1.323
201,1228,B,5,H,4,62,40.42,1.309
201,1228,B,5,H,4,64,40.44,1.354
201,1228,B,5,H,4,66,40.46,1.358
201,1228,B,5,H,4,68,40.48,1.345
201,1228,B,5,H,4,70,40.5,1.395
201,1228,B,5,H,4,72,40.52,1.425
201,1228,B,5,H,4,74,40.54,1.504
201,1228,B,5,H,4,76,40.56,1.418
201,1228,B,5,H,4,78,40.58,1.558
201,1228,B,5,H,4,80,40.6,1.878
201,1228,B,5,H,4,82,40.62,1.768
201,1228,B,5,H,4,84,40.64,1.568
201,1228,B,5,H,4,86,40.66,1.452
201,1228,B,5,H,4,88,40.68,1.436
201,1228,B,5,H,4,90,40.7,1.435
201,1228,B,5,H,4,92,40.72,1.389
201,1228,B,5,H,4,94,40.74,1.372
201,1228,B,5,H,4,96,40.76,0.682
201,1228,B,6,H,1,2,44.82,0.705
201,1228,B,6,H,1,4,44.84,0.824
201,1228,B,6,H,1,6,44.86,0.797
201,1228,B,6,H,1,8,44.88,1.093
201,1228,B,6,H,1,10,44.9,0.856
201,1228,B,6,H,1,12,44.92,0.914
201,1228,B,6,H,1,14,44.94,1.029
201,1228,B,6,H,1,16,44.96,1.381
201,1228,B,6,H,1,18,44.98,1.385
201,1228,B,6,H,1,20,45,1.336
201,1228,B,6,H,1,22,45.02,1.243
201,1228,B,6,H,1,24,45.04,1.293
201,1228,B,6,H,1,26,45.06,1.36
201,1228,B,6,H,1,28,45.08,1.365
201,1228,B,6,H,1,30,45.1,1.336
201,1228,B,6,H,1,32,45.12,1.331
201,1228,B,6,H,1,34,45.14,1.352
201,1228,B,6,H,1,36,45.16,1.292
201,1228,B,6,H,1,38,45.18,1.354
201,1228,B,6,H,1,40,45.2,1.351
201,1228,B,6,H,1,42,45.22,1.383
201,1228,B,6,H,1,44,45.24,1.321
201,1228,B,6,H,1,46,45.26,1.44
201,1228,B,6,H,1,48,45.28,1.402
201,1228,B,6,H,1,50,45.3,1.453
201,1228,B,6,H,1,52,45.32,1.361
201,1228,B,6,H,1,54,45.34,1.333
201,1228,B,6,H,1,56,45.36,1.288
201,1228,B,6,H,1,58,45.38,1.284
201,1228,B,6,H,1,60,45.4,1.316
201,1228,B,6,H,1,62,45.42,1.319
201,1228,B,6,H,1,64,45.44,1.334
201,1228,B,6,H,1,66,45.46,1.341
201,1228,B,6,H,1,68,45.48,1.349
201,1228,B,6,H,1,70,45.5,1.356
201,1228,B,6,H,1,72,45.52,1.377
201,1228,B,6,H,1,74,45.54,1.361
201,1228,B,6,H,1,76,45.56,1.381
201,1228,B,6,H,1,78,45.58,1.371
201,1228,B,6,H,1,80,45.6,1.439
201,1228,B,6,H,1,82,45.62,1.376
201,1228,B,6,H,1,84,45.64,1.406
201,1228,B,6,H,1,86,45.66,1.408
201,1228,B,6,H,1,88,45.68,1.415
201,1228,B,6,H,1,90,45.7,1.426
201,1228,B,6,H,1,92,45.72,1.423
201,1228,B,6,H,1,94,45.74,1.444
201,1228,B,6,H,1,96,45.76,1.346
201,1228,B,6,H,1,98,45.78,1.383
201,1228,B,6,H,1,100,45.8,1.426
201,1228,B,6,H,1,102,45.82,1.387
201,1228,B,6,H,1,104,45.84,1.38
201,1228,B,6,H,1,106,45.86,1.398
201,1228,B,6,H,1,108,45.88,1.392
201,1228,B,6,H,1,110,45.9,1.334
201,1228,B,6,H,1,112,45.92,1.347
201,1228,B,6,H,1,114,45.94,1.429
201,1228,B,6,H,1,116,45.96,1.394
201,1228,B,6,H,1,118,45.98,1.41
201,1228,B,6,H,1,120,46,1.435
201,1228,B,6,H,1,122,46.02,1.446
201,1228,B,6,H,1,124,46.04,1.42
201,1228,B,6,H,1,126,46.06,1.456
201,1228,B,6,H,2,2,46.32,1.594
201,1228,B,6,H,2,4,46.34,1.549
201,1228,B,6,H,2,6,46.36,1.527
201,1228,B,6,H,2,8,46.38,1.569
201,1228,B,6,H,2,10,46.4,1.534
201,1228,B,6,H,2,12,46.42,1.531
201,1228,B,6,H,2,14,46.44,1.553
201,1228,B,6,H,2,16,46.46,1.574
201,1228,B,6,H,2,18,46.48,1.632
201,1228,B,6,H,2,20,46.5,1.578
201,1228,B,6,H,2,22,46.52,1.582
201,1228,B,6,H,2,24,46.54,1.61
201,1228,B,6,H,2,26,46.56,1.585
201,1228,B,6,H,2,28,46.58,1.464
201,1228,B,6,H,2,30,46.6,1.577
201,1228,B,6,H,2,32,46.62,1.7
201,1228,B,6,H,2,34,46.64,1.661
201,1228,B,6,H,2,36,46.66,1.635
201,1228,B,6,H,2,38,46.68,1.646
201,1228,B,6,H,2,40,46.7,1.683
201,1228,B,6,H,2,42,46.72,1.776
201,1228,B,6,H,2,44,46.74,1.78
201,1228,B,6,H,2,46,46.76,1.943
201,1228,B,6,H,2,48,46.78,1.877
201,1228,B,6,H,2,50,46.8,1.927
201,1228,B,6,H,2,52,46.82,1.875
201,1228,B,6,H,2,54,46.84,1.761
201,1228,B,6,H,2,56,46.86,1.698
201,1228,B,6,H,2,58,46.88,1.65
201,1228,B,6,H,2,60,46.9,1.714
201,1228,B,6,H,2,62,46.92,1.661
201,1228,B,6,H,2,64,46.94,1.7
201,1228,B,6,H,2,66,46.96,1.683
201,1228,B,6,H,2,68,46.98,1.679
201,1228,B,6,H,2,70,47,1.713
201,1228,B,6,H,2,72,47.02,1.75
201,1228,B,6,H,2,74,47.04,1.807
201,1228,B,6,H,2,76,47.06,1.885
201,1228,B,6,H,2,78,47.08,2.125
201,1228,B,6,H,2,80,47.1,2.082
201,1228,B,6,H,2,82,47.12,1.912
201,1228,B,6,H,2,84,47.14,1.533
201,1228,B,6,H,2,86,47.16,1.729
201,1228,B,6,H,2,88,47.18,1.518
201,1228,B,6,H,2,90,47.2,1.419
201,1228,B,6,H,2,92,47.22,1.464
201,1228,B,6,H,2,94,47.24,1.58
201,1228,B,6,H,2,96,47.26,1.733
201,1228,B,6,H,2,98,47.28,1.957
201,1228,B,6,H,2,100,47.3,2.175
201,1228,B,6,H,2,102,47.32,2.014
201,1228,B,6,H,2,104,47.34,1.616
201,1228,B,6,H,2,106,47.36,1.416
201,1228,B,6,H,2,108,47.38,1.434
201,1228,B,6,H,2,110,47.4,1.459
201,1228,B,6,H,2,112,47.42,1.495
201,1228,B,6,H,2,114,47.44,1.4
201,1228,B,6,H,2,116,47.46,1.416
201,1228,B,6,H,2,118,47.48,1.412
201,1228,B,6,H,2,120,47.5,1.411
201,1228,B,6,H,2,122,47.52,1.335
201,1228,B,6,H,2,124,47.54,1.341
201,1228,B,6,H,2,126,47.56,1.332
201,1228,B,6,H,2,128,47.58,1.348
201,1228,B,6,H,2,130,47.6,1.488
201,1228,B,6,H,2,132,47.62,1.339
201,1228,B,6,H,2,134,47.64,1.371
201,1228,B,6,H,2,136,47.66,1.324
201,1228,B,6,H,2,138,47.68,1.28
201,1228,B,6,H,2,140,47.7,1.343
201,1228,B,6,H,2,142,47.72,1.347
201,1228,B,6,H,2,144,47.74,1.354
201,1228,B,6,H,2,146,47.76,1.343
201,1228,B,6,H,2,148,47.78,1.363
201,1228,B,6,H,3,117,48.97,1.46
201,1228,B,6,H,3,119,48.99,1.47
201,1228,B,6,H,3,121,49.01,1.488
201,1228,B,6,H,3,123,49.03,1.333
201,1228,B,6,H,3,125,49.05,1.229
201,1228,B,6,H,3,127,49.07,1.251
201,1228,B,6,H,3,129,49.09,1.263
201,1228,B,6,H,3,131,49.11,1.301
201,1228,B,6,H,3,133,49.13,1.312
201,1228,B,6,H,3,135,49.15,1.315
201,1228,B,6,H,3,137,49.17,1.3
201,1228,B,6,H,3,139,49.19,1.305
201,1228,B,6,H,3,141,49.21,1.307
201,1228,B,6,H,3,143,49.23,1.313
201,1228,B,6,H,3,145,49.25,1.307
201,1228,B,6,H,3,147,49.27,1.308
201,1228,B,6,H,4,2,49.32,1.32
201,1228,B,6,H,4,4,49.34,1.31
201,1228,B,6,H,4,6,49.36,1.332
201,1228,B,6,H,4,8,49.38,1.313
201,1228,B,6,H,4,10,49.4,1.274
201,1228,B,6,H,4,12,49.42,1.253
201,1228,B,6,H,4,14,49.44,1.247
201,1228,B,6,H,4,16,49.46,1.263
201,1228,B,6,H,4,18,49.48,1.256
201,1228,B,6,H,4,20,49.5,1.238
201,1228,B,6,H,4,22,49.52,1.278
201,1228,B,6,H,4,24,49.54,1.27
201,1228,B,6,H,4,26,49.56,1.292
201,1228,B,6,H,4,28,49.58,1.267
201,1228,B,6,H,4,30,49.6,1.253
201,1228,B,6,H,4,32,49.62,1.258
201,1228,B,6,H,4,34,49.64,1.264
201,1228,B,6,H,4,36,49.66,1.322
201,1228,B,6,H,4,38,49.68,1.3
201,1228,B,6,H,4,40,49.7,1.322
201,1228,B,6,H,4,42,49.72,1.342
201,1228,B,6,H,4,44,49.74,1.49
201,1228,B,6,H,4,46,49.76,1.427
201,1228,B,6,H,4,48,49.78,1.357
201,1228,B,6,H,4,50,49.8,1.337
201,1228,B,6,H,4,52,49.82,1.418
201,1228,B,6,H,4,54,49.84,1.614
201,1228,B,6,H,4,56,49.86,1.435
201,1228,B,6,H,4,58,49.88,1.383
201,1228,B,6,H,4,60,49.9,1.335
201,1228,B,6,H,4,62,49.92,1.365
201,1228,B,6,H,4,64,49.94,1.349
201,1228,B,6,H,4,66,49.96,1.328
201,1228,B,6,H,4,68,49.98,1.334
201,1228,B,6,H,4,70,50,1.337
201,1228,B,6,H,4,72,50.02,1.702
201,1228,B,6,H,4,74,50.04,2.133
201,1228,B,6,H,4,76,50.06,2.343
201,1228,B,6,H,4,78,50.08,2.185
201,1228,B,6,H,4,80,50.1,2.066
201,1228,B,6,H,4,82,50.12,2.043
201,1228,B,6,H,4,84,50.14,2.102
201,1228,B,6,H,4,86,50.16,2.063
201,1228,B,6,H,4,88,50.18,2.03
201,1228,B,6,H,4,90,50.2,2.036
201,1228,B,6,H,4,92,50.22,1.927
201,1228,B,6,H,4,94,50.24,1.668
201,1228,B,6,H,4,96,50.26,1.396
201,1228,B,6,H,4,98,50.28,1.366
201,1228,B,6,H,4,100,50.3,1.347
201,1228,B,6,H,4,102,50.32,1.316
201,1228,B,6,H,4,104,50.34,1.314
201,1228,B,6,H,4,106,50.36,1.336
201,1228,B,6,H,4,108,50.38,1.373
201,1228,B,6,H,4,110,50.4,1.354
201,1228,B,6,H,4,112,50.42,1.35
201,1228,B,6,H,4,114,50.44,1.309
201,1228,B,6,H,4,116,50.46,1.322
201,1228,B,6,H,4,118,50.48,1.329
201,1228,B,6,H,4,120,50.5,1.333
201,1228,B,6,H,4,122,50.52,1.34
201,1228,B,6,H,4,124,50.54,1.318
201,1228,B,6,H,4,126,50.56,1.319
201,1228,B,6,H,4,128,50.58,1.357
201,1228,B,6,H,5,2,50.82,1.281
201,1228,B,6,H,5,4,50.84,1.281
201,1228,B,6,H,5,6,50.86,1.264
201,1228,B,6,H,5,8,50.88,1.285
201,1228,B,6,H,5,10,50.9,1.288
201,1228,B,6,H,5,12,50.92,1.267
201,1228,B,6,H,5,14,50.94,1.283
201,1228,B,6,H,5,16,50.96,1.274
201,1228,B,6,H,5,18,50.98,1.273
201,1228,B,6,H,5,20,51,1.29
201,1228,B,6,H,5,22,51.02,1.277
201,1228,B,6,H,5,24,51.04,1.262
201,1228,B,6,H,5,26,51.06,1.299
201,1228,B,6,H,5,28,51.08,1.32
201,1228,B,6,H,5,30,51.1,1.32
201,1228,B,6,H,5,32,51.12,1.314
201,1228,B,6,H,5,34,51.14,1.323
201,1228,B,6,H,5,36,51.16,1.314
201,1228,B,6,H,5,38,51.18,1.269
201,1228,B,6,H,5,40,51.2,1.278
201,1228,B,6,H,5,42,51.22,1.26
201,1228,B,6,H,5,44,51.24,1.271
201,1228,B,6,H,5,46,51.26,1.274
201,1228,B,6,H,5,48,51.28,1.276
201,1228,B,6,H,5,50,51.3,1.283
201,1228,B,6,H,5,52,51.32,1.265
201,1228,B,6,H,5,54,51.34,1.263
201,1228,B,6,H,5,56,51.36,1.281
201,1228,B,6,H,5,58,51.38,1.262
201,1228,B,6,H,5,60,51.4,1.259
201,1228,B,6,H,5,62,51.42,1.273
201,1228,B,6,H,5,64,51.44,1.273
201,1228,B,6,H,5,66,51.46,1.29
201,1228,B,6,H,5,68,51.48,1.546
201,1228,B,6,H,5,70,51.5,1.623
201,1228,B,6,H,5,72,51.52,1.339
201,1228,B,6,H,5,74,51.54,1.316
201,1228,B,6,H,5,76,51.56,1.339
201,1228,B,6,H,5,78,51.58,1.312
201,1228,B,6,H,5,80,51.6,1.336
