Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Density (g/cc)
201,1225,A,1,H,1,0,0,0.479
201,1225,A,1,H,1,10,0.1,1.408
201,1225,A,1,H,1,20,0.2,1.43
201,1225,A,1,H,1,30,0.3,1.378
201,1225,A,1,H,1,40,0.4,1.407
201,1225,A,1,H,1,50,0.5,1.391
201,1225,A,1,H,1,60,0.6,1.399
201,1225,A,1,H,1,70,0.7,1.403
201,1225,A,1,H,1,80,0.8,1.459
201,1225,A,1,H,1,90,0.9,1.44
201,1225,A,1,H,1,100,1,1.444
201,1225,A,1,H,1,110,1.1,1.446
201,1225,A,1,H,1,120,1.2,1.407
201,1225,A,1,H,1,130,1.3,1.425
201,1225,A,1,H,1,140,1.4,1.424
201,1225,A,1,H,1,150,1.5,0.635
201,1225,A,1,H,2,15,1.65,-0.042
201,1225,A,1,H,2,25,1.75,1.405
201,1225,A,1,H,2,35,1.85,1.418
201,1225,A,1,H,2,45,1.95,1.373
201,1225,A,1,H,2,55,2.05,1.432
201,1225,A,1,H,2,65,2.15,1.431
201,1225,A,1,H,2,75,2.25,1.391
201,1225,A,1,H,2,85,2.35,1.43
201,1225,A,1,H,2,95,2.45,1.416
201,1225,A,1,H,2,105,2.55,1.419
201,1225,A,1,H,2,115,2.65,1.409
201,1225,A,1,H,2,125,2.75,1.425
201,1225,A,1,H,2,135,2.85,1.4
201,1225,A,1,H,2,145,2.95,1.405
201,1225,A,1,H,3,0,3,0.245
201,1225,A,1,H,3,10,3.1,1.422
201,1225,A,1,H,3,20,3.2,1.372
201,1225,A,1,H,3,30,3.3,1.382
201,1225,A,1,H,3,40,3.4,1.3
201,1225,A,1,H,3,50,3.5,1.319
201,1225,A,1,H,3,60,3.6,1.346
201,1225,A,1,H,3,70,3.7,1.444
201,1225,A,1,H,3,80,3.8,1.398
201,1225,A,1,H,3,90,3.9,1.435
201,1225,A,2,H,1,0,4.3,0.627
201,1225,A,2,H,1,10,4.4,1.413
201,1225,A,2,H,1,20,4.5,1.479
201,1225,A,2,H,1,30,4.6,1.496
201,1225,A,2,H,1,40,4.7,1.415
201,1225,A,2,H,1,50,4.8,1.523
201,1225,A,2,H,1,60,4.9,1.531
201,1225,A,2,H,1,70,5,1.531
201,1225,A,2,H,1,80,5.1,1.491
201,1225,A,2,H,1,90,5.2,1.538
201,1225,A,2,H,1,100,5.3,1.549
201,1225,A,2,H,1,110,5.4,1.503
201,1225,A,2,H,1,120,5.5,1.528
201,1225,A,2,H,1,130,5.6,1.534
201,1225,A,2,H,1,140,5.7,1.547
201,1225,A,2,H,2,0,5.8,0.078
201,1225,A,2,H,2,10,5.9,1.532
201,1225,A,2,H,2,20,6,1.52
201,1225,A,2,H,2,30,6.1,1.496
201,1225,A,2,H,2,40,6.2,1.413
201,1225,A,2,H,2,50,6.3,1.371
201,1225,A,2,H,2,60,6.4,1.393
201,1225,A,2,H,2,70,6.5,1.463
201,1225,A,2,H,2,80,6.6,1.5
201,1225,A,2,H,2,90,6.7,1.49
201,1225,A,2,H,2,100,6.8,1.496
201,1225,A,2,H,2,110,6.9,1.491
201,1225,A,2,H,2,120,7,1.489
201,1225,A,2,H,2,130,7.1,1.453
201,1225,A,2,H,2,140,7.2,1.525
201,1225,A,2,H,2,150,7.3,1.516
201,1225,A,2,H,3,102,8.32,-0.185
201,1225,A,2,H,3,112,8.42,1.421
201,1225,A,2,H,3,122,8.52,1.417
201,1225,A,2,H,3,132,8.62,1.478
201,1225,A,2,H,3,142,8.72,1.447
201,1225,A,2,H,4,0,8.8,0.42
201,1225,A,2,H,4,10,8.9,1.482
201,1225,A,2,H,4,20,9,1.52
201,1225,A,2,H,4,30,9.1,1.502
201,1225,A,2,H,4,40,9.2,1.515
201,1225,A,2,H,4,50,9.3,1.518
201,1225,A,2,H,4,60,9.4,1.456
201,1225,A,2,H,4,70,9.5,1.475
201,1225,A,2,H,4,80,9.6,1.463
201,1225,A,2,H,4,90,9.7,1.447
201,1225,A,2,H,4,100,9.8,1.493
201,1225,A,2,H,4,110,9.9,1.49
201,1225,A,2,H,4,120,10,1.494
201,1225,A,2,H,4,130,10.1,1.497
201,1225,A,2,H,4,140,10.2,1.495
201,1225,A,2,H,4,150,10.3,1.117
201,1225,A,2,H,5,0,10.3,0.326
201,1225,A,2,H,5,10,10.4,1.494
201,1225,A,2,H,5,20,10.5,1.475
201,1225,A,2,H,5,30,10.6,1.459
201,1225,A,2,H,5,40,10.7,1.45
201,1225,A,2,H,5,50,10.8,1.521
201,1225,A,2,H,5,60,10.9,1.496
201,1225,A,2,H,5,70,11,1.462
201,1225,A,2,H,5,80,11.1,1.417
201,1225,A,2,H,5,90,11.2,1.414
201,1225,A,2,H,5,100,11.3,1.422
201,1225,A,2,H,5,110,11.4,1.48
201,1225,A,2,H,5,120,11.5,1.493
201,1225,A,2,H,5,130,11.6,1.476
201,1225,A,2,H,5,140,11.7,1.513
201,1225,A,2,H,5,150,11.8,1.511
201,1225,A,2,H,6,0,11.8,0.474
201,1225,A,2,H,6,10,11.9,1.502
201,1225,A,2,H,6,20,12,1.511
201,1225,A,2,H,6,30,12.1,1.461
201,1225,A,2,H,6,40,12.2,1.49
201,1225,A,2,H,6,50,12.3,1.405
201,1225,A,2,H,6,60,12.4,1.361
201,1225,A,2,H,6,70,12.5,1.398
201,1225,A,2,H,6,80,12.6,1.391
201,1225,A,2,H,6,90,12.7,1.429
201,1225,A,2,H,6,100,12.8,1.451
201,1225,A,2,H,6,110,12.9,1.503
201,1225,A,2,H,6,120,13,1.505
201,1225,A,2,H,6,130,13.1,1.501
201,1225,A,2,H,6,140,13.2,1.479
201,1225,A,2,H,7,0,13.3,-0.036
201,1225,A,2,H,7,10,13.4,1.512
201,1225,A,2,H,7,20,13.5,1.461
201,1225,A,2,H,7,30,13.6,1.407
201,1225,A,2,H,7,40,13.7,1.438
201,1225,A,2,H,7,50,13.8,1.416
201,1225,A,2,H,7,60,13.9,1.467
201,1225,A,2,H,7,70,14,1.449
201,1225,A,3,H,1,0,13.8,0.57
201,1225,A,3,H,1,10,13.9,1.299
201,1225,A,3,H,1,20,14,1.345
201,1225,A,3,H,1,30,14.1,1.329
201,1225,A,3,H,1,40,14.2,1.414
201,1225,A,3,H,1,50,14.3,1.399
201,1225,A,3,H,1,60,14.4,1.406
201,1225,A,3,H,1,70,14.5,1.379
201,1225,A,3,H,1,80,14.6,1.395
201,1225,A,3,H,1,90,14.7,1.387
201,1225,A,3,H,1,100,14.8,1.426
201,1225,A,3,H,1,110,14.9,1.401
201,1225,A,3,H,1,120,15,1.382
201,1225,A,3,H,1,130,15.1,1.385
201,1225,A,3,H,1,140,15.2,1.428
201,1225,A,3,H,1,150,15.3,1.443
201,1225,A,3,H,2,0,15.3,-0.024
201,1225,A,3,H,2,10,15.4,1.422
201,1225,A,3,H,2,20,15.5,1.381
201,1225,A,3,H,2,30,15.6,1.462
201,1225,A,3,H,2,40,15.7,1.454
201,1225,A,3,H,2,50,15.8,1.426
201,1225,A,3,H,2,60,15.9,1.411
201,1225,A,3,H,2,70,16,1.356
201,1225,A,3,H,2,80,16.1,1.389
201,1225,A,3,H,2,90,16.2,1.439
201,1225,A,3,H,2,100,16.3,1.416
201,1225,A,3,H,2,110,16.4,1.402
201,1225,A,3,H,2,120,16.5,1.417
201,1225,A,3,H,2,130,16.6,1.283
201,1225,A,3,H,3,0,16.8,0.728
201,1225,A,3,H,3,10,16.9,1.452
201,1225,A,3,H,3,20,17,1.415
201,1225,A,3,H,3,30,17.1,1.371
201,1225,A,3,H,3,40,17.2,1.387
201,1225,A,3,H,3,50,17.3,1.378
201,1225,A,3,H,3,60,17.4,1.37
201,1225,A,3,H,3,70,17.5,1.365
201,1225,A,3,H,3,90,17.7,1.342
201,1225,A,3,H,3,100,17.8,1.27
201,1225,A,3,H,3,110,17.9,1.314
201,1225,A,3,H,3,120,18,1.358
201,1225,A,3,H,3,130,18.1,1.397
201,1225,A,3,H,3,140,18.2,1.365
201,1225,A,3,H,3,150,18.3,1.341
201,1225,A,3,H,4,0,18.3,0.426
201,1225,A,3,H,4,10,18.4,1.423
201,1225,A,3,H,4,20,18.5,1.416
201,1225,A,3,H,4,30,18.6,1.404
201,1225,A,3,H,4,40,18.7,1.448
201,1225,A,3,H,4,50,18.8,1.463
201,1225,A,3,H,4,60,18.9,1.454
201,1225,A,3,H,4,70,19,1.445
201,1225,A,3,H,4,80,19.1,1.447
201,1225,A,3,H,4,90,19.2,1.409
201,1225,A,3,H,4,100,19.3,1.322
201,1225,A,3,H,4,110,19.4,1.336
201,1225,A,3,H,4,120,19.5,1.402
201,1225,A,3,H,4,130,19.6,1.395
201,1225,A,3,H,4,140,19.7,1.418
201,1225,A,3,H,4,150,19.8,1.222
201,1225,A,3,H,5,0,19.8,0.058
201,1225,A,3,H,5,10,19.9,1.408
201,1225,A,3,H,5,20,20,1.395
201,1225,A,3,H,5,30,20.1,1.443
201,1225,A,3,H,5,40,20.2,1.419
201,1225,A,3,H,5,50,20.3,1.428
201,1225,A,3,H,5,60,20.4,1.459
201,1225,A,3,H,5,70,20.5,1.465
201,1225,A,3,H,5,80,20.6,1.399
201,1225,A,3,H,5,90,20.7,1.449
201,1225,A,3,H,5,100,20.8,1.404
201,1225,A,3,H,5,110,20.9,1.443
201,1225,A,3,H,5,120,21,1.392
201,1225,A,3,H,5,130,21.1,1.395
201,1225,A,3,H,5,140,21.2,1.403
201,1225,A,3,H,5,150,21.3,1.451
201,1225,A,3,H,6,0,21.3,0.139
201,1225,A,3,H,6,10,21.4,1.388
201,1225,A,3,H,6,20,21.5,1.382
201,1225,A,3,H,6,30,21.6,1.378
201,1225,A,3,H,6,40,21.7,1.438
201,1225,A,3,H,6,50,21.8,1.429
201,1225,A,3,H,6,60,21.9,1.335
201,1225,A,3,H,6,70,22,1.362
201,1225,A,3,H,6,80,22.1,1.344
201,1225,A,3,H,6,90,22.2,1.414
201,1225,A,3,H,6,100,22.3,1.396
201,1225,A,3,H,6,110,22.4,1.43
201,1225,A,3,H,6,120,22.5,1.381
201,1225,A,3,H,6,130,22.6,1.326
201,1225,A,3,H,6,140,22.7,1.38
201,1225,A,3,H,6,150,22.8,0.709
201,1225,A,3,H,7,0,22.8,0.07
201,1225,A,3,H,7,10,22.9,1.459
201,1225,A,3,H,7,20,23,1.514
201,1225,A,3,H,7,30,23.1,1.429
201,1225,A,3,H,7,40,23.2,1.38
201,1225,A,3,H,7,50,23.3,1.376
201,1225,A,4,H,1,0,23.3,0.273
201,1225,A,4,H,1,10,23.4,0.989
201,1225,A,4,H,1,20,23.5,1.4
201,1225,A,4,H,1,30,23.6,1.369
201,1225,A,4,H,1,40,23.7,1.377
201,1225,A,4,H,1,50,23.8,1.352
201,1225,A,4,H,1,60,23.9,1.369
201,1225,A,4,H,1,70,24,1.385
201,1225,A,4,H,1,80,24.1,1.386
201,1225,A,4,H,1,90,24.2,1.398
201,1225,A,4,H,1,100,24.3,1.398
201,1225,A,4,H,1,110,24.4,1.379
201,1225,A,4,H,1,120,24.5,1.406
201,1225,A,4,H,1,130,24.6,1.408
201,1225,A,4,H,1,140,24.7,1.369
201,1225,A,4,H,1,150,24.8,0.133
201,1225,A,4,H,2,0,24.8,0.278
201,1225,A,4,H,2,10,24.9,1.377
201,1225,A,4,H,2,20,25,1.357
201,1225,A,4,H,2,30,25.1,1.291
201,1225,A,4,H,2,40,25.2,1.327
201,1225,A,4,H,2,50,25.3,1.394
201,1225,A,4,H,2,60,25.4,1.382
201,1225,A,4,H,2,70,25.5,1.369
201,1225,A,4,H,2,80,25.6,1.351
201,1225,A,4,H,2,90,25.7,1.367
201,1225,A,4,H,2,100,25.8,1.344
201,1225,A,4,H,2,110,25.9,1.414
201,1225,A,4,H,2,120,26,1.419
201,1225,A,4,H,2,130,26.1,1.431
201,1225,A,4,H,2,140,26.2,1.436
201,1225,A,4,H,2,150,26.3,1.317
201,1225,A,4,H,3,83,27.13,-0.064
201,1225,A,4,H,3,93,27.23,1.321
201,1225,A,4,H,3,103,27.33,1.365
201,1225,A,4,H,3,113,27.43,1.344
201,1225,A,4,H,3,123,27.53,1.399
201,1225,A,4,H,3,133,27.63,1.36
201,1225,A,4,H,3,143,27.73,1.365
201,1225,A,4,H,4,0,27.8,0.193
201,1225,A,4,H,4,10,27.9,1.393
201,1225,A,4,H,4,20,28,1.347
201,1225,A,4,H,4,30,28.1,1.297
201,1225,A,4,H,4,40,28.2,1.362
201,1225,A,4,H,4,50,28.3,1.455
201,1225,A,4,H,4,60,28.4,1.458
201,1225,A,4,H,4,70,28.5,1.506
201,1225,A,4,H,4,80,28.6,1.447
201,1225,A,4,H,4,90,28.7,1.389
201,1225,A,4,H,4,100,28.8,1.34
201,1225,A,4,H,4,110,28.9,1.349
201,1225,A,4,H,4,120,29,1.329
201,1225,A,4,H,4,130,29.1,1.412
201,1225,A,4,H,4,140,29.2,1.376
201,1225,A,4,H,4,150,29.3,1.253
201,1225,A,4,H,5,0,29.3,0.28
201,1225,A,4,H,5,10,29.4,1.396
201,1225,A,4,H,5,20,29.5,1.363
201,1225,A,4,H,5,30,29.6,1.348
201,1225,A,4,H,5,40,29.7,1.354
201,1225,A,4,H,5,50,29.8,1.394
201,1225,A,4,H,5,60,29.9,1.368
201,1225,A,4,H,5,70,30,1.371
201,1225,A,4,H,5,80,30.1,1.452
201,1225,A,4,H,5,90,30.2,1.412
201,1225,A,4,H,5,100,30.3,1.388
201,1225,A,4,H,5,110,30.4,1.393
201,1225,A,4,H,5,120,30.5,1.422
201,1225,A,4,H,5,130,30.6,1.394
201,1225,A,4,H,5,140,30.7,1.294
201,1225,A,4,H,5,150,30.8,0.883
201,1225,A,4,H,6,0,30.8,0.262
201,1225,A,4,H,6,10,30.9,1.288
201,1225,A,4,H,6,20,31,1.267
201,1225,A,4,H,6,30,31.1,1.326
201,1225,A,4,H,6,40,31.2,1.397
201,1225,A,4,H,6,50,31.3,1.356
201,1225,A,4,H,6,60,31.4,1.333
201,1225,A,4,H,6,70,31.5,1.299
201,1225,A,4,H,6,80,31.6,1.261
201,1225,A,4,H,6,90,31.7,1.285
201,1225,A,4,H,6,100,31.8,1.311
201,1225,A,4,H,6,110,31.9,1.357
201,1225,A,4,H,6,120,32,1.391
201,1225,A,4,H,6,130,32.1,1.318
201,1225,A,4,H,6,140,32.2,1.446
201,1225,A,4,H,6,150,32.3,1.373
201,1225,A,4,H,7,0,32.3,0.112
201,1225,A,4,H,7,10,32.4,1.405
201,1225,A,4,H,7,20,32.5,1.408
201,1225,A,4,H,7,30,32.6,1.484
201,1225,A,4,H,7,40,32.7,1.433
201,1225,A,4,H,7,50,32.8,1.401
201,1225,A,5,H,1,0,32.8,0.319
201,1225,A,5,H,1,10,32.9,1.4
201,1225,A,5,H,1,20,33,1.305
201,1225,A,5,H,1,30,33.1,1.457
201,1225,A,5,H,1,40,33.2,1.449
201,1225,A,5,H,1,50,33.3,1.423
201,1225,A,5,H,1,60,33.4,1.452
201,1225,A,5,H,1,70,33.5,1.459
201,1225,A,5,H,1,80,33.6,1.498
201,1225,A,5,H,1,90,33.7,1.503
201,1225,A,5,H,1,100,33.8,1.452
201,1225,A,5,H,1,110,33.9,1.458
201,1225,A,5,H,1,120,34,1.293
201,1225,A,5,H,1,130,34.1,1.487
201,1225,A,5,H,1,140,34.2,1.46
201,1225,A,5,H,2,0,34.3,0.493
201,1225,A,5,H,2,10,34.4,1.445
201,1225,A,5,H,2,20,34.5,1.023
201,1225,A,5,H,2,30,34.6,1.4
201,1225,A,5,H,2,40,34.7,0.572
201,1225,A,5,H,2,50,34.8,1.424
201,1225,A,5,H,2,60,34.9,1.395
201,1225,A,5,H,2,70,35,1.411
201,1225,A,5,H,2,80,35.1,1.403
201,1225,A,5,H,2,90,35.2,1.371
201,1225,A,5,H,2,100,35.3,1.357
201,1225,A,5,H,2,110,35.4,1.247
201,1225,A,5,H,2,120,35.5,1.423
201,1225,A,5,H,2,130,35.6,1.383
201,1225,A,5,H,2,140,35.7,1.424
201,1225,A,5,H,2,150,35.8,1.474
201,1225,A,5,H,3,0,35.8,0.378
201,1225,A,5,H,3,10,35.9,1.454
201,1225,A,5,H,3,20,36,1.371
201,1225,A,5,H,3,30,36.1,1.447
201,1225,A,5,H,3,40,36.2,1.407
201,1225,A,5,H,3,50,36.3,1.372
201,1225,A,5,H,3,60,36.4,1.327
201,1225,A,5,H,3,70,36.5,1.359
201,1225,A,5,H,3,80,36.6,1.423
201,1225,A,5,H,3,90,36.7,1.338
201,1225,A,5,H,3,100,36.8,1.264
201,1225,A,5,H,3,110,36.9,1.387
201,1225,A,5,H,3,120,37,1.348
201,1225,A,5,H,3,130,37.1,1.383
201,1225,A,5,H,3,140,37.2,1.389
201,1225,A,5,H,3,150,37.3,1.395
201,1225,A,5,H,4,0,37.3,0.196
201,1225,A,5,H,4,10,37.4,1.38
201,1225,A,5,H,4,20,37.5,1.354
201,1225,A,5,H,4,30,37.6,1.331
201,1225,A,5,H,4,40,37.7,1.322
201,1225,A,5,H,4,50,37.8,1.481
201,1225,A,5,H,4,60,37.9,1.515
201,1225,A,5,H,4,70,38,1.47
201,1225,A,5,H,4,80,38.1,1.46
201,1225,A,5,H,4,90,38.2,1.429
201,1225,A,5,H,4,100,38.3,1.417
201,1225,A,5,H,4,110,38.4,1.48
201,1225,A,5,H,4,120,38.5,1.502
201,1225,A,5,H,4,130,38.6,1.477
201,1225,A,5,H,4,140,38.7,1.49
201,1225,A,5,H,5,0,38.8,0.682
201,1225,A,5,H,5,10,38.9,1.449
201,1225,A,5,H,5,20,39,1.434
201,1225,A,5,H,5,30,39.1,1.428
201,1225,A,5,H,5,40,39.2,1.384
201,1225,A,5,H,5,50,39.3,1.314
201,1225,A,5,H,5,60,39.4,1.482
201,1225,A,5,H,5,70,39.5,1.429
201,1225,A,5,H,5,80,39.6,1.427
201,1225,A,5,H,5,90,39.7,1.457
201,1225,A,5,H,5,100,39.8,1.429
201,1225,A,5,H,5,110,39.9,1.347
201,1225,A,5,H,5,120,40,1.466
201,1225,A,5,H,5,130,40.1,1.476
201,1225,A,5,H,5,140,40.2,1.396
201,1225,A,5,H,5,150,40.3,1.115
201,1225,A,5,H,6,0,40.3,0.289
201,1225,A,5,H,6,10,40.4,1.37
201,1225,A,5,H,6,20,40.5,1.438
201,1225,A,5,H,6,30,40.6,1.446
201,1225,A,5,H,6,40,40.7,1.421
201,1225,A,5,H,6,50,40.8,1.329
201,1225,A,5,H,6,60,40.9,1.32
201,1225,A,5,H,6,70,41,1.369
201,1225,A,5,H,6,80,41.1,1.436
201,1225,A,5,H,6,90,41.2,1.424
201,1225,A,5,H,6,100,41.3,1.445
201,1225,A,5,H,6,110,41.4,1.347
201,1225,A,5,H,6,120,41.5,1.4
201,1225,A,5,H,6,130,41.6,1.386
201,1225,A,5,H,6,140,41.7,1.388
201,1225,A,5,H,6,150,41.8,0.351
201,1225,A,5,H,7,0,41.8,0.172
201,1225,A,5,H,7,10,41.9,1.431
201,1225,A,5,H,7,20,42,1.402
201,1225,A,5,H,7,30,42.1,1.351
201,1225,A,5,H,7,40,42.2,1.464
201,1225,A,5,H,7,50,42.3,1.426
201,1225,A,5,H,7,60,42.4,1.432
201,1225,A,5,H,7,70,42.5,1.427
201,1225,A,6,H,1,0,42.3,-0.198
201,1225,A,6,H,1,10,42.4,1.387
201,1225,A,6,H,1,20,42.5,1.436
201,1225,A,6,H,1,30,42.6,1.436
201,1225,A,6,H,1,40,42.7,1.413
201,1225,A,6,H,1,50,42.8,1.393
201,1225,A,6,H,1,60,42.9,1.382
201,1225,A,6,H,1,70,43,1.418
201,1225,A,6,H,1,80,43.1,1.417
201,1225,A,6,H,1,90,43.2,1.46
201,1225,A,6,H,1,100,43.3,1.419
201,1225,A,6,H,1,110,43.4,1.485
201,1225,A,6,H,1,120,43.5,1.53
201,1225,A,6,H,1,130,43.6,1.486
201,1225,A,6,H,1,140,43.7,1.448
201,1225,A,6,H,2,0,43.8,0.353
201,1225,A,6,H,2,10,43.9,1.373
201,1225,A,6,H,2,20,44,1.411
201,1225,A,6,H,2,30,44.1,1.448
201,1225,A,6,H,2,40,44.2,1.474
201,1225,A,6,H,2,50,44.3,1.492
201,1225,A,6,H,2,60,44.4,1.477
201,1225,A,6,H,2,70,44.5,1.449
201,1225,A,6,H,2,80,44.6,1.495
201,1225,A,6,H,2,90,44.7,1.463
201,1225,A,6,H,2,100,44.8,1.396
201,1225,A,6,H,2,110,44.9,1.446
201,1225,A,6,H,2,120,45,1.473
201,1225,A,6,H,2,130,45.1,1.489
201,1225,A,6,H,2,140,45.2,1.496
201,1225,A,6,H,2,150,45.3,0.563
201,1225,A,6,H,3,90,46.2,-0.174
201,1225,A,6,H,3,100,46.3,1.524
201,1225,A,6,H,3,110,46.4,1.51
201,1225,A,6,H,3,120,46.5,1.513
201,1225,A,6,H,3,130,46.6,1.507
201,1225,A,6,H,3,140,46.7,1.49
201,1225,A,6,H,3,150,46.8,1.504
201,1225,A,6,H,4,0,46.8,0.311
201,1225,A,6,H,4,10,46.9,1.441
201,1225,A,6,H,4,20,47,1.436
201,1225,A,6,H,4,30,47.1,1.424
201,1225,A,6,H,4,40,47.2,1.422
201,1225,A,6,H,4,50,47.3,1.422
201,1225,A,6,H,4,60,47.4,1.412
201,1225,A,6,H,4,70,47.5,1.446
201,1225,A,6,H,4,80,47.6,1.456
201,1225,A,6,H,4,90,47.7,1.489
201,1225,A,6,H,4,100,47.8,1.45
201,1225,A,6,H,4,110,47.9,1.444
201,1225,A,6,H,4,120,48,1.435
201,1225,A,6,H,4,130,48.1,1.405
201,1225,A,6,H,4,140,48.2,1.444
201,1225,A,6,H,4,150,48.3,1.401
201,1225,A,6,H,5,0,48.3,0.392
201,1225,A,6,H,5,10,48.4,1.492
201,1225,A,6,H,5,20,48.5,1.438
201,1225,A,6,H,5,30,48.6,1.395
201,1225,A,6,H,5,40,48.7,1.381
201,1225,A,6,H,5,50,48.8,1.439
201,1225,A,6,H,5,60,48.9,1.466
201,1225,A,6,H,5,70,49,1.412
201,1225,A,6,H,5,80,49.1,1.38
201,1225,A,6,H,5,90,49.2,1.427
201,1225,A,6,H,5,100,49.3,1.442
201,1225,A,6,H,5,110,49.4,1.45
201,1225,A,6,H,5,120,49.5,1.448
201,1225,A,6,H,5,130,49.6,1.419
201,1225,A,6,H,5,140,49.7,1.386
201,1225,A,6,H,5,150,49.8,1.288
201,1225,A,6,H,6,0,49.8,0.242
201,1225,A,6,H,6,10,49.9,1.44
201,1225,A,6,H,6,20,50,1.415
201,1225,A,6,H,6,30,50.1,1.399
201,1225,A,6,H,6,40,50.2,1.39
201,1225,A,6,H,6,50,50.3,1.464
201,1225,A,6,H,6,60,50.4,1.508
201,1225,A,6,H,6,70,50.5,1.443
201,1225,A,6,H,6,80,50.6,1.406
201,1225,A,6,H,6,90,50.7,1.41
201,1225,A,6,H,6,100,50.8,1.316
201,1225,A,6,H,6,110,50.9,1.338
201,1225,A,6,H,6,120,51,1.418
201,1225,A,6,H,6,130,51.1,1.398
201,1225,A,6,H,6,140,51.2,1.356
201,1225,A,6,H,6,150,51.3,1.085
201,1225,A,6,H,7,0,51.3,0.026
201,1225,A,6,H,7,10,51.4,1.283
201,1225,A,6,H,7,20,51.5,1.327
201,1225,A,6,H,7,30,51.6,1.337
201,1225,A,6,H,7,40,51.7,1.279
201,1225,A,6,H,7,50,51.8,1.217
201,1225,A,6,H,7,60,51.9,1.38
201,1225,A,6,H,7,70,52,1.347
201,1225,A,6,H,7,80,52.1,1.339
201,1225,A,7,H,1,0,51.8,0.544
201,1225,A,7,H,1,10,51.9,1.293
201,1225,A,7,H,1,20,52,1.308
201,1225,A,7,H,1,30,52.1,1.363
201,1225,A,7,H,1,40,52.2,1.352
201,1225,A,7,H,1,50,52.3,1.376
201,1225,A,7,H,1,60,52.4,1.378
201,1225,A,7,H,1,70,52.5,1.393
201,1225,A,7,H,1,80,52.6,1.39
201,1225,A,7,H,1,90,52.7,1.394
201,1225,A,7,H,1,100,52.8,1.395
201,1225,A,7,H,1,110,52.9,1.405
201,1225,A,7,H,1,120,53,1.424
201,1225,A,7,H,1,130,53.1,1.418
201,1225,A,7,H,1,140,53.2,1.443
201,1225,A,7,H,1,150,53.3,1.377
201,1225,A,7,H,2,0,53.3,0.273
201,1225,A,7,H,2,10,53.4,1.425
201,1225,A,7,H,2,20,53.5,1.428
201,1225,A,7,H,2,30,53.6,1.437
201,1225,A,7,H,2,40,53.7,1.45
201,1225,A,7,H,2,50,53.8,1.461
201,1225,A,7,H,2,60,53.9,1.463
201,1225,A,7,H,2,70,54,1.479
201,1225,A,7,H,2,80,54.1,1.412
201,1225,A,7,H,2,90,54.2,1.398
201,1225,A,7,H,2,100,54.3,1.383
201,1225,A,7,H,2,110,54.4,1.379
201,1225,A,7,H,2,120,54.5,1.369
201,1225,A,7,H,2,130,54.6,1.377
201,1225,A,7,H,2,140,54.7,1.339
201,1225,A,7,H,2,150,54.8,1.269
201,1225,A,7,H,3,0,54.8,0.183
201,1225,A,7,H,3,10,54.9,1.421
201,1225,A,7,H,3,20,55,1.438
201,1225,A,7,H,3,30,55.1,1.423
201,1225,A,7,H,3,40,55.2,1.435
201,1225,A,7,H,3,50,55.3,1.447
201,1225,A,7,H,3,60,55.4,1.41
201,1225,A,7,H,3,70,55.5,1.404
201,1225,A,7,H,3,80,55.6,1.371
201,1225,A,7,H,3,90,55.7,1.389
201,1225,A,7,H,3,100,55.8,1.469
201,1225,A,7,H,3,110,55.9,1.462
201,1225,A,7,H,3,120,56,1.436
201,1225,A,7,H,3,130,56.1,1.454
201,1225,A,7,H,3,140,56.2,1.446
201,1225,A,7,H,3,150,56.3,0.684
201,1225,A,7,H,4,0,56.3,0.417
201,1225,A,7,H,4,10,56.4,1.568
201,1225,A,7,H,4,20,56.5,1.531
201,1225,A,7,H,4,30,56.6,1.547
201,1225,A,7,H,4,40,56.7,1.512
201,1225,A,7,H,4,50,56.8,1.494
201,1225,A,7,H,4,60,56.9,1.522
201,1225,A,7,H,4,70,57,1.547
201,1225,A,7,H,4,80,57.1,1.539
201,1225,A,7,H,4,90,57.2,1.493
201,1225,A,7,H,4,100,57.3,1.409
201,1225,A,7,H,4,110,57.4,1.418
201,1225,A,7,H,4,120,57.5,1.494
201,1225,A,7,H,4,130,57.6,1.547
201,1225,A,7,H,4,140,57.7,1.493
201,1225,A,7,H,4,150,57.8,1.491
201,1225,A,7,H,5,0,57.84,0.308
201,1225,A,7,H,5,10,57.94,1.527
201,1225,A,7,H,5,20,58.04,1.517
201,1225,A,7,H,5,30,58.14,1.5
201,1225,A,7,H,5,40,58.24,1.452
201,1225,A,7,H,5,50,58.34,1.484
201,1225,A,7,H,5,60,58.44,1.49
201,1225,A,7,H,5,70,58.54,1.477
201,1225,A,7,H,5,80,58.64,1.454
201,1225,A,7,H,5,90,58.74,1.479
201,1225,A,7,H,5,100,58.84,1.514
201,1225,A,7,H,5,110,58.94,1.5
201,1225,A,7,H,5,120,59.04,1.542
201,1225,A,7,H,5,130,59.14,1.516
201,1225,A,7,H,5,140,59.24,1.494
201,1225,A,7,H,5,150,59.34,1.512
201,1225,A,7,H,6,0,59.34,0.064
201,1225,A,7,H,6,10,59.44,1.501
201,1225,A,7,H,6,20,59.54,1.423
201,1225,A,7,H,6,30,59.64,1.368
201,1225,A,7,H,6,40,59.74,1.383
201,1225,A,7,H,6,50,59.84,1.382
201,1225,A,7,H,6,60,59.94,1.416
201,1225,A,7,H,6,70,60.04,1.403
201,1225,A,7,H,6,80,60.14,1.4
201,1225,A,7,H,6,90,60.24,1.372
201,1225,A,7,H,6,100,60.34,1.385
